"f_NationCodeStr","ItemAbilNo","Memo","Type01","Value01","Type02","Value02","Type03","Value03","Type04","Value04","Type05","Value05","Type06","Value06","Type07","Value07","Type08","Value08","Type09","Value09","Type10","Value10"
"0","430000230","[일반] 격투가 무기 레벨23","7231","329","7221","412","7341","180","7331","219","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000240","[일반] 격투가 무기 레벨24","7231","347","7221","434","7341","189","7331","231","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000250","[일반] 격투가 무기 레벨25","7231","365","7221","457","7341","199","7331","243","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000260","[일반] 격투가 무기 레벨26","7231","383","7221","479","7341","209","7331","255","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000270","[일반] 격투가 무기 레벨27","7231","402","7221","503","7341","219","7331","268","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000280","[일반] 격투가 무기 레벨28","7231","422","7221","528","7341","230","7331","281","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000290","[일반] 격투가 무기 레벨29","7231","442","7221","553","7341","241","7331","294","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000300","[일반] 격투가 무기 레벨30","7231","463","7221","579","7341","253","7331","308","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000310","[일반] 격투가 무기 레벨31","7231","484","7221","605","7341","264","7331","322","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000320","[일반] 격투가 무기 레벨32","7231","505","7221","632","7341","276","7331","336","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000330","[일반] 격투가 무기 레벨33","7231","527","7221","659","7341","288","7331","351","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000340","[일반] 격투가 무기 레벨34","7231","550","7221","688","7341","300","7331","366","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000350","[일반] 격투가 무기 레벨35","7231","573","7221","717","7341","313","7331","382","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000360","[일반] 격투가 무기 레벨36","7231","597","7221","747","7341","326","7331","398","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000370","[일반] 격투가 무기 레벨37","7231","621","7221","777","7341","339","7331","414","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000380","[일반] 격투가 무기 레벨38","7231","645","7221","807","7341","352","7331","430","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000390","[일반] 격투가 무기 레벨39","7231","670","7221","838","7341","366","7331","446","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000400","[일반] 격투가 무기 레벨40","7231","696","7221","871","7341","380","7331","464","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000410","[일반] 격투가 무기 레벨41","7231","722","7221","903","7341","394","7331","481","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000420","[일반] 격투가 무기 레벨42","7231","749","7221","937","7341","409","7331","499","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000430","[일반] 격투가 무기 레벨43","7231","776","7221","971","7341","424","7331","517","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000440","[일반] 격투가 무기 레벨44","7231","803","7221","1005","7341","438","7331","535","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000450","[일반] 격투가 무기 레벨45","7231","831","7221","1040","7341","454","7331","554","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000460","[일반] 격투가 무기 레벨46","7231","860","7221","1076","7341","469","7331","573","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000470","[일반] 격투가 무기 레벨47","7231","889","7221","1112","7341","485","7331","592","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000480","[일반] 격투가 무기 레벨48","7231","919","7221","1150","7341","502","7331","612","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000490","[일반] 격투가 무기 레벨49","7231","949","7221","1187","7341","518","7331","632","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000500","[일반] 격투가 무기 레벨50","7231","979","7221","1225","7341","534","7331","652","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000510","[일반] 격투가 무기 레벨51","7231","1010","7221","1264","7341","551","7331","673","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000520","[일반] 격투가 무기 레벨52","7231","1042","7221","1304","7341","569","7331","694","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000530","[일반] 격투가 무기 레벨53","7231","1074","7221","1344","7341","586","7331","715","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000540","[일반] 격투가 무기 레벨54","7231","1106","7221","1384","7341","604","7331","737","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000550","[일반] 격투가 무기 레벨55","7231","1140","7221","1426","7341","622","7331","759","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000560","[일반] 격투가 무기 레벨56","7231","1173","7221","1467","7341","640","7331","781","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000570","[일반] 격투가 무기 레벨57","7231","1207","7221","1510","7341","659","7331","804","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000580","[일반] 격투가 무기 레벨58","7231","1242","7221","1554","7341","678","7331","827","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000590","[일반] 격투가 무기 레벨59","7231","1277","7221","1598","7341","697","7331","851","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000600","[일반] 격투가 무기 레벨60","7231","1312","7221","1641","7341","716","7331","874","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000610","[일반] 격투가 무기 레벨61","7231","1348","7221","1686","7341","736","7331","898","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000620","[일반] 격투가 무기 레벨62","7231","1385","7221","1733","7341","756","7331","923","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000630","[일반] 격투가 무기 레벨63","7231","1422","7221","1779","7341","776","7331","947","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000640","[일반] 격투가 무기 레벨64","7231","1459","7221","1825","7341","796","7331","972","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000650","[일반] 격투가 무기 레벨65","7231","1497","7221","1873","7341","817","7331","997","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000660","[일반] 격투가 무기 레벨66","7231","1536","7221","1922","7341","838","7331","1023","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000670","[일반] 격투가 무기 레벨67","7231","1575","7221","1970","7341","860","7331","1049","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000680","[일반] 격투가 무기 레벨68","7231","1615","7221","2020","7341","881","7331","1076","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000690","[일반] 격투가 무기 레벨69","7231","1655","7221","2070","7341","903","7331","1102","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000700","[일반] 격투가 무기 레벨70","7231","1695","7221","2120","7341","925","7331","1129","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000710","[일반] 격투가 무기 레벨71","7231","1736","7221","2172","7341","947","7331","1156","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000720","[일반] 격투가 무기 레벨72","7231","1778","7221","2224","7341","970","7331","1184","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000730","[일반] 격투가 무기 레벨73","7231","1820","7221","2277","7341","993","7331","1212","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000740","[일반] 격투가 무기 레벨74","7231","1862","7221","2329","7341","1016","7331","1240","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000750","[일반] 격투가 무기 레벨75","7231","1905","7221","2383","7341","1040","7331","1269","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000760","[일반] 격투가 무기 레벨76","7231","1949","7221","2438","7341","1064","7331","1298","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000770","[일반] 격투가 무기 레벨77","7231","1993","7221","2493","7341","1088","7331","1328","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000780","[일반] 격투가 무기 레벨78","7231","2037","7221","2548","7341","1112","7331","1357","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000790","[일반] 격투가 무기 레벨79","7231","2082","7221","2605","7341","1136","7331","1387","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000800","[일반] 격투가 무기 레벨80","7231","2128","7221","2662","7341","1161","7331","1417","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000810","[일반] 격투가 무기 레벨81","7231","2174","7221","2720","7341","1186","7331","1448","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000820","[일반] 격투가 무기 레벨82","7231","2220","7221","2777","7341","1212","7331","1479","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000830","[일반] 격투가 무기 레벨83","7231","2267","7221","2836","7341","1237","7331","1510","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000840","[일반] 격투가 무기 레벨84","7231","2315","7221","2896","7341","1263","7331","1542","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000850","[일반] 격투가 무기 레벨85","7231","2363","7221","2956","7341","1290","7331","1574","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000860","[일반] 격투가 무기 레벨86","7231","2411","7221","3016","7341","1316","7331","1606","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000870","[일반] 격투가 무기 레벨87","7231","2460","7221","3078","7341","1343","7331","1639","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000880","[일반] 격투가 무기 레벨88","7231","2510","7221","3140","7341","1370","7331","1672","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000890","[일반] 격투가 무기 레벨89","7231","2560","7221","3203","7341","1397","7331","1705","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000900","[일반] 격투가 무기 레벨90","7231","2610","7221","3265","7341","1424","7331","1739","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000910","[일반] 격투가 무기 레벨91","7231","2661","7221","3329","7341","1452","7331","1772","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000920","[일반] 격투가 무기 레벨92","7231","2713","7221","3394","7341","1481","7331","1807","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000930","[일반] 격투가 무기 레벨93","7231","2765","7221","3459","7341","1509","7331","1842","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000940","[일반] 격투가 무기 레벨94","7231","2817","7221","3524","7341","1537","7331","1876","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000950","[일반] 격투가 무기 레벨95","7231","2870","7221","3590","7341","1566","7331","1912","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000960","[일반] 격투가 무기 레벨96","7231","2924","7221","3658","7341","1596","7331","1948","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000970","[일반] 격투가 무기 레벨97","7231","2978","7221","3726","7341","1625","7331","1984","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000980","[일반] 격투가 무기 레벨98","7231","3032","7221","3793","7341","1655","7331","2020","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430000990","[일반] 격투가 무기 레벨99","7231","3087","7221","3862","7341","1685","7331","2056","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001000","[일반] 격투가 무기 레벨100","7231","3143","7221","3932","7341","1715","7331","2094","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001010","[일반] 격투가 무기 레벨101","7231","3199","7221","4002","7341","1746","7331","2131","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001020","[일반] 격투가 무기 레벨102","7231","3255","7221","4072","7341","1776","7331","2168","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001030","[일반] 격투가 무기 레벨103","7231","3312","7221","4143","7341","1808","7331","2206","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001040","[일반] 격투가 무기 레벨104","7231","3370","7221","4216","7341","1839","7331","2245","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001050","[일반] 격투가 무기 레벨105","7231","3428","7221","4288","7341","1871","7331","2283","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001060","[일반] 격투가 무기 레벨106","7231","3486","7221","4361","7341","1903","7331","2322","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001070","[일반] 격투가 무기 레벨107","7231","3545","7221","4435","7341","1935","7331","2361","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001080","[일반] 격투가 무기 레벨108","7231","3605","7221","4510","7341","1967","7331","2401","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001090","[일반] 격투가 무기 레벨109","7231","3665","7221","4585","7341","2000","7331","2441","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001100","[일반] 격투가 무기 레벨110","7231","3725","7221","4660","7341","2033","7331","2481","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001110","[일반] 격투가 무기 레벨111","7231","3786","7221","4736","7341","2066","7331","2522","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001120","[일반] 격투가 무기 레벨112","7231","3848","7221","4814","7341","2100","7331","2563","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001130","[일반] 격투가 무기 레벨113","7231","3910","7221","4891","7341","2134","7331","2604","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001140","[일반] 격투가 무기 레벨114","7231","3972","7221","4969","7341","2168","7331","2646","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001150","[일반] 격투가 무기 레벨115","7231","4035","7221","5048","7341","2202","7331","2688","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001160","[일반] 격투가 무기 레벨116","7231","4098","7221","5127","7341","2237","7331","2730","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001170","[일반] 격투가 무기 레벨117","7231","4162","7221","5207","7341","2271","7331","2772","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001180","[일반] 격투가 무기 레벨118","7231","4227","7221","5288","7341","2307","7331","2816","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001190","[일반] 격투가 무기 레벨119","7231","4292","7221","5369","7341","2342","7331","2859","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001200","[일반] 격투가 무기 레벨120","7231","4357","7221","5451","7341","2378","7331","2902","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001210","[일반] 격투가 무기 레벨121","7231","4423","7221","5533","7341","2414","7331","2946","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001220","[일반] 격투가 무기 레벨122","7231","4490","7221","5617","7341","2450","7331","2991","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001230","[일반] 격투가 무기 레벨123","7231","4557","7221","5701","7341","2487","7331","3035","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001240","[일반] 격투가 무기 레벨124","7231","4624","7221","5785","7341","2524","7331","3080","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001250","[일반] 격투가 무기 레벨125","7231","4692","7221","5870","7341","2561","7331","3125","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001260","[일반] 격투가 무기 레벨126","7231","4761","7221","5956","7341","2598","7331","3171","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001270","[일반] 격투가 무기 레벨127","7231","4830","7221","6042","7341","2636","7331","3217","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001280","[일반] 격투가 무기 레벨128","7231","4899","7221","6129","7341","2674","7331","3263","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001290","[일반] 격투가 무기 레벨129","7231","4969","7221","6216","7341","2712","7331","3310","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001300","[일반] 격투가 무기 레벨130","7231","5039","7221","6304","7341","2750","7331","3356","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001310","[일반] 격투가 무기 레벨131","7231","5110","7221","6393","7341","2789","7331","3404","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001320","[일반] 격투가 무기 레벨132","7231","5182","7221","6483","7341","2828","7331","3452","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001330","[일반] 격투가 무기 레벨133","7231","5254","7221","6573","7341","2867","7331","3500","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001340","[일반] 격투가 무기 레벨134","7231","5326","7221","6663","7341","2907","7331","3548","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001350","[일반] 격투가 무기 레벨135","7231","5399","7221","6754","7341","2947","7331","3596","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001360","[일반] 격투가 무기 레벨136","7231","5472","7221","6846","7341","2986","7331","3645","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001370","[일반] 격투가 무기 레벨137","7231","5546","7221","6938","7341","3027","7331","3694","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001380","[일반] 격투가 무기 레벨138","7231","5621","7221","7032","7341","3068","7331","3744","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001390","[일반] 격투가 무기 레벨139","7231","5696","7221","7126","7341","3109","7331","3794","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001400","[일반] 격투가 무기 레벨140","7231","5771","7221","7220","7341","3150","7331","3844","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001410","[일반] 격투가 무기 레벨141","7231","5847","7221","7315","7341","3191","7331","3895","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001420","[일반] 격투가 무기 레벨142","7231","5924","7221","7411","7341","3233","7331","3946","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001430","[일반] 격투가 무기 레벨143","7231","6000","7221","7506","7341","3275","7331","3997","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001440","[일반] 격투가 무기 레벨144","7231","6078","7221","7604","7341","3317","7331","4049","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001450","[일반] 격투가 무기 레벨145","7231","6156","7221","7701","7341","3360","7331","4101","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001460","[일반] 격투가 무기 레벨146","7231","6234","7221","7799","7341","3402","7331","4152","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001470","[일반] 격투가 무기 레벨147","7231","6313","7221","7898","7341","3445","7331","4205","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001480","[일반] 격투가 무기 레벨148","7231","6393","7221","7998","7341","3489","7331","4258","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001490","[일반] 격투가 무기 레벨149","7231","6472","7221","8097","7341","3532","7331","4311","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001500","[일반] 격투가 무기 레벨150","7231","6553","7221","8198","7341","3576","7331","4365","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001510","[일반] 격투가 무기 레벨151","7231","6634","7221","8299","7341","3621","7331","4419","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001520","[일반] 격투가 무기 레벨152","7231","6715","7221","8401","7341","3665","7331","4473","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001530","[일반] 격투가 무기 레벨153","7231","6797","7221","8503","7341","3710","7331","4527","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001540","[일반] 격투가 무기 레벨154","7231","6880","7221","8607","7341","3755","7331","4583","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001550","[일반] 격투가 무기 레벨155","7231","6962","7221","8710","7341","3800","7331","4637","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001560","[일반] 격투가 무기 레벨156","7231","7046","7221","8815","7341","3845","7331","4693","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001570","[일반] 격투가 무기 레벨157","7231","7130","7221","8920","7341","3891","7331","4749","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001580","[일반] 격투가 무기 레벨158","7231","7214","7221","9025","7341","3937","7331","4805","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001590","[일반] 격투가 무기 레벨159","7231","7299","7221","9131","7341","3984","7331","4862","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001600","[일반] 격투가 무기 레벨160","7231","7384","7221","9238","7341","4030","7331","4918","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001610","[일반] 격투가 무기 레벨161","7231","7470","7221","9345","7341","4077","7331","4976","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001620","[일반] 격투가 무기 레벨162","7231","7557","7221","9454","7341","4124","7331","5034","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001630","[일반] 격투가 무기 레벨163","7231","7644","7221","9563","7341","4172","7331","5092","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001640","[일반] 격투가 무기 레벨164","7231","7731","7221","9672","7341","4219","7331","5150","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001650","[일반] 격투가 무기 레벨165","7231","7819","7221","9782","7341","4267","7331","5208","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001660","[일반] 격투가 무기 레벨166","7231","7907","7221","9892","7341","4315","7331","5267","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001670","[일반] 격투가 무기 레벨167","7231","7996","7221","10003","7341","4364","7331","5326","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001680","[일반] 격투가 무기 레벨168","7231","8086","7221","10116","7341","4413","7331","5386","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001690","[일반] 격투가 무기 레벨169","7231","8175","7221","10227","7341","4462","7331","5445","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001700","[일반] 격투가 무기 레벨170","7231","8266","7221","10341","7341","4511","7331","5506","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001710","[일반] 격투가 무기 레벨171","7231","8357","7221","10455","7341","4561","7331","5567","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001720","[일반] 격투가 무기 레벨172","7231","8448","7221","10569","7341","4611","7331","5627","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001730","[일반] 격투가 무기 레벨173","7231","8540","7221","10684","7341","4661","7331","5689","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001740","[일반] 격투가 무기 레벨174","7231","8632","7221","10799","7341","4711","7331","5750","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001750","[일반] 격투가 무기 레벨175","7231","8725","7221","10915","7341","4762","7331","5812","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001760","[일반] 격투가 무기 레벨176","7231","8819","7221","11033","7341","4813","7331","5874","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001770","[일반] 격투가 무기 레벨177","7231","8913","7221","11150","7341","4864","7331","5937","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001780","[일반] 격투가 무기 레벨178","7231","9007","7221","11268","7341","4916","7331","6000","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001790","[일반] 격투가 무기 레벨179","7231","9102","7221","11387","7341","4968","7331","6063","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001800","[일반] 격투가 무기 레벨180","7231","9197","7221","11506","7341","5019","7331","6126","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001810","[일반] 격투가 무기 레벨181","7231","9293","7221","11626","7341","5072","7331","6190","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001820","[일반] 격투가 무기 레벨182","7231","9389","7221","11746","7341","5124","7331","6254","0","0","0","0","0","0","0","0","0","0","0","0"
"0","430001830","[일반] 격투가 무기 레벨183","7231","9486","7221","11867","7341","5177","7331","6319","0","0","0","0","0","0","0","0","0","0","0","0"
