f_NationCodeStr,MonsterNo,Name,Memo,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,Abil11,Abil12,Abil13,Abil14,Abil15
0,3400759,3400700,구릉 놀 보초병 LV59,100590,100591,3400700,3400710,3400720,3400730,3400740,0,3400760,0,0,0,0,0,0
0,3400760,3400700,구릉 놀 보초병 LV60,100600,100601,3400700,3400710,3400720,3400730,3400740,0,3400760,0,0,0,0,0,0
0,3400800,3400800,구릉 놀 궁수 기준(사용안함),100550,100551,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400855,3400800,구릉 놀 궁수  LV55,100550,100551,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400856,3400800,구릉 놀 궁수  LV56,100560,100561,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400857,3400800,구릉 놀 궁수  LV57,100570,100571,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400858,3400800,구릉 놀 궁수  LV58,100580,100581,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400859,3400800,구릉 놀 궁수  LV59,100590,100591,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400860,3400800,구릉 놀 궁수  LV60,100600,100601,3400800,3400810,3400820,3400830,0,0,3400860,0,0,0,0,0,0
0,3400900,3400900,구릉 놀 주술사 기준(사용안함),100550,100551,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400955,3400900,구릉 놀 주술사  LV55,100550,100551,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400956,3400900,구릉 놀 주술사  LV56,100560,100561,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400957,3400900,구릉 놀 주술사  LV57,100570,100571,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400958,3400900,구릉 놀 주술사  LV58,100580,100581,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400959,3400900,구릉 놀 주술사  LV59,100590,100591,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3400960,3400900,구릉 놀 주술사  LV60,100600,100601,3400900,3400910,3400920,3400930,3400940,0,3400960,0,0,0,0,0,0
0,3401100,3401100,바티칸 용군단 대장 (희귀) LV55,20100550,20100551,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401155,3401100,바티칸 용군단 대장 (희귀) LV55,20100550,20100551,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401156,3401100,바티칸 용군단 대장 (희귀) LV56,20100560,20100561,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401157,3401100,바티칸 용군단 대장 (희귀) LV57,20100570,20100571,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401158,3401100,바티칸 용군단 대장 (희귀) LV58,20100580,20100581,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401159,3401100,바티칸 용군단 대장 (희귀) LV59,20100590,20100591,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401160,3401100,바티칸 용군단 대장 (희귀) LV60,20100600,20100601,3401100,3401110,3401120,3401130,3401140,0,3401160,0,0,0,0,0,0
0,3401200,3401200,지옥 불 수호견 LV55,20100550,20100551,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401255,3401200,지옥 불 수호견 LV55,20100550,20100551,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401256,3401200,지옥 불 수호견 LV56,20100560,20100561,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401257,3401200,지옥 불 수호견 LV57,20100570,20100571,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401258,3401200,지옥 불 수호견 LV57,20100580,20100581,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401259,3401200,지옥 불 수호견 LV59,20100590,20100591,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401260,3401200,지옥 불 수호견 LV60,20100600,20100601,3401200,3401210,3401220,3401230,3401240,0,3401260,3401290,0,0,0,0,0
0,3401300,3401300,구릉 맘모스 LV55,20100550,20100551,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401355,3401300,구릉 맘모스 LV55,20100550,20100551,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401356,3401300,구릉 맘모스 LV56,20100560,20100561,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401357,3401300,구릉 맘모스 LV57,20100570,20100571,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401358,3401300,구릉 맘모스 LV58,20100580,20100581,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401359,3401300,구릉 맘모스 LV59,20100590,20100591,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401360,3401300,구릉 맘모스 LV60,20100600,20100601,3401300,3401310,3401320,3401330,3401340,0,3401360,0,0,0,0,0,0
0,3401400,3401400,암석 그리폰 LV55,100550,100551,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401455,3401400,암석 그리폰 LV55,100550,100551,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401456,3401400,암석 그리폰 LV56,100560,100561,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401457,3401400,암석 그리폰 LV57,100570,100571,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401458,3401400,암석 그리폰 LV58,100580,100581,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401459,3401400,암석 그리폰 LV59,100590,100591,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401460,3401400,암석 그리폰 LV60,100600,100601,3401400,3401410,3401420,3401430,3401440,0,3401460,3401490,0,0,0,0,0
0,3401500,3401500,화염 그리폰 LV55,100550,100551,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401555,3401500,화염 그리폰 LV55,100550,100551,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401556,3401500,화염 그리폰 LV56,100560,100561,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401557,3401500,화염 그리폰 LV57,100570,100571,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401558,3401500,화염 그리폰 LV58,100580,100581,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401559,3401500,화염 그리폰 LV59,100590,100591,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401560,3401500,화염 그리폰 LV60,100600,100601,3401500,3401510,3401520,3401530,3401540,0,3401560,3401590,0,0,0,0,0
0,3401600,3401600,스파크 그리폰 LV55,100550,100551,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401655,3401600,스파크 그리폰 LV55,100550,100551,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401656,3401600,스파크 그리폰 LV56,100560,100561,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401657,3401600,스파크 그리폰 LV57,100570,100571,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401658,3401600,스파크 그리폰 LV58,100580,100581,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401659,3401600,스파크 그리폰 LV59,100590,100591,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401660,3401600,스파크 그리폰 LV60,100600,100601,3401600,3401610,3401620,3401630,3401640,0,3401660,3401690,0,0,0,0,0
0,3401700,3401700,협곡 진흙괴물 LV55,100550,100551,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401755,3401700,협곡 진흙괴물 LV55,100550,100551,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401756,3401700,협곡 진흙괴물 LV56,100560,100561,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401757,3401700,협곡 진흙괴물 LV57,100570,100571,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401758,3401700,협곡 진흙괴물 LV58,100580,100581,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401759,3401700,협곡 진흙괴물 LV59,100590,100591,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401760,3401700,협곡 진흙괴물 LV60,100600,100601,3401700,3401710,3401720,3401730,3401740,0,3401760,3401790,0,0,0,0,0
0,3401800,3401800,협곡 전기괴물 LV55,100550,100551,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401855,3401800,협곡 전기괴물 LV55,100550,100551,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401856,3401800,협곡 전기괴물 LV56,100560,100561,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401857,3401800,협곡 전기괴물 LV57,100570,100571,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401858,3401800,협곡 전기괴물 LV58,100580,100581,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401859,3401800,협곡 전기괴물 LV59,100590,100591,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401860,3401800,협곡 전기괴물 LV60,100600,100601,3401800,3401810,3401820,3401830,3401840,0,3401860,3401890,0,0,0,0,0
0,3401900,3401900,협곡 독괴물 LV55,100550,100551,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401955,3401900,협곡 독괴물 LV55,100550,100551,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401956,3401900,협곡 독괴물 LV56,100560,100561,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401957,3401900,협곡 독괴물 LV57,100570,100571,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401958,3401900,협곡 독괴물 LV58,100580,100581,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401959,3401900,협곡 독괴물 LV59,100590,100591,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3401960,3401900,협곡 독괴물 LV60,100600,100601,3401900,3401910,3401920,3401930,3401940,0,3401960,3401990,0,0,0,0,0
0,3402100,3402100,협곡 플로렌스 LV55,100550,100551,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402155,3402100,협곡 플로렌스 LV55,100550,100551,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402156,3402100,협곡 플로렌스 LV56,100560,100561,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402157,3402100,협곡 플로렌스 LV57,100570,100571,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402158,3402100,협곡 플로렌스 LV58,100580,100581,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402159,3402100,협곡 플로렌스 LV59,100590,100591,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402160,3402100,협곡 플로렌스 LV60,100600,100601,3402100,3402110,3402120,3402130,0,0,3402160,0,0,0,0,0,0
0,3402200,3402200,협곡 드라이크 LV55,100550,100551,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402255,3402200,협곡 드라이크 LV56,100550,100551,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402256,3402200,협곡 드라이크 LV57,100560,100561,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402257,3402200,협곡 드라이크 LV58,100570,100571,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402258,3402200,협곡 드라이크 LV59,100580,100581,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402259,3402200,협곡 드라이크 LV60,100590,100591,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402260,3402200,협곡 드라이크 LV61,100600,100601,3402200,0,3402220,3402230,3402240,0,3402260,3402290,0,0,0,0,0
0,3402300,3402300,협곡 가시정령 LV55,100550,100551,3402300,3402310,3402320,3402330,3402340,0,3402360,3402390,0,0,0,0,0
0,3402355,3402300,협곡 가시정령 LV55,100550,100551,3402300,3402310,3402320,3402330,3402340,0,3402360,3402390,0,0,0,0,0
0,3402356,3402300,협곡 가시정령 LV56,100560,100561,3402300,3402310,3402320,3402330,3402340,0,3402360,3402390,0,0,0,0,0
0,3402357,3402300,협곡 가시정령 LV57,100570,100571,3402300,3402310,3402320,3402330,3402340,0,3402360,3402390,0,0,0,0,0
0,3402358,3402300,협곡 가시정령 LV58,100580,100581,3402300,3402310,3402320,3402330,3402340,0,3402360,3402390,0,0,0,0,0
