NationCodeStr,QuestID,Memo,XmlPath,GroupNo,QuestType,RewardExp,RewardGold,iRewardPerLevel_Exp,iRewardPerLevel_Money,LevelMin,LevelMax,LimitLevelMax,TacticsLevel,TacticsExp,GuildExp,QuestDifficult,f_OrderIndex,f_IsCanRemoteComplete,f_IsCanShare,TitleText,GroupName,Class,PreQuestAnd,PreQuestOr,NotQuest,MinParty,MaxParty,DraClassLimit,f_Wanted_ClearCount,f_Wanted_ItemNo,f_Wanted_ItemCount,f_Wanted_CoolTime,f_Dra_Wanted_ItemNo,f_Dra_Wanted_ItemCount,f_IsCanRemoteAccept
0,26,[1차전직]레인저로 전직! (레인저),QUEST/QUEST00000026.XML,0,2,62000,1800,0,0,20,99,0,0,0,0,0,0,1,1,501642,500009,8,1568,0,25,1,1,0,0,0,0,0,0,0,1
0,27,[1차전직]광대로 전직! (광대),QUEST/QUEST00000027.XML,0,2,62000,1800,0,0,20,99,0,0,0,0,0,0,1,1,501644,500009,16,1568,0,28,1,1,0,0,0,0,0,0,0,1
0,28,[1차전직]암살자로 전직! (암살자),QUEST/QUEST00000028.XML,0,2,62000,1800,0,0,20,99,0,0,0,0,0,0,1,1,501645,500009,16,1568,0,27,1,1,0,0,0,0,0,0,0,1
0,30,아낌없이 줬던 나무 (1),QUEST/QUEST00000030.XML,0,1,860000,2300,0,0,45,49,0,0,0,0,0,0,1,1,500294,507681,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,31,물품배송 (1),QUEST/QUEST00000031.XML,0,1,30000,170,0,0,21,21,0,0,0,0,0,0,1,1,500310,500009,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,0
0,32,물품배송 (2),QUEST/QUEST00000032.XML,0,1,30000,170,0,0,21,21,0,0,0,0,0,0,1,1,500311,500009,137438953470,31,0,0,1,1,32766,0,0,0,0,0,0,0
0,33,물품배송 (3),QUEST/QUEST00000033.XML,0,1,48000,170,0,0,21,21,0,0,0,0,0,0,1,1,500312,500009,137438953470,32,0,0,1,1,32766,0,0,0,0,0,0,0
0,36,봉사활동 (1),QUEST/QUEST00000036.XML,0,-1,420000,1900,0,0,31,31,0,0,0,0,0,0,1,1,500366,515472,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,37,잃어버린 에메랄드,QUEST/QUEST00000037.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,500380,500381,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,38,만남의 길,QUEST/QUEST00000038.XML,0,1,28000,330,0,0,10,14,0,0,0,0,0,0,1,1,500384,501265,137438953470,19,0,0,1,1,0,0,0,0,0,0,0,1
0,40,특이한 낚시 재료,QUEST/QUEST00000040.XML,0,1,34000,440,0,0,10,14,0,0,0,0,0,0,1,1,500422,501265,137438953470,0,0,0,1,1,0,0,0,0,0,0,0,1
0,42,전설의 용자 축제 (1),QUEST/QUEST00000042.XML,0,-1,320,44,0,0,2,6,0,0,0,0,0,0,1,1,500501,510107,137438953470,0,0,0,1,1,0,0,0,0,0,0,0,1
0,43,전설의 용자 축제 (2),QUEST/QUEST00000043.XML,0,-1,1320,88,0,0,2,7,0,0,0,0,0,0,1,1,500509,510107,137438953470,42,0,0,1,1,0,0,0,0,0,0,0,1
0,48,[용족시작]기력의 회복,QUEST/QUEST00000048.XML,0,2,0,5,0,0,1,19,19,0,0,0,0,0,1,1,10004801,505756,0,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,49,"[1차전직]주술사, 소환사로 전직!(소환사)",QUEST/QUEST00000049.XML,0,2,0,5,0,0,20,99,99,0,0,0,0,0,1,1,10004901,505756,0,48,0,0,1,1,170,0,0,0,0,0,0,1
0,50,"[1차전직]더블 파이터, 쌍둥이로 전직!(쌍둥이)",QUEST/QUEST00000050.XML,0,2,0,5,0,0,20,99,99,0,0,0,0,0,1,1,10005001,505756,0,48,0,0,1,1,340,0,0,0,0,0,0,1
0,51,펫 용품 재료 모으기,QUEST/QUEST00000051.XML,0,1,162000,700,0,0,16,17,0,0,0,0,0,0,1,1,500551,509202,137438953470,0,0,0,1,1,0,0,0,0,0,0,0,1
0,52,전초기지에 발을 들이려면…,QUEST/QUEST00000052.XML,0,101,919600,3240,0,0,70,99,99,0,0,0,0,0,1,1,10005201,510109,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,53,흑룡왕 원정대의 자격,QUEST/QUEST00000053.XML,0,101,1598880,2800,0,0,70,99,99,0,0,0,0,0,1,1,10005301,510109,137438953470,52,0,0,1,1,32766,0,0,0,0,0,0,1
0,55,불러드 장군의 흔적 모으기 (1),QUEST/QUEST00000055.XML,0,1,880000,2800,0,0,42,47,0,0,0,0,0,0,1,1,501010,500381,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,56,힘들 때 약주 한잔!,QUEST/QUEST00000056.XML,0,1,106000,1100,0,0,22,23,0,0,0,0,0,0,1,1,500552,505756,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,57,미리내 신전 정찰하기,QUEST/QUEST00000057.XML,0,1,400000,1100,0,0,30,31,0,0,0,0,0,0,1,1,500740,508229,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,63,플로란 친구 아들,QUEST/QUEST00000063.XML,0,-1,116000,860,0,0,23,23,0,0,0,0,0,0,1,1,500779,510103,137438953470,5006,0,0,1,1,32766,0,0,0,0,0,0,1
0,64,새벽의 저주 (1),QUEST/QUEST00000064.XML,0,2,92000,950,0,0,9,99,0,0,0,0,0,0,1,1,501569,501265,137438953470,909,0,0,1,1,0,0,0,0,0,0,0,1
0,65,새벽의 저주 (2),QUEST/QUEST00000065.XML,0,2,100000,1200,0,0,11,99,0,0,0,0,0,0,1,1,501579,501265,137438953470,64,0,0,1,1,0,0,0,0,0,0,0,1
0,66,새벽의 저주 (3),QUEST/QUEST00000066.XML,0,2,116000,1800,0,0,12,99,0,0,0,0,0,0,1,1,501586,501265,137438953470,1580,0,0,1,1,0,0,0,0,0,0,0,1
0,67,새벽의 저주 (4),QUEST/QUEST00000067.XML,0,2,152000,2000,0,0,13,99,0,0,0,0,0,0,1,1,501593,501265,137438953470,66,0,0,1,1,0,0,0,0,0,0,0,1
0,68,펫이 아파요 (1),QUEST/QUEST00000068.XML,0,-1,10600,180,0,0,22,22,0,0,0,0,0,0,1,1,501607,500009,137438953470,306,0,0,1,1,32766,0,0,0,0,0,0,1
0,69,펫이 아파요 (2),QUEST/QUEST00000069.XML,0,-1,116000,1100,0,0,23,23,0,0,0,0,0,0,1,1,501615,510103,137438953470,5006,0,0,1,1,32766,0,0,0,0,0,0,1
0,70,펫이 아파요 (3),QUEST/QUEST00000070.XML,0,-1,70000,230,0,0,23,23,0,0,0,0,0,0,1,1,501623,500009,137438953470,69,0,0,1,1,32766,0,0,0,0,0,0,1
0,71,범죄의 재구성 (2),QUEST/QUEST00000071.XML,0,1,72000,530,0,0,12,14,0,0,0,0,0,0,1,1,501737,501265,137438953470,303,0,0,1,1,0,0,0,0,0,0,0,1
0,72,범죄의 재구성 (3),QUEST/QUEST00000072.XML,0,1,280000,1300,0,0,24,25,0,0,0,0,0,0,1,1,501745,505756,137438953470,71,0,0,1,1,32766,0,0,0,0,0,0,1
0,73,범죄의 재구성 (4),QUEST/QUEST00000073.XML,0,1,540000,2200,0,0,31,31,0,0,0,0,0,0,1,1,501754,508229,137438953470,72,0,0,1,1,32766,0,0,0,0,0,0,1
0,74,모험에 필요한 기술,QUEST/QUEST00000074.XML,0,2,24600,210,0,0,20,99,99,0,0,0,0,0,1,1,10007401,500009,137438953470,0,0,267,1,1,32766,0,0,0,0,0,0,1
0,75,응급 치료,QUEST/QUEST00000075.XML,0,1,340000,1300,0,0,30,31,0,0,0,0,0,0,1,1,501764,508229,137438953470,5132,0,0,1,1,32766,0,0,0,0,0,0,1
0,76,뜨거운 것이 좋아 (1),QUEST/QUEST00000076.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,501773,500381,137438953470,461,0,0,1,1,32766,0,0,0,0,0,0,1
0,77,뜨거운 것이 좋아 (2),QUEST/QUEST00000077.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,501781,500381,137438953470,76,0,0,1,1,32766,0,0,0,0,0,0,1
0,78,무엇에 쓰는 물건인가 (1),QUEST/QUEST00000078.XML,0,-1,30000,110,0,0,14,15,0,0,0,0,0,0,1,1,501826,509202,137438953470,996,0,0,1,1,0,0,0,0,0,0,0,1
0,79,즉석요리란?,QUEST/QUEST00000079.XML,0,2,200000,500,0,0,20,99,99,0,0,0,0,0,1,1,10007901,505756,137438953470,89,0,268,1,1,32766,0,0,0,0,0,0,1
0,80,마을 파괴! 위기!,QUEST/QUEST00000080.XML,0,1,22000,350,0,0,9,13,0,0,0,0,0,0,1,1,500482,501265,137438953470,0,0,0,1,1,0,0,0,0,0,0,0,1
0,81,보청기를 부탁해,QUEST/QUEST00000081.XML,0,1,94000,570,0,0,14,15,0,0,0,0,0,0,1,1,500604,509202,137438953470,0,0,0,1,1,0,0,0,0,0,0,0,1
0,82,훌륭한 요리,QUEST/QUEST00000082.XML,0,2,24600,210,0,0,20,99,99,0,0,0,0,0,1,1,10008201,500009,137438953470,79,0,269,1,1,32766,0,0,0,0,0,0,0
0,83,야생동물 구경구역,QUEST/QUEST00000083.XML,0,-1,116000,560,0,0,17,19,0,0,0,0,0,0,1,1,500606,509202,137438953470,51,0,0,1,1,0,0,0,0,0,0,0,1
0,84,간단세공이란?,QUEST/QUEST00000084.XML,0,2,200000,500,0,0,20,99,99,0,0,0,0,0,1,1,10008401,505756,137438953470,89,0,270,1,1,32766,0,0,0,0,0,0,1
0,87,훌륭한 방어구 키트,QUEST/QUEST00000087.XML,0,2,24600,210,0,0,20,99,99,0,0,0,0,0,1,1,10008701,500009,137438953470,84,0,271,1,1,32766,0,0,0,0,0,0,0
0,88,마력추출이란?,QUEST/QUEST00000088.XML,0,2,200000,500,0,0,20,99,99,0,0,0,0,0,1,1,10008801,500009,137438953470,74,0,272,1,1,32766,0,0,0,0,0,0,1
0,89,마법의 책,QUEST/QUEST00000089.XML,0,2,24600,210,0,0,20,99,99,0,0,0,0,0,1,1,10008901,500009,137438953470,88,0,4,1,1,32766,0,0,0,0,0,0,0
0,102,군주의 검 (3),QUEST/QUEST00000102.XML,0,1,50000,300,0,0,30,31,0,0,0,0,0,0,1,1,500574,516441,137438953470,3,0,0,1,1,32766,0,0,0,0,0,0,0
0,105,무엇에 쓰는 물건인가 (2),QUEST/QUEST00000105.XML,0,-1,78000,620,0,0,15,19,0,0,0,0,0,0,1,1,501841,509202,137438953470,78,0,0,1,1,0,0,0,0,0,0,0,1
0,106,드웨인과 용암 공장,QUEST/QUEST00000106.XML,0,1,780000,2000,0,0,40,45,0,0,0,0,0,0,1,1,501851,500381,137438953470,461,0,0,1,1,32766,0,0,0,0,0,0,1
0,107,봉사활동 (2),QUEST/QUEST00000107.XML,0,-1,420000,1900,0,0,31,31,0,0,0,0,0,0,1,1,501852,515472,137438953470,36,0,0,1,1,32766,0,0,0,0,0,0,1
0,108,[벚꽃2-1] 벚꽃 비전서를 찾아서(1/4),Quest/Quest00000108.XML,0,21,0,0,6000,6000,40,99,99,0,0,0,0,0,1,1,10010801,510134,137438953470,3628,0,0,1,1,32766,0,0,0,0,0,0,1
0,109,[벚꽃2-2] 벚꽃 비전서를 찾아서(2/4),Quest/Quest00000109.XML,0,21,0,0,6000,6000,40,99,99,0,0,0,0,0,1,1,10010901,510134,137438953470,108,0,0,1,1,32766,0,0,0,0,0,0,1
0,110,[벚꽃2-3] 벚꽃 비전서를 찾아서(3/4),Quest/Quest00000110.XML,0,21,0,0,6000,6000,40,99,99,0,0,0,0,0,1,1,10011001,510134,137438953470,109,0,0,1,1,32766,0,0,0,0,0,0,1
0,111,[벚꽃2-4] 벚꽃 비전서를 찾아서(4/4),Quest/Quest00000111.XML,0,21,0,0,6000,6000,40,99,99,0,0,0,0,0,1,1,10011101,510134,137438953470,110,0,0,1,1,32766,0,0,0,0,0,0,1
0,121,선한 드래곤의 전설,QUEST/QUEST00000121.XML,0,1,46000,290,0,0,30,31,0,0,0,0,0,0,1,1,501025,516441,137438953470,4059,0,0,1,1,32766,0,0,0,0,0,0,0
0,122,선한 드래곤의 유적 탐사,QUEST/QUEST00000122.XML,0,1,380000,1300,0,0,30,31,0,0,0,0,0,0,1,1,501026,508229,137438953470,121,0,0,1,1,32766,0,0,0,0,0,0,1
0,123,선한 드래곤의 뼈를 찾아라,QUEST/QUEST00000123.XML,0,1,560000,2100,0,0,31,31,0,0,0,0,0,0,1,1,501027,508229,137438953470,122,0,0,1,1,32766,0,0,0,0,0,0,1
0,124,선한 드래곤의 비늘을 찾아라,QUEST/QUEST00000124.XML,0,1,420000,1900,0,0,31,31,0,0,0,0,0,0,1,1,501028,508229,137438953470,123,0,0,1,1,32766,0,0,0,0,0,0,1
0,126,선한 드래곤 유적의 지도,QUEST/QUEST00000126.XML,0,1,460000,2000,0,0,31,31,0,0,0,0,0,0,1,1,501030,508229,137438953470,124,0,0,1,1,32766,0,0,0,0,0,0,1
0,127,미스터 안주왕 루돌프,QUEST/QUEST00000127.XML,0,-1,110000,1400,0,0,27,27,0,0,0,0,0,0,1,1,501093,506398,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,131,펫 사료 재료 모으기,QUEST/QUEST00000131.XML,0,1,1200000,2600,0,0,38,40,0,0,0,0,0,0,1,1,501127,505693,137438953470,5159,0,0,1,1,32766,0,0,0,0,0,0,1
0,132,현상범 사냥꾼 아델리오,QUEST/QUEST00000132.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,501138,500381,137438953470,77,0,0,1,1,32766,0,0,0,0,0,0,1
0,133,그 남자의 사정,QUEST/QUEST00000133.XML,0,1,780000,2000,0,0,41,47,0,0,0,0,0,0,1,1,501153,500381,137438953470,132,0,0,1,1,32766,0,0,0,0,0,0,1
0,134,엄청난 현상금의 슬러페,QUEST/QUEST00000134.XML,0,1,900000,3000,0,0,43,49,0,0,0,0,0,0,1,1,501154,515820,137438953470,133/520,0,0,1,1,32766,0,0,0,0,0,0,1
0,135,물량공세 작전,QUEST/QUEST00000135.XML,0,1,106000,1100,0,0,22,23,0,0,0,0,0,0,1,1,501164,505756,137438953470,15,0,0,1,1,32766,0,0,0,0,0,0,1
0,136,다시 그녀에게 전해주오,QUEST/QUEST00000136.XML,0,1,10600,180,0,0,22,23,0,0,0,0,0,0,1,1,501171,500009,137438953470,135,0,0,1,1,32766,0,0,0,0,0,0,0
0,137,블러드 장군의 갑옷,QUEST/QUEST00000137.XML,0,1,880000,2800,0,0,42,47,0,0,0,0,0,0,1,1,501103,505749,137438953470,55,0,0,1,1,32766,0,0,0,0,0,0,1
0,150,방독면이 필요해!,QUEST/QUEST00000150.XML,150,4,0,0,0,0,19,21,99,0,0,0,0,0,1,1,10015001,500009,137438953470,0,1560/1,0,1,1,32766,0,0,0,0,0,0,1
0,151,실력발휘,QUEST/QUEST00000151.XML,0,-1,126000,660,0,0,22,22,0,0,0,0,0,0,1,1,501252,505756,137438953470,835,0,0,1,1,0,0,0,0,0,0,0,1
0,152,도망자,QUEST/QUEST00000152.XML,0,1,220000,1500,0,0,27,28,0,0,0,0,0,0,1,1,501264,506398,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,153,정의의 이름으로!,QUEST/QUEST00000153.XML,0,-1,116000,860,0,0,23,23,0,0,0,0,0,0,1,1,501267,510103,137438953470,5006,0,0,1,1,32766,0,0,0,0,0,0,1
0,154,질투는 나의 힘,QUEST/QUEST00000154.XML,0,1,106000,1100,0,0,23,24,0,0,0,0,0,0,1,1,501274,505756,137438953470,136,0,0,1,1,32766,0,0,0,0,0,0,1
0,155,해피 엔딩,QUEST/QUEST00000155.XML,0,1,42000,230,0,0,24,25,0,0,0,0,0,0,1,1,501288,500009,137438953470,154,0,0,1,1,32766,0,0,0,0,0,0,0
0,156,금가버린 우정,QUEST/QUEST00000156.XML,0,1,114000,450,0,0,40,45,0,0,0,0,0,0,1,1,501293,500988,137438953470,167,0,0,1,1,32766,0,0,0,0,0,0,0
0,157,회복되지 못한 관계,QUEST/QUEST00000157.XML,0,1,114000,450,0,0,40,45,0,0,0,0,0,0,1,1,501303,500988,137438953470,156,0,0,1,1,32766,0,0,0,0,0,0,0
0,158,진실을 찾아서 (1),QUEST/QUEST00000158.XML,0,1,114000,450,0,0,40,45,0,0,0,0,0,0,1,1,501312,500381,137438953470,157,0,0,1,1,32766,0,0,0,0,0,0,0
0,159,진실을 찾아서 (2),QUEST/QUEST00000159.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,501324,500381,137438953470,158,0,0,1,1,32766,0,0,0,0,0,0,1
0,160,진실을 찾아서 (3),QUEST/QUEST00000160.XML,0,1,780000,2000,0,0,40,45,0,0,0,0,0,0,1,1,501332,500381,137438953470,159,0,0,1,1,32766,0,0,0,0,0,0,1
0,161,진실을 찾아서 (4),QUEST/QUEST00000161.XML,0,1,114000,450,0,0,40,45,0,0,0,0,0,0,1,1,501340,500988,137438953470,160,0,0,1,1,32766,0,0,0,0,0,0,0
0,162,미안한 마음을 담아 (1),QUEST/QUEST00000162.XML,0,1,800000,2700,0,0,41,46,0,0,0,0,0,0,1,1,501349,510102,137438953470,161,0,0,1,1,32766,0,0,0,0,0,0,1
0,163,미안한 마음을 담아 (2),QUEST/QUEST00000163.XML,0,1,800000,2700,0,0,41,46,0,0,0,0,0,0,1,1,501357,500381,137438953470,162,0,0,1,1,32766,0,0,0,0,0,0,1
0,164,미안한 마음을 담아 (3),QUEST/QUEST00000164.XML,0,1,120000,470,0,0,41,46,0,0,0,0,0,0,1,1,501368,500988,137438953470,163,0,0,1,1,32766,0,0,0,0,0,0,0
0,165,미안한 마음을 담아 (4),QUEST/QUEST00000165.XML,0,1,120000,470,0,0,41,46,0,0,0,0,0,0,1,1,501382,500988,137438953470,164,0,0,1,1,32766,0,0,0,0,0,0,0
0,166,몬스터 토벌 (1),QUEST/QUEST00000166.XML,0,1,780000,2000,0,0,40,45,0,0,0,0,0,0,1,1,501395,500381,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,167,몬스터 토벌 (2),QUEST/QUEST00000167.XML,0,1,780000,2600,0,0,40,45,0,0,0,0,0,0,1,1,501403,500381,137438953470,166,0,0,1,1,32766,0,0,0,0,0,0,1
0,168,몬스터 토벌 (3),QUEST/QUEST00000168.XML,0,1,800000,2700,0,0,41,46,0,0,0,0,0,0,1,1,501412,510102,137438953470,167/165,0,0,1,1,32766,0,0,0,0,0,0,1
0,169,좋은 장비의 조건 (1),QUEST/QUEST00000169.XML,0,1,800000,2700,0,0,41,46,0,0,0,0,0,0,1,1,501429,500381,137438953470,165,0,0,1,1,32766,0,0,0,0,0,0,1
0,170,좋은 장비의 조건 (2),QUEST/QUEST00000170.XML,0,1,120000,470,0,0,41,46,0,0,0,0,0,0,1,1,501430,500988,137438953470,169,0,0,1,1,32766,0,0,0,0,0,0,0
0,171,좋은 장비의 조건 (3),QUEST/QUEST00000171.XML,0,1,800000,2700,0,0,41,46,0,0,0,0,0,0,1,1,501439,500381,137438953470,170,0,0,1,1,32766,0,0,0,0,0,0,1
0,172,좋은 장비의 조건 (4),QUEST/QUEST00000172.XML,0,1,120000,470,0,0,41,46,0,0,0,0,0,0,1,1,501449,500988,137438953470,171,0,0,1,1,32766,0,0,0,0,0,0,0
0,173,좋은 무기의 조건 (1),QUEST/QUEST00000173.XML,0,1,880000,2800,0,0,42,47,0,0,0,0,0,0,1,1,501457,500381,137438953470,172,0,0,1,1,32766,0,0,0,0,0,0,1
0,174,좋은 무기의 조건 (2),QUEST/QUEST00000174.XML,0,1,880000,2800,0,0,42,47,0,0,0,0,0,0,1,1,501467,500381,137438953470,173,0,0,1,1,32766,0,0,0,0,0,0,1
0,175,좋은 무기의 조건 (3),QUEST/QUEST00000175.XML,0,1,66000,480,0,0,42,47,0,0,0,0,0,0,1,1,501476,500988,137438953470,174,0,0,1,1,32766,0,0,0,0,0,0,0
0,178,좋은 무기의 조건 (4),QUEST/QUEST00000178.XML,0,1,66000,480,0,0,42,47,0,0,0,0,0,0,1,1,501498,500988,137438953470,175,0,0,1,1,32766,0,0,0,0,0,0,0
0,182,아델리오에게 의뢰서 전달,QUEST/QUEST00000182.XML,0,1,140000,680,0,0,60,65,0,0,0,0,0,0,1,1,501549,509655,137438953470,661,0,0,1,1,32766,0,0,0,0,0,0,0
0,183,[할로윈달리기]불타는 할로윈의 질주!,QUEST/QUEST00000183.XML,0,-1,0,0,3000,3000,1,99,0,0,0,0,0,0,1,1,10018301,500009,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,185,거침없이 200콤보!,QUEST/QUEST00000185.XML,0,2,1020000,4700,0,0,50,99,0,0,0,0,0,0,1,1,501864,509937,4210752,611,0,0,1,1,0,0,0,0,0,0,0,1
0,186,펑가스족과 인간의 신뢰 (1),QUEST/QUEST00000186.XML,0,2,114000,2400,0,0,50,99,0,0,0,0,0,0,1,1,501894,501517,4210752,185,0,0,1,1,0,0,0,0,0,0,0,1
0,187,버섯 마을 복구 작업 (1),QUEST/QUEST00000187.XML,0,2,1840000,7200,0,0,50,99,0,0,0,0,0,0,1,1,501880,509937,137438953470,0,207/209/211/213/215/217/219/253/186,0,1,1,32766,0,0,0,0,0,0,1
0,188,버섯 마을 복구 작업 (2),QUEST/QUEST00000188.XML,0,2,1840000,7200,0,0,50,99,0,0,0,0,0,0,1,1,501881,509937,137438953470,187,0,0,1,1,32766,0,0,0,0,0,0,1
0,189,버섯 마을 복구 작업 (3),QUEST/QUEST00000189.XML,0,2,1840000,7200,0,0,50,99,0,0,0,0,0,0,1,1,501882,509937,137438953470,188,0,0,1,1,32766,0,0,0,0,0,0,1
0,192,[New Year2020] 사라진 산타클로스!,QUEST/QUEST00000192.XML,0,-1,0,0,1000,1000,30,99,99,0,0,0,0,0,1,1,10019201,500009,137438953470,0,0,0,1,1,32766,0,0,0,0,0,0,1
0,193,펑가스족과 인간의 신뢰 회복,QUEST/QUEST00000193.XML,0,2,122000,2500,0,0,51,99,0,0,0,0,0,0,1,1,501929,500009,137438953470,922,0,0,1,1,0,0,0,0,0,0,0,0
0,194,임무 완수! (전사),QUEST/QUEST00000194.XML,0,2,114000,2400,0,0,51,99,0,0,0,0,0,0,1,1,501933,501517,6316128,193,0,0,1,1,0,0,0,0,0,0,0,0
0,195,임무 완수! (마법사),QUEST/QUEST00000195.XML,0,2,114000,2400,0,0,51,99,0,0,0,0,0,0,1,1,501933,501517,25264512,193,0,0,1,1,0,0,0,0,0,0,0,0
0,196,임무 완수! (사냥꾼),QUEST/QUEST00000196.XML,0,2,114000,2400,0,0,51,99,0,0,0,0,0,0,1,1,501933,501517,101058048,193,0,0,1,1,0,0,0,0,0,0,0,0
0,197,임무 완수! (도둑),QUEST/QUEST00000197.XML,0,2,114000,2400,0,0,51,99,0,0,0,0,0,0,1,1,501933,501517,404232192,193,0,0,1,1,0,0,0,0,0,0,0,0
