f_NationCodeStr,OptionAbilNo,f_PieceCount,f_Order,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,116,6,1,전사 16차 세트,7131,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,1,1,영광의 템플러 세트,7041,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,2,1,영광의 템플러 세트,7051,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,3,1,영광의 템플러 세트,7061,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,4,1,영광의 템플러 세트,7071,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,5,1,영광의 템플러 세트,7202,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117,6,1,영광의 템플러 세트,7022,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,2,1,전사 18차 세트,7192,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,3,1,전사 18차 세트,7061,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,5,1,전사 18차 세트,7001,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,6,1,전사 18차 세트,7091,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,2,1,전사 19차 세트,7202,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,3,1,전사 19차 세트,7041,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,5,1,전사 19차 세트,7312,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,6,1,전사 19차 세트,7131,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,2,1,전사 20차 세트,7001,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,3,1,전사 20차 세트,7041,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,5,1,전사 20차 세트,7112,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,6,1,전사 20차 세트,7151,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,2,1,투사 3차 세트,7041,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,4,1,투사 3차 세트,7192,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,6,1,투사 3차 세트,7112,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122,2,1,투사 4차 세트,7001,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122,4,1,투사 4차 세트,7202,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122,6,1,투사 4차 세트,7312,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,123,3,1,영광의 바이킹 세트,7041,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,123,6,1,영광의 바이킹 세트,7192,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,2,1,투사 6차 세트,7041,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,4,1,투사 6차 세트,7192,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,6,1,투사 6차 세트,7112,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,2,1,투사 7차 세트,7001,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,4,1,투사 7차 세트,7202,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,6,1,투사 7차 세트,7312,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,3,1,영광의 챔피온 세트,7041,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,6,1,영광의 챔피온 세트,7312,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,2,1,투사 9차 세트,7041,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,4,1,투사 9차 세트,7192,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,6,1,투사 9차 세트,7112,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,2,1,투사 10차 세트,7001,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,4,1,투사 10차 세트,7202,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,6,1,투사 10차 세트,7312,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,2,1,영광의 바바리안 세트,7041,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,4,1,영광의 바바리안 세트,7071,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,6,1,영광의 바바리안 세트,7092,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,2,1,투사 12차 세트,7041,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,3,1,투사 12차 세트,7192,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,5,1,투사 12차 세트,7112,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,6,1,투사 12차 세트,7151,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,2,1,투사 13차 세트,7001,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,3,1,투사 13차 세트,7202,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,5,1,투사 13차 세트,7312,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,6,1,투사 13차 세트,7041,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132,2,1,영광의 파괴자 세트,7041,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132,4,1,영광의 파괴자 세트,7071,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132,6,1,영광의 파괴자 세트,7001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133,2,1,투사 15차 세트,7041,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133,3,1,투사 15차 세트,7192,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133,5,1,투사 15차 세트,7112,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133,6,1,투사 15차 세트,7151,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,2,1,투사 16차 세트,7001,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,3,1,투사 16차 세트,7202,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,5,1,투사 16차 세트,7312,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,6,1,투사 16차 세트,7041,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,1,1,영광의 스파이럴 세트,7041,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,2,1,영광의 스파이럴 세트,7051,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,3,1,영광의 스파이럴 세트,7061,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,4,1,영광의 스파이럴 세트,7071,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,5,1,영광의 스파이럴 세트,7192,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,135,6,1,영광의 스파이럴 세트,7002,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,2,1,투사 18차 세트,7041,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,3,1,투사 18차 세트,7192,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,5,1,투사 18차 세트,7112,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,6,1,투사 18차 세트,7151,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,2,1,투사 19차 세트,7001,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,3,1,투사 19차 세트,7202,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,5,1,투사 19차 세트,7312,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,6,1,투사 19차 세트,7041,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,2,1,투사 20차 세트,7021,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,3,1,투사 20차 세트,7071,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,5,1,투사 20차 세트,7082,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,6,1,투사 20차 세트,9031,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139,3,1,메지션 1차 세트,7091,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139,6,1,메지션 1차 세트,7202,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,3,1,영광의 차일드 세트,7021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,6,1,영광의 차일드 세트,7102,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141,2,1,메지션 3차 세트,7091,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141,4,1,메지션 3차 세트,7202,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141,6,1,메지션 3차 세트,7051,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,2,1,메지션 4차 세트,7001,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,4,1,메지션 4차 세트,7021,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,6,1,메지션 4차 세트,7312,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,143,3,1,영광의 실프 세트,7051,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,143,6,1,영광의 실프 세트,7202,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,2,1,메지션 6차 세트,7091,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,4,1,메지션 6차 세트,7202,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,6,1,메지션 6차 세트,7051,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,2,1,메지션 7차 세트,7001,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,4,1,메지션 7차 세트,7021,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,6,1,메지션 7차 세트,7312,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146,3,1,영광의 페어리 세트,7051,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146,6,1,영광의 페어리 세트,7132,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,2,1,메지션 9차 세트,7091,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,4,1,메지션 9차 세트,7202,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,6,1,메지션 9차 세트,7051,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,148,2,1,메지션 10차 세트,7001,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,148,4,1,메지션 10차 세트,7021,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,148,6,1,메지션 10차 세트,7312,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,149,2,1,영광의 고스트메지션 세트,7051,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,149,4,1,영광의 고스트메지션 세트,7061,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,149,6,1,영광의 고스트메지션 세트,7151,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,2,1,메지션 12차 세트,7091,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,3,1,메지션 12차 세트,7202,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,5,1,메지션 12차 세트,7051,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,6,1,메지션 12차 세트,7001,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,2,1,메지션 13차 세트,7001,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,3,1,메지션 13차 세트,7021,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,5,1,메지션 13차 세트,7312,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,6,1,메지션 13차 세트,7351,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,2,1,영광의 마도사 세트,7051,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,4,1,영광의 마도사 세트,7061,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,6,1,영광의 마도사 세트,7021,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,153,2,1,메지션 15차 세트,7091,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,153,3,1,메지션 15차 세트,7202,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,153,5,1,메지션 15차 세트,7051,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,153,6,1,메지션 15차 세트,7001,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,2,1,메지션 16차 세트,7001,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,3,1,메지션 16차 세트,7021,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,5,1,메지션 16차 세트,7312,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,6,1,메지션 16차 세트,7351,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,1,1,영광의 하모니 세트,7041,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,2,1,영광의 하모니 세트,7051,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,3,1,영광의 하모니 세트,7061,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,4,1,영광의 하모니 세트,7071,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,5,1,영광의 하모니 세트,7202,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,6,1,영광의 하모니 세트,7022,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,2,1,메지션 18차 세트,7091,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,3,1,메지션 18차 세트,7202,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,5,1,메지션 18차 세트,7051,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,6,1,메지션 18차 세트,7001,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,2,1,메지션 19차 세트,7001,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,3,1,메지션 19차 세트,7021,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,5,1,메지션 19차 세트,7312,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157,6,1,메지션 19차 세트,7351,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,2,1,메지션 20차 세트,7051,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,3,1,메지션 20차 세트,7001,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,5,1,메지션 20차 세트,9031,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,6,1,메지션 20차 세트,7202,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,159,2,1,전투마법사 3차 세트,7051,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,159,4,1,전투마법사 3차 세트,7202,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,159,6,1,전투마법사 3차 세트,9031,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,2,1,전투마법사 4차 세트,7021,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,4,1,전투마법사 4차 세트,7051,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,6,1,전투마법사 4차 세트,7312,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,3,1,영광의 샤인 세트,7051,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,6,1,영광의 샤인 세트,7202,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162,2,1,전투마법사 6차 세트,7051,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162,4,1,전투마법사 6차 세트,7202,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162,6,1,전투마법사 6차 세트,9031,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,2,1,전투마법사 7차 세트,7021,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,4,1,전투마법사 7차 세트,7051,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,6,1,전투마법사 7차 세트,7312,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,164,3,1,영광의 코메디언 세트,7051,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,164,6,1,영광의 코메디언 세트,7312,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,165,2,1,전투마법사 9차 세트,7051,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,165,4,1,전투마법사 9차 세트,7202,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,165,6,1,전투마법사 9차 세트,9031,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166,2,1,전투마법사 10차 세트,7021,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166,4,1,전투마법사 10차 세트,7051,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,166,6,1,전투마법사 10차 세트,7312,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,2,1,영광의 제니어스 세트,7041,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,4,1,영광의 제니어스 세트,7051,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,6,1,영광의 제니어스 세트,9031,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,2,1,전투마법사 12차 세트,7051,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,3,1,전투마법사 12차 세트,7202,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,5,1,전투마법사 12차 세트,9031,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,6,1,전투마법사 12차 세트,7001,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,169,2,1,전투마법사 13차 세트,7021,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,169,3,1,전투마법사 13차 세트,7051,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,169,5,1,전투마법사 13차 세트,7312,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,169,6,1,전투마법사 13차 세트,7151,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,2,1,영광의 다이아 세트,7041,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,3,1,영광의 다이아 세트,7051,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,5,1,영광의 다이아 세트,7001,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
