"f_NationCodeStr","ItemAbilNo","Memo","Type01","Value01","Type02","Value02","Type03","Value03","Type04","Value04","Type05","Value05","Type06","Value06","Type07","Value07","Type08","Value08","Type09","Value09","Type10","Value10"
"0","65001010","[성장 펫] 레오 카키색상 흰색라인 상의","5001","65001011","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4052","500","5019","82"
"0","65001020","[성장 펫] 푸얀 킹 모자","5001","65001021","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65001030","[성장 펫] 푸얀 해적 모자","5001","65001031","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","500","5019","82"
"0","65001040","[성장 펫] 핑마오 파라오 모자","5001","65001041","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65001050","[성장 펫] 핑마오 비행사 모자","5001","65001051","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","500","5019","82"
"0","65001060","[성장 펫] 레오 왕관","5001","65001061","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65001070","[성장 펫] 레오 뿔 모자","5001","65001071","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","500","5019","82"
"0","65001080","[성장 펫] 푸얀 킹 깃발","5001","65001081","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4053","500","5019","82"
"0","65001090","[성장 펫] 푸얀 가죽 단검","5001","65001091","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4060","300","5019","82"
"0","65001100","[성장 펫] 팡마오 모자이크 깃발","5001","65001101","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4053","500","5019","82"
"0","65001110","[성장 펫] 팡마오 가죽 백","5001","65001111","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4060","300","5019","82"
"0","65001120","[성장 펫] 레오 푸른에메랄드 지팡이","5001","65001121","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4053","500","5019","82"
"0","65001130","[성장 펫] 레오 붉은흰색 방패","5001","65001131","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4060","300","5019","82"
"0","65001140","전투 육성장치","5001","65001141","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","33554432","11001","400","5019","82"
"0","65001150","자동 육성장치","5001","65001151","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","33554432","0","0","5019","82"
"0","65001152","자동 육성장치","4054","5000","4055","5000","4056","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65001160","변화의 수정","5001","65001161","5007","0","5010","250","5014","100000001","5015","2","2071","400006","5019","73","5020","1","0","0","0","0"
"0","65001170","진화의 수정","5001","65001171","5007","0","5010","250","5014","100000001","5015","2","2071","400006","5019","73","5020","2","0","0","0","0"
"0","65001180","푸얀","5001","65001181","5015","4","5019","53","2","600000","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","9"
"0","65001182","푸얀 기본 머리","5001","65001184","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65001183","푸얀 기본 몸통","5001","65001185","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65001190","핑마오","5001","65001191","5015","4","5019","53","2","600100","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","10"
"0","65001192","핑마오 기본 머리","5001","65001194","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65001193","핑마오 기본 몸통","5001","65001195","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65001200","레오","5001","65001201","5015","4","5019","53","2","600200","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","11"
"0","65001202","레오 기본 머리","5001","65001204","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65001203","레오 기본 몸통","5001","65001205","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65001210","발렌타인 이벤트 알","5001","65001211","5015","4","5010","999","5019","52","5020","65001210","0","0","5007","0","2025","1","0","0","563","99"
"0","65001220","쿠키인형","5001","65001221","5015","4","5019","53","5002","67108864","5004","67108864","5014","50","5007","0","2025","1","0","0","1100","1006"
"0","65001230","초코초목이","5001","65001231","5015","4","5019","53","5002","67108864","5004","67108864","5014","50","5007","0","2025","1","0","0","1100","1007"
"0","65001240","푸얀 기본 얼굴","5001","65001240","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65001250","핑마오 기본 얼굴","5001","65001250","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65001260","레오 기본 얼굴","5001","65001260","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65001270","빨간코 루돌프 알","5001","65001271","5015","4","5019","52","563","99","5020","65001270","5007","0","0","0","5010","999","0","0","2025","1"
"0","65001280","수줍은 눈사람 알","5001","65001281","5015","4","5019","52","563","99","5020","65001280","5007","0","0","0","5010","999","0","0","2025","1"
"0","65001290","빨간코 루돌프","5001","65001291","5015","4","5019","53","5002","67108864","5004","67108864","5007","0","0","0","5014","50","0","0","2025","20"
"0","65001300","수줍은 눈사람","5001","65001301","5015","4","5019","53","5002","67108864","5004","67108864","5007","0","0","0","5014","50","0","0","2025","20"
"0","65001310","강화 건조 사료","5001","65001311","5007","0","5010","250","5014","100000001","5015","15","2071","400006","0","0","0","0","0","0","0","0"
"0","65001312","강화 건조 사료","5019","58","5023","1","4101","1000","4102","-200","4103","-100","0","0","0","0","0","0","0","0","0","0"
"0","65001320","강화 단백질 캡슐","5001","65001321","5007","0","5010","250","5014","100000001","5015","15","2071","400006","0","0","0","0","0","0","0","0"
"0","65001322","강화 단백질 캡슐","5019","58","5023","2","4102","1500","4103","-100","4101","-200","0","0","0","0","0","0","0","0","0","0"
"0","65001330","강화 놀이 기구","5001","65001331","5007","0","5010","250","5014","100000001","5015","15","2071","400006","0","0","0","0","0","0","0","0"
"0","65001332","강화 놀이 기구","5019","58","5023","3","4103","800","0","0","4102","-100","0","0","0","0","0","0","0","0","0","0"
"0","65001340","펫 염색 물약","5001","65001341","5007","0","5010","250","5014","100000001","5015","15","2071","400006","5019","93","0","0","0","0","0","0"
"0","65001350","펫 이름 변경권","5001","65001351","5007","0","5010","250","5014","100000001","5015","15","2071","400006","5019","92","0","0","0","0","0","0"
"0","65001360","엘가의 정령(파리스펫)알","5001","65001361","5015","4","5010","999","5019","52","5020","65001360","0","0","5007","0","2025","20","0","0","563","99"
"0","65001370","엘가의 정령(파리스펫)","5001","65001371","5015","4","5019","53","5002","67108864","5004","67108864","5014","50","1100","1009","2025","1","0","0","0","0"
"0","65001380","백호 알","5001","65001381","563","99","0","0","0","0","5010","999","5015","4","5019","52","0","0","2025","1","5020","65001380"
"0","65001390","백호","5001","65001391","5002","67108864","5004","67108864","0","0","5014","50","5015","4","5019","53","0","0","2025","1","1100","1008"
"0","65001397","백호","5001","65001391","5002","67108864","5004","67108864","0","0","5014","50","5015","4","5019","53","0","0","2025","1","1100","1000"
"0","65001400","수탉 알","5001","65001401","563","99","0","0","0","0","5010","999","5015","4","5019","52","0","0","2025","1","5020","65001400"
"0","65001410","수탉","5001","65001411","5002","67108864","5004","67108864","0","0","5014","50","5015","4","5019","53","0","0","2025","1","1100","1000"
"0","65001420","독수리 알","5001","65001421","563","99","0","0","0","0","5010","999","5015","4","5019","52","0","0","2025","1","5020","65001420"
"0","65001430","독수리","5001","65001431","5002","67108864","5004","67108864","0","0","5014","50","5015","4","5019","53","0","0","2025","1","1100","1000"
"0","65001440","불독 알","5001","65001441","563","99","0","0","0","0","5010","999","5015","4","5019","52","0","0","2025","1","5020","65001440"
"0","65001450","불독","5001","65001451","5002","67108864","5004","67108864","0","0","5014","50","5015","4","5019","53","0","0","2025","1","1100","1000"
"0","65002000","[전투펫] 푸얀","5001","65002001","5015","4","5019","53","2","600300","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","12"
"0","65002002","[전투펫] 푸얀 기본 머리","5001","65002004","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65002003","[전투펫] 푸얀 기본 몸통","5001","65002005","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65002010","[전투펫] 핑마오","5001","65002011","5015","4","5019","53","2","600400","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","12"
"0","65002012","[전투펫] 핑마오 기본 머리","5001","65002014","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65002013","[전투펫] 핑마오 기본 몸통","5001","65002015","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65002020","[전투펫] 레오","5001","65002021","5015","4","5019","53","2","600500","5002","67108864","5004","67108864","5014","50","5007","0","5015","4","1100","12"
"0","65002022","[전투펫] 레오 기본 머리","5001","65002024","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","2097152","0","0","0","0"
"0","65002023","[전투펫] 레오 기본 몸통","5001","65002025","5007","0","5010","250","5014","80","5015","15","2071","420000","2022","514","5002","4194304","0","0","0","0"
"0","65002030","[전투펫] 푸얀 기본 얼굴","5001","65002031","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65002040","[전투펫] 핑마오 기본 얼굴","5001","65002041","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65002050","[전투펫] 레오 기본 얼굴","5001","65002051","5019","28","5020","2","5023","20001107","5015","4","5010","1","5002","4","5016","1","0","0","0","0"
"0","65002060","[전투펫] 활력 드링크","5001","65002061","112","1","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","6","5024","100","2012","10000"
"0","65002070","[전투펫] 펫 MP 영생의 물약 (소)","5001","65002071","5019","13","5025","2","5007","0","5010","1","5020","2","5014","1000","5015","15","112","1","2012","10000"
"0","65002080","[전투펫] 펫 MP 영생의 물약 (중)","5001","65002081","5019","13","5025","2","5007","0","5010","1","5020","2","5014","2000","5015","15","112","1","2012","10000"
"0","65002090","[전투펫] 펫 MP 영생의 물약 (대)","5001","65002091","5019","13","5025","2","5007","0","5010","1","5020","2","5014","3000","5015","15","112","1","2012","10000"
"0","65002100","[전투펫] 펫 MP 영생의 물약 (특대)","5001","65002101","5019","13","5025","2","5007","0","5010","1","5020","2","5014","4000","5015","15","112","1","2012","10000"
"0","65002110","[전투펫] 펫 고급사료","5001","65002111","5015","4","5010","999","5019","58","5020","0","5023","1","5007","0","5024","2","0","0","0","0"
"0","65002117","[전투펫] 펫 사료 (30일) - 퀘스트","5001","65002117","5015","2","5010","999","5019","58","5020","30","5023","1","5007","0","5024","2","0","0","0","0"
"0","65002120","[전투펫] 펫 고급사료 (1일)","5001","65002121","5015","4","5010","999","5019","58","5020","1","5023","1","5007","0","5024","2","0","0","0","0"
"0","65002130","[전투펫] 펫 고급사료 (10일)","5001","65002131","5015","4","5010","999","5019","58","5020","10","5023","1","5007","0","5024","2","0","0","0","0"
"0","65002140","[전투펫] 펫 고급사료 (30일)","5001","65002141","5015","4","5010","999","5019","58","5020","30","5023","1","5007","0","5024","2","0","0","0","0"
"0","65002150","[전투펫] 프레쉬 드링크 5%(1일)","5001","65002153","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","1","5024","5","0","0"
"0","65002151","[전투펫] 프레쉬 드링크 5%(10일)","5001","65002154","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","10","5024","5","0","0"
"0","65002152","[전투펫] 프레쉬 드링크 5%(30일)","5001","65002155","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","30","5024","5","0","0"
"0","65002160","[전투펫] 프레쉬 드링크 10%(1일)","5001","65002163","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","1","5024","10","0","0"
"0","65002161","[전투펫] 프레쉬 드링크 10%(10일)","5001","65002164","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","10","5024","10","0","0"
"0","65002162","[전투펫] 프레쉬 드링크 10%(30일)","5001","65002165","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","30","5024","10","0","0"
"0","65002170","[전투펫] 프레쉬 드링크 20%(1일)","5001","65002173","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","1","5024","20","0","0"
"0","65002171","[전투펫] 프레쉬 드링크 20%(10일)","5001","65002174","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","10","5024","20","0","0"
"0","65002172","[전투펫] 프레쉬 드링크 20%(30일)","5001","65002175","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5023","2","5020","30","5024","20","0","0"
"0","65002180","[전투펫] 생력 드링크 5%(1일)","5001","65002183","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","1","5023","3","5024","5","0","0"
"0","65002181","[전투펫] 생력 드링크 5%(10일)","5001","65002184","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","10","5023","3","5024","5","0","0"
"0","65002182","[전투펫] 생력 드링크 5%(30일)","5001","65002185","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","30","5023","3","5024","5","0","0"
"0","65002190","[전투펫] 생력 드링크 10%(1일)","5001","65002193","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","1","5023","3","5024","10","0","0"
"0","65002191","[전투펫] 생력 드링크 10%(10일)","5001","65002194","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","10","5023","3","5024","10","0","0"
"0","65002192","[전투펫] 생력 드링크 10%(30일)","5001","65002195","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","30","5023","3","5024","10","0","0"
"0","65002200","[전투펫] 생력 드링크 20%(1일)","5001","65002203","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","1","5023","3","5024","20","0","0"
"0","65002201","[전투펫] 생력 드링크 20%(10일)","5001","65002204","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","10","5023","3","5024","20","0","0"
"0","65002202","[전투펫] 생력 드링크 20%(30일)","5001","65002205","5010","250","5014","100000001","5015","15","2071","400006","5019","58","5020","30","5023","3","5024","20","0","0"
"0","65002210","[전투펫] 행운의 목걸이","5001","65002211","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002211","[전투펫] 행운의 목걸이","7221","2","7231","2","7331","2","7341","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002219","[전투펫] 장비 저주,봉인 불가 어빌","6311","2","6312","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002220","[전투펫] 하트 목걸이","5001","65002221","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002221","[전투펫] 하트 목걸이","7221","6","7231","5","7331","6","7341","5","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002230","[전투펫] 루비 목걸이","5001","65002231","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002231","[전투펫] 루비 목걸이","7221","19","7231","13","7331","19","7341","13","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002240","[전투펫] 자수정 목걸이","5001","65002241","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002241","[전투펫] 자수정 목걸이","7221","32","7231","22","7331","32","7341","22","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002250","[전투펫] 다이아몬드 목걸이","5001","65002251","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002251","[전투펫] 다이아몬드 목걸이","7221","58","7231","40","7331","58","7341","40","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002260","[전투펫] 진주 목걸이","5001","65002261","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","256","4051","500","5019","82"
"0","65002261","[전투펫] 진주 목걸이","7221","89","7231","62","7331","89","7341","62","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002270","[전투펫] 변화의 수정","5001","65002271","5007","0","5010","250","5014","100000001","5015","2","2071","400006","5019","73","5020","1","5023","1","0","0"
"0","65002280","[전투펫] 진화의 수정","5001","65002281","5007","0","5010","250","5014","100000001","5015","2","2071","400006","5019","73","5020","2","5023","1","0","0"
"0","65002290","[전투펫] 푸얀 킹 상의","5001","65002291","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","300","5019","82"
"0","65002300","[전투펫] 푸얀 얼룩말 상의","5001","65002301","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","500","5019","82"
"0","65002310","[전투펫] 핑마오 골드 쫄쫄이 상의","5001","65002311","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","300","5019","82"
"0","65002320","[전투펫] 핑마오 노란색검은줄무니 쫄쫄이 상의","5001","65002321","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","500","5019","82"
"0","65002330","[전투펫] 레오 붉은빛깔 실크망토 상의","5001","65002331","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","300","5019","82"
"0","65002340","[전투펫] 레오 카키색상 흰색라인 상의","5001","65002341","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","16777216","4060","500","5019","82"
"0","65002350","[전투펫] 푸얀 킹 모자","5001","65002351","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65002360","[전투펫] 푸얀 해적 모자","5001","65002361","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","-1500","5019","82"
"0","65002370","[전투펫] 핑마오 파라오 모자","5001","65002371","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65002380","[전투펫] 핑마오 비행사 모자","5001","65002381","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","-1500","5019","82"
"0","65002390","[전투펫] 레오 왕관","5001","65002391","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7022","1000","5019","82"
"0","65002400","[전투펫] 레오 뿔 모자","5001","65002401","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","8388608","7032","-1500","5019","82"
"0","65002410","[전투펫] 푸얀 킹 깃발","5001","65002411","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","11001","5000","5019","82"
"0","65002420","[전투펫] 푸얀 가죽 단검","5001","65002421","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4061","500","5019","82"
"0","65002430","[전투펫] 팡마오 모자이크 깃발","5001","65002431","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","11001","5000","5019","82"
"0","65002440","[전투펫] 팡마오 가죽 백","5001","65002441","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4061","500","5019","82"
"0","65002450","[전투펫] 레오 푸른에메랄드 지팡이","5001","65002451","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","11001","5000","5019","82"
"0","65002460","[전투펫] 레오 붉은흰색 방패","5001","65002461","5007","0","5010","250","5014","80","5015","15","2071","400003","2022","514","5002","1048576","4061","500","5019","82"
"0","65002470","[전투펫] 철광석 이빨","5001","65002471","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002471","[전투펫] 철광석 이빨","7221","7","7231","5","7331","7","7341","5","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002480","[전투펫] 동광석 이빨","5001","65002481","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002481","[전투펫] 동광석 이빨","7221","13","7231","11","7331","13","7341","11","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002490","[전투펫] 은광석 이빨","5001","65002491","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002491","[전투펫] 은광석 이빨","7221","21","7231","17","7331","21","7341","17","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002500","[전투펫] 금광석 이빨","5001","65002501","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002501","[전투펫] 금광석 이빨","7221","30","7231","25","7331","30","7341","25","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002510","[전투펫] 철광석 발톱","5001","65002511","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002511","[전투펫] 철광석 발톱","7221","72","7231","50","7331","72","7341","50","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002520","[전투펫] 철광석 황금발톱","5001","65002521","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002521","[전투펫] 철광석 황금발톱","7221","98","7231","68","7331","98","7341","68","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002530","[전투펫] 동광석 수정발톱","5001","65002531","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002531","[전투펫] 동광석 수정발톱","7221","128","7231","89","7331","128","7341","89","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002540","[전투펫] 금광석 발톱","5001","65002541","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002541","[전투펫] 금광석 발톱","7221","164","7231","114","7331","164","7341","114","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002550","[전투펫] 오리하르콘 황금발톱","5001","65002551","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002551","[전투펫] 오리하르콘 황금발톱","7221","223","7231","156","7331","223","7341","156","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002560","[전투펫] 아다만타이트 발톱","5001","65002561","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002561","[전투펫] 아다만타이트 발톱","7221","291","7231","203","7331","291","7341","203","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002570","[전투펫] 단단한 순은투구","5001","65002571","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002571","[전투펫] 단단한 순은투구","7221","366","7231","256","7331","366","7341","256","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002580","[전투펫] 단단한 황금투구","5001","65002581","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002581","[전투펫] 단단한 황금투구","7221","445","7231","312","7331","445","7341","312","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002590","[전투펫] 뿔장식 순은투구","5001","65002591","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002591","[전투펫] 뿔장식 순은투구","7221","530","7231","371","7331","530","7341","371","0","0","0","0","0","0","0","0","0","0","0","0"
"0","65002600","[전투펫] 뿔장식 황금투구","5001","65002601","5007","0","5010","250","5014","80","5015","15","2071","400002","2022","514","5002","64","4051","500","5019","82"
"0","65002601","[전투펫] 뿔장식 황금투구","7221","0","7231","0","7331","0","7341","0","0","0","0","0","0","0","0","0","0","0","0","0"
