f_NationCodeStr,No,Memo,Count01,Count02,Count03,Count04,Count05,Count06,Count07,Count08,Count09,Count10,Total_Count
0,4201,[궤짝그룹확률] 금 궤짝 LV.4,0,0,0,0,0,0,0,0,0,0,0
0,4210,선물상자 1-21,1,1,1,1,1,1,1,1,1,0,0
0,4211,[궤짝그룹확률] 최고급 나무 궤짝 51~60레벨,0,0,0,0,0,0,0,0,0,0,0
0,4220,선물상자 1-22,1,1,1,1,1,1,1,1,1,0,0
0,4221,[궤짝그룹확률] 청동 궤짝 LV.5,0,0,0,0,0,0,0,0,0,0,0
0,4230,선물상자 1-23,1,1,1,1,1,1,1,1,1,0,0
0,4231,[궤짝그룹확률] 구리 궤짝 LV.5,0,0,0,0,0,0,0,0,0,0,0
0,4240,선물상자 1-24,1,1,1,1,1,1,1,1,1,0,0
0,4241,[궤짝그룹확률] 은 궤짝 LV.5,0,0,0,0,0,0,0,0,0,0,0
0,4250,선물상자 1-25,1,1,1,1,1,1,1,1,1,0,0
0,4251,[궤짝그룹확률] 금 궤짝 LV.5,0,0,0,0,0,0,0,0,0,0,0
0,4260,"[궤짝그룹확률] 나무 궤짝 LV.6 [63~74,100]",0,0,0,0,0,0,0,0,0,0,0
0,4270,"[궤짝그룹확률] 청동 궤짝 LV.6 [63~74,300]",0,0,0,0,0,0,0,0,0,0,0
0,4280,"[궤짝그룹확률] 구리 궤짝 LV.6 [63~74,500]",0,0,0,0,0,0,0,0,0,0,0
0,4290,"[궤짝그룹확률] 은 궤짝 LV.6 [63~74,700]",0,0,0,0,0,0,0,0,0,0,0
0,4300,"[궤짝그룹확률] 금 궤짝 LV.6 [63~74,1000]",0,0,0,0,0,0,0,0,0,0,0
0,10001,미션 결과창 보상 S 확률 ★,1,1,1,1,1,1,1,0,0,0,0
0,10002,미션 결과창 보상 A 확률 ★,1,1,1,1,1,1,0,0,0,0,0
0,10003,미션 결과창 보상 B 확률 ★,1,1,1,1,1,0,0,0,0,0,0
0,10004,미션 결과창 보상 C 확률 ★,1,1,1,1,0,0,0,0,0,0,0
0,10005,미션 결과창 보상 D 확률 ★,1,1,1,0,0,0,0,0,0,0,0
0,10006,미션 결과창 보상 E 확률 ★,1,0,0,0,0,0,0,0,0,0,0
0,10007,미션 결과창 보상 F 확률 ★,1,0,0,0,0,0,0,0,0,0,0
0,10011,미션 결과창 보상 S 확률 ★★,1,1,1,1,1,1,1,0,0,0,0
0,10012,미션 결과창 보상 A 확률 ★★,1,1,1,1,1,1,0,0,0,0,0
0,10013,미션 결과창 보상 B 확률 ★★,1,1,1,1,1,0,0,0,0,0,0
0,10014,미션 결과창 보상 C 확률 ★★,1,1,1,1,0,0,0,0,0,0,0
0,10015,미션 결과창 보상 D 확률 ★★,1,1,1,0,0,0,0,0,0,0,0
0,10016,미션 결과창 보상 E 확률 ★★,1,0,0,0,0,0,0,0,0,0,0
0,10017,미션 결과창 보상 F 확률 ★★,1,0,0,0,0,0,0,0,0,0,0
0,10021,미션 결과창 보상 S 확률 ★★★,1,1,1,1,1,1,1,0,0,0,0
0,10022,미션 결과창 보상 A 확률 ★★★,1,1,1,1,1,1,0,0,0,0,0
0,10023,미션 결과창 보상 B 확률 ★★★,1,1,1,1,1,0,0,0,0,0,0
0,10024,미션 결과창 보상 C 확률 ★★★,1,1,1,1,0,0,0,0,0,0,0
0,10025,미션 결과창 보상 D 확률 ★★★,1,1,1,0,0,0,0,0,0,0,0
0,10026,미션 결과창 보상 E 확률 ★★★,1,0,0,0,0,0,0,0,0,0,0
0,10027,미션 결과창 보상 F 확률 ★★★,1,0,0,0,0,0,0,0,0,0,0
0,10031,미션 결과창 보상 S 확률 ★★★★,1,1,1,1,1,1,1,0,0,0,0
0,10032,미션 결과창 보상 A 확률 ★★★★,1,1,1,1,1,1,0,0,0,0,0
0,10033,미션 결과창 보상 B 확률 ★★★★,1,1,1,1,1,0,0,0,0,0,0
0,10034,미션 결과창 보상 C 확률 ★★★★,1,1,1,1,0,0,0,0,0,0,0
0,10035,미션 결과창 보상 D 확률 ★★★★,1,1,1,0,0,0,0,0,0,0,0
0,10036,미션 결과창 보상 E 확률 ★★★★,1,0,0,0,0,0,0,0,0,0,0
0,10037,미션 결과창 보상 F 확률 ★★★★,1,0,0,0,0,0,0,0,0,0,0
0,19001,카오스 미션 결과창 보상 S 확률,1,1,1,1,1,1,0,0,0,0,0
0,19002,카오스 미션 결과창 보상 A 확률,1,1,1,1,1,0,0,0,0,0,0
0,19003,카오스 미션 결과창 보상 B 확률,1,1,1,1,0,0,0,0,0,0,0
0,19004,카오스 미션 결과창 보상 C 확률,1,1,1,0,0,0,0,0,0,0,0
0,19005,카오스 미션 결과창 보상 D 확률,1,0,0,0,0,0,0,0,0,0,0
0,19006,카오스 미션 결과창 보상 E 확률,1,0,0,0,0,0,0,0,0,0,0
0,19007,카오스 미션 결과창 보상 F 확률,1,0,0,0,0,0,0,0,0,0,0
0,61010,도움이 되는 선물 상자 [중국],10,10,2,1,0,0,0,0,0,0,0
0,61011,도움이 되는 선물 상자 [대만],10,10,1,1,0,0,0,0,0,0,0
0,61012,도움이 되는 선물 상자 [싱가폴],3,1,0,0,0,0,0,0,0,0,0
0,61013,도움이 되는 선물 상자 [유럽],20,20,2,1,0,0,0,0,0,0,0
0,61014,도움이 되는 선물 상자 [태국+러시아],3,1,0,0,0,0,0,0,0,0,0
0,61015,도움이 되는 선물 상자 [일본],10,10,1,1,0,0,0,0,0,0,0
0,61016,도움이 되는 선물 상자 [한국],10,10,3,1,0,0,0,0,0,0,0
0,61020,흥미로운 선물 상자 [중국],2,2,5,1,1,0,0,0,0,0,0
0,61021,흥미로운 선물 상자 [대만],20,20,1,1,1,0,0,0,0,0,0
0,61022,흥미로운 선물 상자 [싱가폴],1,1,1,0,0,0,0,0,0,0,0
0,61023,흥미로운 선물 상자 [유럽],2,5,2,1,10,0,0,0,0,0,0
0,61024,흥미로운 선물 상자 [태국+러시아],1,1,1,0,0,0,0,0,0,0,0
0,61025,흥미로운 선물 상자 [일본],20,20,1,1,1,0,0,0,0,0,0
0,61026,흥미로운 선물 상자 [한국],20,20,10,3,1,0,0,0,0,0,0
0,61030,유용한 선물 상자 [중국],1,1,1,1,2,0,0,0,0,0,0
0,61031,유용한 선물 상자 [대만],20,20,1,1,2,0,0,0,0,0,0
0,61032,유용한 선물 상자 [싱가폴],1,3,1,0,0,0,0,0,0,0,0
0,61033,유용한 선물 상자 [유럽],3,1,1,1,20,0,0,0,0,0,0
0,61034,유용한 선물 상자 [태국+러시아],1,3,1,0,0,0,0,0,0,0,0
0,61035,유용한 선물 상자 [일본],20,20,1,1,2,0,0,0,0,0,0
0,61036,유용한 선물 상자 [한국],200,200,5,3,3,1,0,0,0,0,0
0,61040,값어치 있는 선물 상자 [중국],20,4,1,1,4,0,0,0,0,0,0
0,61041,값어치 있는 선물 상자 [대만],2,1,0,1,3,0,0,0,0,0,0
0,61042,값어치 있는 선물 상자 [싱가폴],2,1,1,0,0,0,0,0,0,0,0
0,61043,값어치 있는 선물 상자 [유럽],5,4,20,1,1,40,0,0,0,0,0
0,61044,값어치 있는 선물 상자 [태국+러시아],2,1,1,0,0,0,0,0,0,0,0
0,61045,값어치 있는 선물 상자 [일본],2,1,0,1,3,0,0,0,0,0,0
0,61046,값어치 있는 선물 상자 [한국],10,20,3,3,1,0,0,0,0,0,0
0,61050,돈이 되는 선물 상자 [중국],1,1,2,5,8,0,0,0,0,0,0
0,61051,돈이 되는 선물 상자 [대만],2,1,0,0,5,0,0,0,0,0,0
0,61052,돈이 되는 선물 상자 [싱가폴],3,2,1,1,0,0,0,0,0,0,0
0,61053,돈이 되는 선물 상자 [유럽],15,5,80,0,0,2,1,1,1,0,0
0,61054,돈이 되는 선물 상자 [태국+러시아],3,2,1,1,0,0,0,0,0,0,0
0,61055,돈이 되는 선물 상자 [일본],2,1,0,0,5,0,0,0,0,0,0
0,61056,돈이 되는 선물 상자 [한국],3,1,5,10,10,1,3,1,0,0,0
0,61060,작은 홍보,1,1,1,1,0,0,0,0,0,0,0
0,61066,편리한 선물 상자 [한국],1,1,1,2,0,0,0,0,0,0,0
0,61067,돈이 되는 선물 상자 [일본]_용족,2,0,0,0,2,0,0,0,0,0,0
0,61070,큰 홍보,1,1,0,0,0,0,0,0,0,0,0
2,62016,도움이 되는 선물 상자 [50901010-중국],10,10,3,1,0,0,0,0,0,0,0
2,62026,도움이 되는 선물 상자 [50901020-중국],20,20,3,1,0,0,0,0,0,0,0
2,62036,도움이 되는 선물 상자 [50901030-중국],200,200,1,3,1,0,0,0,0,0,0
2,62046,도움이 되는 선물 상자 [50901040-중국],2,1,1,1,0,0,0,0,0,0,0
2,62056,도움이 되는 선물 상자 [50901050-중국],1,5,1,1,1,0,0,0,0,0,0
2,62066,도움이 되는 선물 상자 [50901750-중국],1,10,10,3,0,0,0,0,0,0,0
0,71010,중국 OB 이벤트-2월6일,1,1,0,1,0,0,0,0,0,0,0
0,71020,중국 OB 이벤트-2월6일-정예,1,1,0,0,0,0,0,0,0,0,0
0,71030,중국 OB 이벤트-2월6일,1,1,1,1,0,0,0,0,0,0,0
0,71040,중국 OB 이벤트-2월6일,1,1,1,1,0,0,0,0,0,0,0
0,71050,중국 OB 이벤트-2월6일-홍보주머니(소),1,0,0,0,0,0,0,0,0,0,0
0,71060,중국 OB 이벤트-2월6일-홍보주머니(대),1,0,0,0,0,0,0,0,0,0,0
0,80000,[가다코인]바이탈 캡슐 200 in,3,0,0,0,0,0,0,0,0,0,0
0,80001,[가다코인샵]순간이동카드,4,0,0,0,0,0,0,0,0,0,0
0,80002,[가다코인샵]일반확성기,2,0,0,0,0,0,0,0,0,0,0
0,80003,[가다코인샵]거상증명서+1,1,0,0,0,0,0,0,0,0,0,0
0,80004,[가다코인샵]경험치증가포션,5,0,0,0,0,0,0,0,0,0,0
0,80005,[가다코인샵]골드증가포션,5,0,0,0,0,0,0,0,0,0,0
0,80006,[가다코인샵]초목이모자,20,0,0,0,0,0,0,0,0,0,0
0,80007,[가다코인샵]초목이나무 의자,50,0,0,0,0,0,0,0,0,0,0
0,80008,[가다코인]HP 영생의 물약(소),100,0,0,0,0,0,0,0,0,0,0
0,80009,[가다코인]MP 영생의 물약(소),100,0,0,0,0,0,0,0,0,0,0
0,80102,[가다코인]멘탈 캡슐 100 out,1,0,0,0,0,0,0,0,0,0,0
0,80103,[가다코인]멘탈 캡슐 200 out,1,0,0,0,0,0,0,0,0,0,0
0,80104,[가다코인]이모탈 캡슐 20 out,1,0,0,0,0,0,0,0,0,0,0
0,80105,[가다코인]이모탈 캡슐 50 out,1,0,0,0,0,0,0,0,0,0,0
0,80106,[가다코인]소울 캡슐 20 out,1,0,0,0,0,0,0,0,0,0,0
0,80107,[가다코인]소울 캡슐 50 out,1,0,0,0,0,0,0,0,0,0,0
0,80108,[가다코인]이벤트 크라제버거in,1,0,0,0,0,0,0,0,0,0,0
0,81001,배신자의 고개 카오스 스크롤,5,0,0,0,0,0,0,0,0,0,0
0,81002,망각의 협곡 카오스 스크롤,7,0,0,0,0,0,0,0,0,0,0
0,81003,수염고래 해안가 카오스 스크롤,10,0,0,0,0,0,0,0,0,0,0
0,81004,앵무조개 선착장 카오스 스크롤,12,0,0,0,0,0,0,0,0,0,0
0,81005,용사의 계곡 카오스 스크롤,15,0,0,0,0,0,0,0,0,0,0
0,81006,위험한 동굴 카오스 스크롤,20,0,0,0,0,0,0,0,0,0,0
0,81007,악마의 숨결 카오스 스크롤,25,0,0,0,0,0,0,0,0,0,0
0,81008,이글거리는 늪지대 카오스 스크롤,30,0,0,0,0,0,0,0,0,0,0
0,81009,큰 나무지대 카오스 스크롤,30,0,0,0,0,0,0,0,0,0,0
0,81010,신들의 안식처 카오스 스크롤,35,0,0,0,0,0,0,0,0,0,0
0,81011,잊혀진 마을 카오스 스크롤,35,0,0,0,0,0,0,0,0,0,0
0,81012,잠자는 마을 카오스 스크롤,40,0,0,0,0,0,0,0,0,0,0
0,81013,유혹의 설원 카오스 스크롤,40,0,0,0,0,0,0,0,0,0,0
0,81014,얼음 협곡 카오스 스크롤,45,0,0,0,0,0,0,0,0,0,0
0,81015,대미궁 1층 카오스 스크롤,50,0,0,0,0,0,0,0,0,0,0
0,81016,대미궁 2층 카오스 스크롤,50,0,0,0,0,0,0,0,0,0,0
0,81017,대미궁 3층 카오스 스크롤,50,0,0,0,0,0,0,0,0,0,0
0,81018,시공간의 방패,20,0,0,0,0,0,0,0,0,0,0
0,81019,용자의 길 카오스 스크롤,3,0,0,0,0,0,0,0,0,0,0
0,81020,숙련된 용자의 길 카오스 스크롤,4,0,0,0,0,0,0,0,0,0,0
0,84001,아이템 하나,1,0,0,0,0,0,0,0,0,0,0
0,84002,제조용 아템 20개,20,0,0,0,0,0,0,0,0,0,0
0,84003,아이템5개,5,0,0,0,0,0,0,0,0,0,0
0,85002,제조_아이템들 모아 제조.,2,2,2,2,2,0,0,0,0,0,0
0,85003,제조아웃풋_분해1,2,2,3,0,0,0,0,0,0,0,0
0,88429,본 흑룡왕의 어깨 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88430,본 흑룡왕의 상의 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88431,본 흑룡왕의 하의 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88432,본 흑룡왕의 장갑 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88433,본 흑룡왕의 신발 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88434,본 흑룡왕의 투구 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88435,본 흑룡왕의 어깨 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88436,본 흑룡왕의 상의 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88437,본 흑룡왕의 하의 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88438,본 흑룡왕의 장갑 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88439,본 흑룡왕의 신발 (소환사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88440,본 흑룡왕의 투구 (용기사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88441,본 흑룡왕의 어깨 (용기사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88442,본 흑룡왕의 상의 (용기사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88443,본 흑룡왕의 하의 (용기사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88444,본 흑룡왕의 장갑 (용기사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88445,본 흑룡왕의 신발 (용기사) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88446,본 흑룡왕의 투구 (파괴자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88447,본 흑룡왕의 어깨 (파괴자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88448,본 흑룡왕의 상의 (파괴자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88449,본 흑룡왕의 하의 (파괴자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88450,본 흑룡왕의 장갑 (파괴자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88451,본 흑룡왕의 신발 (파괴자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88452,본 흑룡왕의 투구 (아크메이지) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88453,본 흑룡왕의 어깨 (아크메이지) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88454,본 흑룡왕의 상의 (아크메이지) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88455,본 흑룡왕의 하의 (아크메이지) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88456,본 흑룡왕의 장갑 (아크메이지) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88457,본 흑룡왕의 신발 (아크메이지) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88458,본 흑룡왕의 투구 (워로드) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88459,본 흑룡왕의 어깨 (워로드) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88460,본 흑룡왕의 상의 (워로드) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88461,본 흑룡왕의 하의 (워로드) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88462,본 흑룡왕의 장갑 (워로드) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88463,본 흑룡왕의 신발 (워로드) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88464,본 흑룡왕의 투구 (수호자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88465,본 흑룡왕의 어깨 (수호자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88466,본 흑룡왕의 상의 (수호자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88467,본 흑룡왕의 하의 (수호자) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88468,본 흑룡왕의 장갑 (수호자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88469,본 흑룡왕의 신발 (수호자) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88470,본 흑룡왕의 투구 (스트라이커) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88472,본 흑룡왕의 어깨 (스트라이커) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88473,본 흑룡왕의 상의 (스트라이커) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88474,본 흑룡왕의 하의 (스트라이커) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88475,본 흑룡왕의 장갑 (스트라이커) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88476,본 흑룡왕의 신발 (스트라이커) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88477,본 흑룡왕의 투구 (매니악) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88478,본 흑룡왕의 어깨 (매니악) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88479,본 흑룡왕의 상의 (매니악) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88480,본 흑룡왕의 하의 (매니악) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88481,본 흑룡왕의 장갑 (매니악) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88482,본 흑룡왕의 신발 (매니악) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88483,본 흑룡왕의 투구 (쉐도우) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88484,본 흑룡왕의 어깨 (쉐도우) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88485,본 흑룡왕의 상의 (쉐도우) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88486,본 흑룡왕의 하의 (쉐도우) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88487,본 흑룡왕의 장갑 (쉐도우) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88488,본 흑룡왕의 신발 (쉐도우) 제조서(필요),1,10,20,200,0,0,0,0,0,0,0
0,88489,본 흑룡왕의 투구 (소환사) 제조서(필요),1,15,60,200,0,0,0,0,0,0,0
0,88490,본 흑룡왕의 무기 (쉐도우) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88491,본 흑룡왕의 무기 (메니악) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88492,본 흑룡왕의 무기 (용기사) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88493,본 흑룡왕의 무기 (파괴자) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88494,본 흑룡왕의 무기 (아크메이지) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88495,본 흑룡왕의 무기 (워로드) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88496,본 흑룡왕의 무기 (수호자) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88497,본 흑룡왕의 무기 (스트라이커) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88498,본 흑룡왕의 무기 (격투가) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88499,본 흑룡왕의 무기 (소환사) 제조서(필요),1,1,20,20,20,10,10,10,100,0,0
0,88720,[망자의탑] 다크 소울 무기 제조서(필요) 건스테프,1,15,15,10,10,0,0,0,0,0,0
0,88730,[망자의탑] 다크 소울 무기 제조서(필요) 건틀렛,1,15,15,10,10,0,0,0,0,0,0
0,99997,제련 아이템 2,1,1,1,1,0,0,0,0,0,0,0
0,99998,제련 아이템 1,1,1,1,1,0,0,0,0,0,0,0
0,99999,샤이닝 스톤 최대 드랍숫자,1,1,1,1,1,0,0,0,0,0,0
0,100000,강화 가루 세트 ★★,1,1,0,0,0,0,0,0,0,0,0
0,100001,악마의 영혼석,1,0,0,0,0,0,0,0,0,0,0
0,100002,쿵카 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,100003,"후커,알비다 히든 스크롤",1,1,1,0,0,0,0,0,0,0,0
0,100004,로드 오브 나이트 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,100005,아투 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,100006,벨라 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,100007,부보 부보 히든 스크롤,1,1,1,0,0,0,0,0,0,0,0
0,100008,아르카 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,100009,가이던 - 키마트 - 안타라스 히든 스크롤,1,1,1,0,0,0,0,0,0,0,0
0,100010,강화 가루 세트,1,1,0,0,0,0,0,0,0,0,0
0,100011,쌍카 히든 스크롤,1,1,0,0,0,0,0,0,0,0,0
0,190010,베가본드 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190020,베가스 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190030,쌍카 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190040,쿵카 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190050,후커 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190060,알비다 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190070,데스마스터 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190080,아투 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190090,로커 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190100,벨라 고유 아이템,0,0,0,0,0,0,0,0,0,0,0
0,190101," 수염고래 해안가,하급포션세트1+하급포션1,보너스[회복아이템] 맵 1번",1,1,1,0,0,0,0,0,0,0,0
0,190102," 미리내 신전,중급포션세트1+상급포션1,보너스[회복아이템] 맵 1번",1,1,1,0,0,0,0,0,0,0,0
