IDX,f_NationCodeStr,MapNo,MapKey,Attribute,Memo,NameNo,XmlPath,ZoneCX,ZoneCY,ZoneCZ,Continent,HometownNo,Hidden_Index,Abil01,Abil02,Abil03,Abil04,Abil05,Recommend_Level,Recommend_Party,Group_TXT,LevelLimit_Min,LevelLimit_Max,DESCRIPTION_TEXT,PartyBreakIn,PartyBreakIn_Item,PartyBreakIn_CashItem
12014,0,9010336,0,5,[03]숙련된 용자의 길 6 [F1],9010330,World/01_Ingrid/01_Level/010336_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,3,0,503560,0,0,0,1,0,0
12017,0,9010339,0,5,[03]숙련된 용자의 길 난폭한 베가스 정예 [F1],9010339,World/01_Ingrid/01_Level/010339_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,3,0,503560,0,0,0,0,0,0
11002,0,9010400,22,0,[07]배신자의 고개 [대필드],9010400,World/01_Ingrid/01_Level/010400_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12018,0,9010401,0,5,[07]배신자고개 1 [F1],9010400,World/01_Ingrid/01_Level/010401_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12019,0,9010402,0,5,[07]배신자고개 2 [F1],9010400,World/01_Ingrid/01_Level/010402_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12020,0,9010403,0,5,[07]배신자고개 3 [F1],9010400,World/01_Ingrid/01_Level/010403_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12021,0,9010404,0,5,[07]배신자고개 4 [F1],9010400,World/01_Ingrid/01_Level/010404_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12022,0,9010405,0,5,[07]배신자고개 5 [F1],9010400,World/01_Ingrid/01_Level/010405_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12023,0,9010406,0,5,[07]배신자고개 6 [F1],9010400,World/01_Ingrid/01_Level/010406_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,1,0,0
12026,0,9010409,0,5,[07]배신자고개 큰 도끼형제 쌍카 정예 [F1],9010409,World/01_Ingrid/01_Level/010409_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,7,0,501265,0,0,0,0,0,0
11003,0,9010410,23,0,[8]칼바람 언덕 [대필드],9010410,World/01_Ingrid/01_Level/010410_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,8,0,515170,0,0,0,1,0,0
11004,0,9010420,24,0,[16]통곡의 고개 [대필드],9010420,World/01_Ingrid/01_Level/010420_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,16,0,509878,0,0,0,1,0,0
11005,0,9010430,25,0,[16]망각의 협곡[대필드],9010430,World/01_Ingrid/01_Level/010430_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12027,0,9010431,0,5,[16]망각의 협곡 1 [F1],9010430,World/01_Ingrid/01_Level/010431_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12028,0,9010432,0,5,[16]망각의 협곡 2 [F1],9010430,World/01_Ingrid/01_Level/010432_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12029,0,9010433,0,5,[16]망각의 협곡 3 [F1],9010430,World/01_Ingrid/01_Level/010433_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12030,0,9010434,0,5,[16]망각의 협곡 4 [F1],9010430,World/01_Ingrid/01_Level/010434_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12031,0,9010435,0,5,[16]망각의 협곡 5 [F1],9010430,World/01_Ingrid/01_Level/010435_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12032,0,9010436,0,5,[16]망각의 협곡 6 [F1],9010430,World/01_Ingrid/01_Level/010436_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,1,0,0
12035,0,9010439,0,5,[16]망각의 협곡 큰 도끼형제 쿵카 정예 [F1],9010439,World/01_Ingrid/01_Level/010439_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,14,0,509202,0,0,0,0,0,0
32000,0,9010450,170,9,[15]늑대 소굴 [던전],9010450,World/95_Dungeon/01_Level/010450_DG.xml,600,600,6000,1,0,0,0,0,0,0,0,13,3,510120,0,100,90104500,1,0,0
32001,0,9010460,171,9,[20]늑대 소굴 [던전],9010460,World/95_Dungeon/01_Level/010460_DG.xml,600,600,6000,1,0,0,9010460,0,0,0,0,19,4,510120,0,100,90104600,1,0,0
32002,0,9010502,172,1,[19]시청 지하수로 [던전],9010502,World/95_Dungeon/01_Level/010502_DG.xml,500,500,500,1,0,0,0,0,0,0,0,19,4,515476,0,100,90105020,1,0,0
32003,0,9010503,173,9,[24]파렐박사 연구실 [던전],9010503,World/99_Boss/01_Level/010503_DG.xml,500,500,3000,1,0,0,0,0,0,0,0,19,4,515476,0,0,90105020,0,0,0
11017,0,9010600,37,0,[35]위험한 동굴 [대필드],9010600,World/01_Ingrid/01_Level/010600_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12081,0,9010601,0,5,[35]위험한 동굴 1 [F1],9010600,World/01_Ingrid/01_Level/010601_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12082,0,9010602,0,5,[35]위험한 동굴 2 [F1],9010600,World/01_Ingrid/01_Level/010602_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12083,0,9010603,0,5,[35]위험한 동굴 3 [F1],9010600,World/01_Ingrid/01_Level/010603_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12084,0,9010604,0,5,[35]위험한 동굴 4 [F1],9010600,World/01_Ingrid/01_Level/010604_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12085,0,9010605,0,5,[35]위험한 동굴 5 [F1],9010600,World/01_Ingrid/01_Level/010605_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12086,0,9010606,0,5,[35]위험한 동굴 6 [F1],9010600,World/01_Ingrid/01_Level/010606_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,1,0,0
12089,0,9010609,0,5,[35]위험한 동굴 맘모두더지 아투 정예 [F1],9010609,World/01_Ingrid/01_Level/010609_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
11018,0,9010610,38,0,[35]지하수로 [대필드],9010610,World/01_Ingrid/01_Level/010610_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,35,0,510104,0,0,0,1,0,0
11019,0,9010620,39,0,[35]채굴지대 [대필드],9010620,World/01_Ingrid/01_Level/010620_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,35,0,506975,0,0,0,1,0,0
32004,0,9010701,174,1024,[25]물의 신전 [던전],9010701,World/95_Dungeon/01_Level/010701_DG.xml,400,20000,20000,1,0,0,0,0,0,0,0,25,4,510106,0,100,90107010,1,0,0
32005,0,9010708,175,9,[29]물의정령 엔다이론 [던전],9010709,World/95_Dungeon/01_Level/010708_DG.xml,3000,3000,3000,1,0,0,0,0,0,0,0,25,0,510106,0,0,0,0,0,0
32006,0,9010709,176,9,[29]물의정령 엔다이론 [던전],9010709,World/95_Dungeon/01_Level/010709_DG.xml,3000,3000,3000,1,0,0,0,0,0,0,0,25,4,510106,0,0,0,0,0,0
32009,0,9010801,179,1,[35]망자의 탑 [던전],9010801,World/95_Dungeon/01_Level/010801_DG.xml,500,500,3000,1,0,0,0,0,0,0,0,35,4,521544,0,100,90108010,1,0,0
32010,0,9010809,180,9,[40]영웅 제단 [던전],9010809,World/95_Dungeon/01_Level/010809_DG.xml,500,500,3000,1,0,0,0,0,0,0,0,35,4,521544,0,0,0,0,0,0
32007,0,9010910,177,9,[30]지하묘지 [던전],9010910,World/95_Dungeon/01_Level/010910_DG.xml,600,600,6000,1,0,0,9010910,0,0,0,0,30,4,506495,0,100,90109100,1,0,0
32008,0,9010920,178,9,[35]지하묘지 [던전],9010920,World/95_Dungeon/01_Level/010920_DG.xml,600,600,6000,1,0,0,9010920,0,0,0,0,35,4,506495,0,100,90109200,1,0,0
13000,0,9012101,0,517,[20]암흑의 수염고래 해안가 1 [F2],9012100,World/01_Ingrid/100_Chaos/012101_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13001,0,9012102,0,517,[20]암흑의 수염고래 해안가 2 [F2],9012100,World/01_Ingrid/100_Chaos/012102_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13002,0,9012103,0,517,[20]암흑의 수염고래 해안가 3 [F2],9012100,World/01_Ingrid/100_Chaos/012103_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13003,0,9012104,0,517,[20]암흑의 수염고래 해안가 4 [F2],9012100,World/01_Ingrid/100_Chaos/012104_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13004,0,9012105,0,517,[20]암흑의 수염고래 해안가 5 [F2],9012100,World/01_Ingrid/100_Chaos/012105_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13005,0,9012106,0,517,[20]암흑의 수염고래 해안가 6 [F2],9012100,World/01_Ingrid/100_Chaos/012106_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,1,0,0
13008,0,9012109,0,517,[20]암흑의 수염고래 해안가 캡틴후커 별장 정예 [F2],9012109,World/01_Ingrid/100_Chaos/012109_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,0,0,0
13009,0,9012131,0,517,[25]암흑의 수염고래 해안가 1 [F2],9012130,World/01_Ingrid/100_Chaos/012131_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13010,0,9012132,0,517,[25]암흑의 스티븐 무역항 2 [F2],9012130,World/01_Ingrid/100_Chaos/012132_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13011,0,9012133,0,517,[25]암흑의 스티븐 무역항 3 [F2],9012130,World/01_Ingrid/100_Chaos/012133_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13012,0,9012134,0,517,[25]암흑의 스티븐 무역항 4 [F2],9012130,World/01_Ingrid/100_Chaos/012134_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13013,0,9012135,0,517,[25]암흑의 스티븐 무역항 5 [F2],9012130,World/01_Ingrid/100_Chaos/012135_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13014,0,9012136,0,517,[25]암흑의 스티븐 무역항 6 [F2],9012130,World/01_Ingrid/100_Chaos/012136_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,1,0,0
13017,0,9012139,0,517,[25]암흑의 스티븐 무역항 분노의 캡틴 알비다 정예 [F2],9012139,World/01_Ingrid/100_Chaos/012139_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,0,0,0
13018,0,9012151,0,517,[25]암흑의 칼리곤 선단 1 [F2],9012150,World/01_Ingrid/100_Chaos/012151_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13019,0,9012152,0,517,[25]암흑의 칼리곤 선단 2 [F2],9012150,World/01_Ingrid/100_Chaos/012152_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13020,0,9012153,0,517,[25]암흑의 칼리곤 선단 3 [F2],9012150,World/01_Ingrid/100_Chaos/012153_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13021,0,9012154,0,517,[25]암흑의 칼리곤 선단 4 [F2],9012150,World/01_Ingrid/100_Chaos/012154_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13022,0,9012155,0,517,[25]암흑의 칼리곤 선단 5 [F2],9012150,World/01_Ingrid/100_Chaos/012155_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13023,0,9012156,0,517,[25]암흑의 칼리곤 선단 6 [F2],9012150,World/01_Ingrid/100_Chaos/012156_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,1,0,0
13026,0,9012159,0,517,[25]암흑의 칼리곤 선단 정신나간 칼리곤선장 정예 [F2],9012159,World/01_Ingrid/100_Chaos/012159_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,0,0,0
13027,0,9012201,0,517,[30]암흑의 미리내 신전 1 [F2],9012200,World/01_Ingrid/100_Chaos/012201_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13028,0,9012202,0,517,[30]암흑의 미리내 신전 2 [F2],9012200,World/01_Ingrid/100_Chaos/012202_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13029,0,9012203,0,517,[30]암흑의 미리내 신전 3 [F2],9012200,World/01_Ingrid/100_Chaos/012203_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13030,0,9012204,0,517,[30]암흑의 미리내 신전 4 [F2],9012200,World/01_Ingrid/100_Chaos/012204_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13031,0,9012205,0,517,[30]암흑의 미리내 신전 5 [F2],9012200,World/01_Ingrid/100_Chaos/012205_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13032,0,9012206,0,517,[30]암흑의 미리내 신전 6 [F2],9012200,World/01_Ingrid/100_Chaos/012206_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,1,0,0
13035,0,9012209,0,517,[30]암흑의 미리내 신전 원령 아티스 정예 [F2],9012209,World/01_Ingrid/100_Chaos/012209_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,0,0,0
13036,0,9012211,0,517,[30]암흑의 스카이피 신전 1 [F2],9012212,World/01_Ingrid/100_Chaos/012211_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
13037,0,9012212,0,517,[30]암흑의 스카이피 신전 2 [F2],9012212,World/01_Ingrid/100_Chaos/012212_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
13038,0,9012213,0,517,[30]암흑의 스카이피 신전 3 [F2],9012212,World/01_Ingrid/100_Chaos/012213_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
13039,0,9012214,0,517,[30]암흑의 스카이피 신전 4 [F2],9012212,World/01_Ingrid/100_Chaos/012214_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,515475,0,0,0,1,0,0
