f_NationCodeStr,ItemNo,Name,ResNo,Memo,Type,Price,SellPrice,Attribute,Gender,LevelLimit,ClassLimit,f_ClassLimitDisplayFilter,DraClassLimit,f_DraClassLimitDisplayFilter,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,Order1,Order2,Order3,CostumeGrade,f_IsCantShareRental
0,65001080,65001080,65001080,[성장 펫] 푸얀 킹 깃발,34,0,0,939,4,1,600002,-1,137438953470,-1,65001080,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001090,65001090,65001090,[성장 펫] 푸얀 가죽 단검,34,0,0,939,4,1,600002,-1,137438953470,-1,65001090,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001100,65001100,65001100,[성장 펫] 팡마오 모자이크 깃발,34,0,0,939,4,1,600102,-1,137438953470,-1,65001100,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001110,65001110,65001110,[성장 펫] 팡마오 가죽 백,34,0,0,939,4,1,600102,-1,137438953470,-1,65001110,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001120,65001120,65001120,[성장 펫] 레오 푸른에메랄드 지팡이,34,0,0,939,4,1,600202,-1,137438953470,-1,65001120,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001130,65001130,65001130,[성장 펫] 레오 붉은흰색 방패,34,0,0,939,4,1,600202,-1,137438953470,-1,65001130,0,0,0,0,0,0,0,0,0,43,3,1,0,0
0,65001140,65001140,65001140,전투 육성장치,34,0,0,939,4,1,137438953470,-1,137438953470,-1,65001140,0,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001150,65001150,65001150,자동 육성장치,34,0,0,939,4,1,137438953470,-1,137438953470,-1,65001150,65001152,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001160,65001160,65001160,변화의 수정,20,0,0,1,3,1,137438953470,-1,137438953470,-1,65001160,0,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001170,65001170,65001170,진화의 수정,20,0,0,1,3,1,137438953470,-1,137438953470,-1,65001170,0,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001180,65001180,65001180,푸얀,514,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001180,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001182,65001182,65001182,푸얀 기본 머리,514,0,0,7050,4,1,600002,-1,137438953470,-1,65001182,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001183,65001183,65001183,푸얀 기본 몸통,514,0,0,7050,4,1,600002,-1,137438953470,-1,65001183,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001190,65001190,65001190,핑마오,514,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001190,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001192,65001192,65001192,핑마오 기본 머리,514,0,0,7050,4,1,600102,-1,137438953470,-1,65001192,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001193,65001193,65001193,핑마오 기본 몸통,514,0,0,7050,4,1,600102,-1,137438953470,-1,65001193,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001200,65001200,65001200,레오,514,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001200,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001202,65001202,65001202,레오 기본 머리,514,0,0,7050,4,1,600202,-1,137438953470,-1,65001202,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001203,65001203,65001203,레오 기본 몸통,514,0,0,7050,4,1,600202,-1,137438953470,-1,65001203,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001210,65001210,65001210,발렌타인 이벤트 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001210,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001220,65001220,65001220,쿠키인형,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001220,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001230,65001230,65001230,초코초목이,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001230,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001240,65001240,65001240,푸얀 기본 얼굴,514,0,0,7050,4,1,600202,-1,137438953470,-1,65001240,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001250,65001250,65001250,핑마오 기본 얼굴,514,0,0,7050,4,1,600202,-1,137438953470,-1,65001250,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001260,65001260,65001260,레오 기본 얼굴,514,0,0,7050,4,1,600202,-1,137438953470,-1,65001260,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001270,65001270,65001270,빨간코 루돌프 알,36,0,0,1003,3,1,137438953470,-1,137438953470,-1,65001270,0,0,0,0,0,0,0,0,0,43,1,1,0,0
3,65001270,65001270,65001270,빨간코 루돌프 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001270,0,0,0,0,0,0,0,0,0,43,1,1,0,0
4/15/16,65001270,65001270,65001270,빨간코 루돌프 알,36,0,0,458,3,1,137438953470,-1,137438953470,-1,65001270,0,0,0,0,0,0,0,0,0,43,1,1,0,0
6/8,65001270,65001270,65001270,빨간코 루돌프 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001270,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001280,65001280,65001280,수줍은 눈사람 알,36,0,0,1003,3,1,137438953470,-1,137438953470,-1,65001280,0,0,0,0,0,0,0,0,0,43,1,1,0,0
3,65001280,65001280,65001280,수줍은 눈사람 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001280,0,0,0,0,0,0,0,0,0,43,1,1,0,0
4/15/16,65001280,65001280,65001280,수줍은 눈사람 알,36,0,0,458,3,1,137438953470,-1,137438953470,-1,65001280,0,0,0,0,0,0,0,0,0,43,1,1,0,0
6/8,65001280,65001280,65001280,수줍은 눈사람 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001280,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001290,65001290,65001290,빨간코 루돌프,546,0,0,7083,3,1,137438953470,-1,137438953470,-1,65001290,0,0,0,0,0,0,0,0,0,43,2,1,0,0
3,65001290,65001290,65001290,빨간코 루돌프,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001290,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/15/16,65001290,65001290,65001290,빨간코 루돌프,546,0,0,6538,3,1,137438953470,-1,137438953470,-1,65001290,0,0,0,0,0,0,0,0,0,43,2,1,0,0
6/8,65001290,65001290,65001290,빨간코 루돌프,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001290,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001300,65001300,65001300,수줍은 눈사람,546,0,0,7083,3,1,137438953470,-1,137438953470,-1,65001300,0,0,0,0,0,0,0,0,0,43,2,1,0,0
3,65001300,65001300,65001300,수줍은 눈사람,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001300,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/15/16,65001300,65001300,65001300,수줍은 눈사람,546,0,0,6538,3,1,137438953470,-1,137438953470,-1,65001300,0,0,0,0,0,0,0,0,0,43,2,1,0,0
6/8,65001300,65001300,65001300,수줍은 눈사람,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001300,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001310,65001310,65001310,강화 건조 사료,4,500,0,1,3,1,137438953470,-1,137438953470,-1,65001310,65001312,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65001320,65001320,65001320,강화 단백질 캡슐,4,500,0,1,3,1,137438953470,-1,137438953470,-1,65001320,65001322,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65001330,65001330,65001330,강화 놀이 기구,4,400,0,1,3,1,137438953470,-1,137438953470,-1,65001330,65001332,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65001340,65001340,65001340,펫 염색 물약,36,0,0,513,3,1,137438953470,-1,137438953470,-1,65001340,0,0,0,0,0,0,0,0,0,43,4,1,0,0
4/16,65001340,65001340,65001340,펫 염색 물약,36,0,0,43,3,1,137438953470,-1,137438953470,-1,65001340,0,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001350,65001350,65001350,펫 이름 변경권,36,0,0,11,3,1,137438953470,-1,137438953470,-1,65001350,0,0,0,0,0,0,0,0,0,43,4,1,0,0
0,65001360,65001360,65001360,(파리스)파리스의 정령 알,4,0,0,970,3,1,137438953470,-1,137438953470,-1,65001360,0,0,0,0,0,0,0,0,0,43,1,1,0,0
4/15/16,65001360,65001360,65001360,(파리스)파리스의 정령 알,4,0,0,458,3,1,137438953470,-1,137438953470,-1,65001360,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001370,65001370,65001370,(파리스)파리스의 정령,514,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001370,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/15/16,65001370,65001370,65001370,(파리스)파리스의 정령,514,0,0,6538,3,1,137438953470,-1,137438953470,-1,65001370,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001380,65001380,65001380,백호 알,36,0,0,970,3,1,137438953470,-1,137438953470,-1,65001380,0,0,0,0,0,0,0,0,0,43,1,1,0,0
16,65001380,65001380,65001380,백호 알,36,0,0,512,3,1,137438953470,-1,137438953470,-1,65001380,0,0,0,0,0,0,0,0,0,43,1,1,0,0
4/15,65001380,65001380,65001380,백호 알,36,0,0,458,3,1,137438953470,-1,137438953470,-1,65001380,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001390,65001390,65001390,백호,546,0,0,7050,3,1,137438953470,-1,137438953470,-1,65001390,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/15/16,65001390,65001390,65001390,백호,546,0,0,6538,3,1,137438953470,-1,137438953470,-1,65001390,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001400,65001400,65001400,수탉 알,36,0,0,459,3,1,137438953470,-1,137438953470,-1,65001400,0,0,0,0,0,0,0,0,0,43,1,1,0,0
16,65001400,65001400,65001400,수탉 알,36,0,0,512,3,1,137438953470,-1,137438953470,-1,65001400,0,0,0,0,0,0,0,0,0,43,1,1,0,0
6/8,65001400,65001400,65001400,수탉 알,36,0,0,971,3,1,137438953470,-1,137438953470,-1,65001400,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001410,65001410,65001410,수탉,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001410,0,0,0,0,0,0,0,0,0,43,2,1,0,0
6/8,65001410,65001410,65001410,수탉,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001410,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001420,65001420,65001420,독수리 알,36,0,0,459,3,1,137438953470,-1,137438953470,-1,65001420,0,0,0,0,0,0,0,0,0,43,1,1,0,0
16,65001420,65001420,65001420,독수리 알,36,0,0,512,3,1,137438953470,-1,137438953470,-1,65001420,0,0,0,0,0,0,0,0,0,43,1,1,0,0
6/8,65001420,65001420,65001420,독수리 알,36,0,0,971,3,1,137438953470,-1,137438953470,-1,65001420,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001430,65001430,65001430,독수리,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001430,0,0,0,0,0,0,0,0,0,43,2,1,0,0
6/8,65001430,65001430,65001430,독수리,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001430,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65001440,65001440,65001440,불독 알,36,0,0,459,3,1,137438953470,-1,137438953470,-1,65001440,0,0,0,0,0,0,0,0,0,43,1,1,0,0
16,65001440,65001440,65001440,불독 알,36,0,0,512,3,1,137438953470,-1,137438953470,-1,65001440,0,0,0,0,0,0,0,0,0,43,1,1,0,0
6/8,65001440,65001440,65001440,불독 알,36,0,0,971,3,1,137438953470,-1,137438953470,-1,65001440,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65001450,65001450,65001450,불독,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001450,0,0,0,0,0,0,0,0,0,43,2,1,0,0
6/8,65001450,65001450,65001450,불독,546,0,0,7051,3,1,137438953470,-1,137438953470,-1,65001450,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002000,65002000,65002000,[전투펫] 푸얀,546,0,0,6635,3,1,137438953470,-1,137438953470,-1,65002000,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65002002,65002002,65002002,[전투펫] 푸얀 기본 머리,514,0,0,7050,4,1,600300,-1,137438953470,-1,65002002,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002002,65002002,65002002,[전투펫] 푸얀 기본 머리,514,0,0,6634,4,1,600300,-1,137438953470,-1,65002002,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002003,65002003,65002003,[전투펫] 푸얀 기본 몸통,514,0,0,7050,4,1,600300,-1,137438953470,-1,65002003,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002003,65002003,65002003,[전투펫] 푸얀 기본 몸통,514,0,0,6634,4,1,600300,-1,137438953470,-1,65002003,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002010,65002010,65002010,[전투펫] 핑마오,546,0,0,6635,3,1,137438953470,-1,137438953470,-1,65002010,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65002012,65002012,65002012,[전투펫] 핑마오 기본 머리,514,0,0,7050,4,1,600400,-1,137438953470,-1,65002012,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002012,65002012,65002012,[전투펫] 핑마오 기본 머리,514,0,0,6634,4,1,600400,-1,137438953470,-1,65002012,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002013,65002013,65002013,[전투펫] 핑마오 기본 몸통,514,0,0,7050,4,1,600400,-1,137438953470,-1,65002013,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002013,65002013,65002013,[전투펫] 핑마오 기본 몸통,514,0,0,6634,4,1,600400,-1,137438953470,-1,65002013,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002020,65002020,65002020,[전투펫] 레오,546,0,0,6635,3,1,137438953470,-1,137438953470,-1,65002020,0,0,0,0,0,0,0,0,0,43,1,1,0,0
0,65002022,65002022,65002022,[전투펫] 레오 기본 머리,514,0,0,7050,4,1,600500,-1,137438953470,-1,65002022,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002022,65002022,65002022,[전투펫] 레오 기본 머리,514,0,0,6634,4,1,600500,-1,137438953470,-1,65002022,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002023,65002023,65002023,[전투펫] 레오 기본 몸통,514,0,0,7050,4,1,600500,-1,137438953470,-1,65002023,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002023,65002023,65002023,[전투펫] 레오 기본 몸통,514,0,0,6634,4,1,600500,-1,137438953470,-1,65002023,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002030,65002030,65002030,[전투펫] 푸얀 기본 얼굴,514,0,0,7050,4,1,600300,-1,137438953470,-1,65002030,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002030,65002030,65002030,[전투펫] 푸얀 기본 얼굴,514,0,0,6634,4,1,600300,-1,137438953470,-1,65002030,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002040,65002040,65002040,[전투펫] 핑마오 기본 얼굴,514,0,0,7050,4,1,600400,-1,137438953470,-1,65002040,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002040,65002040,65002040,[전투펫] 핑마오 기본 얼굴,514,0,0,6634,4,1,600400,-1,137438953470,-1,65002040,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002050,65002050,65002050,[전투펫] 레오 기본 얼굴,514,0,0,7050,4,1,600500,-1,137438953470,-1,65002050,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/16,65002050,65002050,65002050,[전투펫] 레오 기본 얼굴,514,0,0,6634,4,1,600500,-1,137438953470,-1,65002050,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002060,65002060,65002060,[전투펫] 활력 드링크,516,500,0,555,3,1,137438953470,-1,137438953470,-1,65002060,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002070,65002070,65002070,[전투펫] 펫 MP 영생의 물약 (소),548,0,0,513,7,1,0,-1,0,-1,65002070,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002070,65002070,65002070,[전투펫] 펫 MP 영생의 물약 (소),548,0,0,43,7,1,0,-1,0,-1,65002070,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002080,65002080,65002080,[전투펫] 펫 MP 영생의 물약 (중),548,0,0,513,7,1,0,-1,0,-1,65002080,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002080,65002080,65002080,[전투펫] 펫 MP 영생의 물약 (중),548,0,0,43,7,1,0,-1,0,-1,65002080,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002090,65002090,65002090,[전투펫] 펫 MP 영생의 물약 (대),548,0,0,513,7,1,0,-1,0,-1,65002090,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002090,65002090,65002090,[전투펫] 펫 MP 영생의 물약 (대),548,0,0,43,7,1,0,-1,0,-1,65002090,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002100,65002100,65002100,[전투펫] 펫 MP 영생의 물약 (특대),548,0,0,513,7,1,0,-1,0,-1,65002100,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002100,65002100,65002100,[전투펫] 펫 MP 영생의 물약 (특대),548,0,0,43,7,1,0,-1,0,-1,65002100,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002110,65002110,65002110,[전투펫] 펫 사료,36,0,0,513,3,1,137438953470,-1,137438953470,-1,65002110,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002110,65002110,65002110,[전투펫] 펫 사료,36,0,0,43,3,1,137438953470,-1,137438953470,-1,65002110,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002117,65002140,65002140,[전투펫] 펫 사료 (30일) - 퀘스트,20,0,0,43,3,1,137438953470,-1,137438953470,-1,65002117,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002120,65002120,65002120,[전투펫] 펫 사료 (1일),36,0,0,11,3,1,137438953470,-1,137438953470,-1,65002120,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002130,65002130,65002130,[전투펫] 펫 사료 (10일),36,0,0,11,3,1,137438953470,-1,137438953470,-1,65002130,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002140,65002140,65002140,[전투펫] 펫 사료 (30일),36,0,0,11,3,1,137438953470,-1,137438953470,-1,65002140,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002150,65002150,65002150,[전투펫] 프레쉬 드링크 5%(1일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002150,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002150,65002150,65002150,[전투펫] 프레쉬 드링크 5%(1일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002150,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002151,65002151,65002150,[전투펫] 프레쉬 드링크 5%(10일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002151,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002151,65002151,65002150,[전투펫] 프레쉬 드링크 5%(10일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002151,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002152,65002152,65002150,[전투펫] 프레쉬 드링크 5%(30일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002152,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002152,65002152,65002150,[전투펫] 프레쉬 드링크 5%(30일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002152,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002160,65002160,65002160,[전투펫] 프레쉬 드링크 10%(1일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002160,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002160,65002160,65002160,[전투펫] 프레쉬 드링크 10%(1일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002160,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002161,65002161,65002160,[전투펫] 프레쉬 드링크 10%(10일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002161,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002161,65002161,65002160,[전투펫] 프레쉬 드링크 10%(10일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002161,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002162,65002162,65002160,[전투펫] 프레쉬 드링크 10%(30일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002162,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002162,65002162,65002160,[전투펫] 프레쉬 드링크 10%(30일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002162,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002170,65002170,65002170,[전투펫] 프레쉬 드링크 20%(1일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002170,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002170,65002170,65002170,[전투펫] 프레쉬 드링크 20%(1일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002170,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002171,65002171,65002170,[전투펫] 프레쉬 드링크 20%(10일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002171,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002171,65002171,65002170,[전투펫] 프레쉬 드링크 20%(10일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002171,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002172,65002172,65002170,[전투펫] 프레쉬 드링크 20%(30일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002172,0,0,0,0,0,0,0,0,0,43,5,1,0,0
4/15/16,65002172,65002172,65002170,[전투펫] 프레쉬 드링크 20%(30일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002172,0,0,0,0,0,0,0,0,0,43,5,1,0,0
0,65002180,65002180,65002180,[전투펫] 생력 드링크 5%(1일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002180,0,0,0,0,0,0,0,0,0,43,2,1,0,0
4/15/16,65002180,65002180,65002180,[전투펫] 생력 드링크 5%(1일),548,0,0,43,3,1,137438953470,-1,137438953470,-1,65002180,0,0,0,0,0,0,0,0,0,43,2,1,0,0
0,65002181,65002181,65002180,[전투펫] 생력 드링크 5%(10일),548,0,0,513,3,1,137438953470,-1,137438953470,-1,65002181,0,0,0,0,0,0,0,0,0,43,2,1,0,0
