NationCodeStr,SkillNo,Level,NameNo,RscNameNo,ActionName,Memo,Type,ClassLimit,LevelLimit,WeaponLimit,StateLimit,ParentSkill,Target,Range,CastTime,CoolTime,AnimationTime,MP,HP,EffectID,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,CmdStringNo,DraClassLimit,f_ActionCategory
0,301901,1,301901,301901,0,중급 마나 회복 포션2,2,0,0,0,0,301901,0,0,0,0,0,0,0,301901,301901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302001,1,302001,302001,0,상급 체력 회복 포션2,2,0,0,0,0,302001,0,0,0,0,0,0,0,302001,302001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302101,1,302101,302101,0,상급 마나 회복 포션2,2,0,0,0,0,302101,0,0,0,0,0,0,0,302101,302101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302201,1,302201,302201,0,최상급 체력 회복 포션2,2,0,0,0,0,302201,0,0,0,0,0,0,0,302201,302201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302301,1,302301,302301,0,최상급 마나 회복 포션2,2,0,0,0,0,302301,0,0,0,0,0,0,0,302301,302301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302401,1,302401,302401,0,초목이 나무의자,2,0,0,0,0,302401,0,0,0,0,0,0,0,302401,302401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302501,1,302501,302501,0,체크무늬 소파,2,0,0,0,0,302501,0,0,0,0,0,0,0,302501,302501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302601,1,302601,302601,0,개조 나무욕조,2,0,0,0,0,302601,0,0,0,0,0,0,0,302601,302601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302701,1,302701,302701,0,휴식용 요람,2,0,0,0,0,302701,0,0,0,0,0,0,0,302701,302701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,302801,1,302401,302401,0,초목이 나무의자 2,2,0,0,0,0,302401,0,0,0,0,0,0,0,302401,302401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303001,1,303001,303001,0,북미이벤트 햄버거,2,0,0,0,0,303001,0,0,0,0,0,0,0,303001,303001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303101,1,303101,303101,0,북미이벤트 핫도그,2,0,0,0,0,303101,0,0,0,0,0,0,0,303101,303101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303201,1,303201,303201,0,호수신의 은도끼,2,0,0,0,0,303201,0,0,0,0,0,0,0,303201,303201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303301,1,303301,303301,0,야후 향향 욕통,2,0,0,0,0,303301,0,0,0,0,0,0,0,303301,303301,0,20820,0,0,0,0,0,0,0,0,0,0
0,303401,1,303401,303401,0,사랑의 열기구,2,0,0,0,0,303401,0,0,0,0,0,0,0,303401,303401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303501,1,303501,303501,0,돌고래 튜브,2,0,0,0,0,303501,0,0,0,0,0,0,0,303501,303501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303601,1,303601,303601,0,스포츠카 튜브,2,0,0,0,0,303601,0,0,0,0,0,0,0,303601,303601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303701,1,303701,303701,0,택시 튜브,2,0,0,0,0,303701,0,0,0,0,0,0,0,303701,303701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303801,1,303801,303801,a_Emotion_rest07,사랑의 열기구 거는 이펙트,2,0,0,0,0,303801,129,85,0,0,0,0,0,303801,303801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,303901,1,303901,303901,0,쿨타임 1분 감소 유지 물약,2,0,0,0,0,303901,0,0,0,0,0,0,0,303901,303901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304001,1,304001,304001,0,쿨타임 3분 감소 유지 물약,2,0,0,0,0,304001,0,0,0,0,0,0,0,304001,304001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304101,1,304101,304101,0,쿨타임 5분 감소 유지 물약,2,0,0,0,0,304101,0,0,0,0,0,0,0,304101,304101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304201,1,304201,304201,0,떠돌이 상인 소환권,2,0,0,0,0,304201,0,0,0,0,0,0,0,304201,304201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304301,1,304301,304301,0,금고 소환권,2,0,0,0,0,304301,0,0,0,0,0,0,0,304301,304301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304401,1,304401,304401,0,공격속도 향상 물약(소),2,0,0,0,0,304401,0,0,0,0,0,0,0,304401,304401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304501,1,304501,304501,0,공격속도 향상 물약(중),2,0,0,0,0,304501,0,0,0,0,0,0,0,304501,304501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304601,1,304601,304601,0,공격속도 향상 물약(대),2,0,0,0,0,304601,0,0,0,0,0,0,0,304601,304601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304701,1,304701,304701,0,파리스 몬스터 카드,2,0,1,0,0,304701,1,0,0,0,0,0,0,304701,304701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304801,1,304801,304801,0,네브 몬스터 카드,2,0,1,0,0,304801,1,0,0,0,0,0,0,304801,304801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,304901,1,304901,304901,0,로스트 몬스터 카드,2,0,1,0,0,304901,1,0,0,0,0,0,0,304901,304901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305001,1,305001,305001,0,안타레스 몬스터 카드,2,0,1,0,0,305001,1,0,0,0,0,0,0,305001,305001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305101,1,305101,305101,0,키마트 몬스터 카드,2,0,1,0,0,305101,1,0,0,0,0,0,0,305101,305101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305201,1,305201,305201,0,5% 스톤 스킨 물약,2,0,0,0,0,305201,0,0,0,0,0,0,0,305201,305201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305301,1,305301,305301,0,10% 스톤 스킨 물약,2,0,0,0,0,305301,0,0,0,0,0,0,0,305301,305301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305401,1,305401,305401,0,15% 스톤 스킨 물약,2,0,0,0,0,305401,0,0,0,0,0,0,0,305401,305401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305501,1,305501,305501,0,5% 배리어 물약,2,0,0,0,0,305501,0,0,0,0,0,0,0,305501,305501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305601,1,305601,305601,0,10% 배리어 물약,2,0,0,0,0,305601,0,0,0,0,0,0,0,305601,305601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305701,1,305701,305701,0,15% 배리어 물약,2,0,0,0,0,305701,0,0,0,0,0,0,0,305701,305701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305801,1,305801,305801,0,무기 착용 -5 레벨 감소,2,0,0,0,0,305801,0,0,0,0,0,0,0,305801,305801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,305901,1,305901,305901,0,방어구 착용 -5레벨 감소,2,0,0,0,0,305901,0,0,0,0,0,0,0,305901,305901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306001,1,306001,306001,0,악세서리 착용 -5레벨 감소,2,0,0,0,0,306001,0,0,0,0,0,0,0,306001,306001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306101,1,306101,306101,0,스타일 착용 -5레벨 감소,2,0,0,0,0,306101,0,0,0,0,0,0,0,306101,306101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306201,1,306201,306201,0,경험치 2배 증가,2,0,0,0,0,306201,0,0,0,0,0,0,0,306201,306201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306301,1,306301,306301,0,최대 HP/MP 10% 증가,2,0,0,0,0,306301,0,0,0,0,0,0,0,306301,306301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306401,1,306401,306401,0,쿨타임 1분 초기화 유지 물약,2,0,0,0,0,306401,0,0,0,0,0,0,0,306401,306401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306501,1,306501,306501,0,쿨타임 3분 초기화 유지 물약,2,0,0,0,0,306501,0,0,0,0,0,0,0,306501,306501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306601,1,306601,306601,0,쿨타임 5분 초기화 유지 물약,2,0,0,0,0,306601,0,0,0,0,0,0,0,306601,306601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306701,1,306701,306701,0,이동속도 향상물약(마을전용),2,0,0,0,0,306701,0,0,0,0,0,0,0,306701,306701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306801,1,306801,306801,0,이동속도 향상물약(소),2,0,0,0,0,306801,0,0,0,0,0,0,0,306801,306801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,306901,1,306901,306901,0,이동속도 향상물약(중),2,0,0,0,0,306901,0,0,0,0,0,0,0,306901,306901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307001,1,307001,307001,0,이동속도 향상물약(대),2,0,0,0,0,307001,0,0,0,0,0,0,0,307001,307001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307101,1,307101,307101,0,최대 HP 10% 증가 ,2,0,0,0,0,307101,0,0,0,0,0,0,0,307101,307101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307201,1,307201,307201,0,최대 MP 10% 증가 ,2,0,0,0,0,307201,0,0,0,0,0,0,0,307201,307201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307301,1,307301,307301,0,STR 15% 증가 ,2,0,0,0,0,307301,0,0,0,0,0,0,0,307301,307301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307401,1,307401,307401,0,INT 15% 증가 ,2,0,0,0,0,307401,0,0,0,0,0,0,0,307401,307401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307501,1,307501,307501,0,CON 15% 증가 ,2,0,0,0,0,307501,0,0,0,0,0,0,0,307501,307501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307601,1,307601,307601,0,DEX 15% 증가 ,2,0,0,0,0,307601,0,0,0,0,0,0,0,307601,307601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307701,1,307701,307701,0,이동속도 10% 증가 ,2,0,0,0,0,307701,0,0,0,0,0,0,0,307701,307701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307801,1,307801,307801,0,공격속도 10% 증가 ,2,0,0,0,0,307801,0,0,0,0,0,0,0,307801,307801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307802,1,307802,307802,0,공격속도 10% 증가 ,2,0,0,0,0,307801,0,0,0,0,0,0,0,307802,307801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307822,1,307802,0,0,"화속성 공격력,5대공격력,화속성공격력%,화속성 전환공격력%",2,0,0,0,0,307822,0,0,0,0,0,0,0,307822,307822,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307842,1,307802,0,0,더러운속성공격,2,0,0,0,0,307842,0,0,0,0,0,0,0,307842,307842,0,20820,30101,0,0,0,0,0,0,0,0,0
0,307901,1,307901,307901,0,회피율 +20 증가 ,2,0,0,0,0,307901,0,0,0,0,0,0,0,307901,307901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308001,1,308001,308001,0,치명타 확률 20% 증가 ,2,0,0,0,0,308001,0,0,0,0,0,0,0,308001,308001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308101,1,308101,308101,0,치명타 공격력 20% 증가 ,2,0,0,0,0,308101,0,0,0,0,0,0,0,308101,308101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308201,1,308201,308201,0,HP 회복속도 25% 증가 ,2,0,0,0,0,308201,0,0,0,0,0,0,0,308201,308201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308301,1,308301,308301,0,MP 회복속도 25% 증가 ,2,0,0,0,0,308301,0,0,0,0,0,0,0,308301,308301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308401,1,308401,308401,0,경험치 10% 증가,2,0,0,0,0,308401,0,0,0,0,0,0,0,308401,308401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308501,1,308501,308501,0,대어를 잡자,2,0,0,0,0,308501,0,0,0,0,0,0,0,308501,308501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308601,1,308601,308601,0,편안한 흔들의자,2,0,0,0,0,308601,0,0,0,0,0,0,0,308601,308601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,308701,1,308701,308701,0,공중부양,2,0,0,0,0,308701,0,0,0,0,0,0,0,308701,308701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400001,1,400001,400001,0,늑대 튀김구이,5,0,0,0,0,400001,0,0,0,0,0,0,0,400001,400001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400002,2,400002,400001,0,늑대 튀김구이[고급],5,0,0,0,0,400002,0,0,0,0,0,0,0,400002,400002,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400003,3,400003,400001,0,늑대 튀김구이[최상급],5,0,0,0,0,400003,0,0,0,0,0,0,0,400003,400003,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400101,1,400101,400001,0,너구리 꼬치구이,5,0,0,0,0,400101,0,0,0,0,0,0,0,400101,400101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400102,2,400102,400001,0,너구리 꼬치구이[고급],5,0,0,0,0,400102,0,0,0,0,0,0,0,400102,400102,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400103,3,400103,400001,0,너구리 꼬치구이[최상급],5,0,0,0,0,400103,0,0,0,0,0,0,0,400103,400103,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400201,1,400201,400001,0,초목 깻잎찜,5,0,0,0,0,400201,0,0,0,0,0,0,0,400201,400201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400202,2,400202,400001,0,초목 깻잎찜[고급],5,0,0,0,0,400202,0,0,0,0,0,0,0,400202,400202,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400203,3,400203,400001,0,초목 깻잎찜[최상급],5,0,0,0,0,400203,0,0,0,0,0,0,0,400203,400203,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400301,1,400301,400001,0,코주부 머리고기,5,0,0,0,0,400301,0,0,0,0,0,0,0,400301,400301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400302,2,400302,400001,0,코주부 머리고기[고급],5,0,0,0,0,400302,0,0,0,0,0,0,0,400302,400302,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400303,3,400303,400001,0,코주부 머리고기[최상급],5,0,0,0,0,400303,0,0,0,0,0,0,0,400303,400303,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400401,1,400401,400001,0,스페셜 꽃게 잡탕,5,0,0,0,0,400401,0,0,0,0,0,0,0,400401,400401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400402,2,400402,400001,0,스페셜 꽃게 잡탕[고급],5,0,0,0,0,400402,0,0,0,0,0,0,0,400402,400402,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400403,3,400403,400001,0,스페셜 꽃게 잡탕[최상급],5,0,0,0,0,400403,0,0,0,0,0,0,0,400403,400403,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400501,1,400501,400001,0,별가사리 수육,5,0,0,0,0,400501,0,0,0,0,0,0,0,400501,400501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400502,2,400502,400001,0,별가사리 수육[고급],5,0,0,0,0,400502,0,0,0,0,0,0,0,400502,400502,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400503,3,400503,400001,0,별가사리 수육[최상급],5,0,0,0,0,400503,0,0,0,0,0,0,0,400503,400503,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400601,1,400601,400001,0,상어 사골탕,5,0,0,0,0,400601,0,0,0,0,0,0,0,400601,400601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400602,2,400602,400001,0,상어 사골탕[고급],5,0,0,0,0,400602,0,0,0,0,0,0,0,400602,400602,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400603,3,400603,400001,0,상어 사골탕[최상급],5,0,0,0,0,400603,0,0,0,0,0,0,0,400603,400603,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400701,1,400701,400001,0,사과쥬스,5,0,0,0,0,400701,0,0,0,0,0,0,0,400701,400701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400801,1,400801,400001,0,바나나우유,5,0,0,0,0,400801,0,0,0,0,0,0,0,400801,400801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,400901,1,400901,400001,0,포도맛 막대사탕,5,0,0,0,0,400901,0,0,0,0,0,0,0,400901,400901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401001,1,401001,400001,0,아이스크림 케잌,5,0,0,0,0,401001,0,0,0,0,0,0,0,401001,401001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401101,1,401101,400001,0,양고기 스테이크,5,0,0,0,0,401101,0,0,0,0,0,0,0,401101,401101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401102,2,401102,400001,0,양고기 스테이크[고급],5,0,0,0,0,401102,0,0,0,0,0,0,0,401102,401102,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401103,3,401103,400001,0,양고기 스테이크[최상급],5,0,0,0,0,401103,0,0,0,0,0,0,0,401103,401103,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401201,1,401201,400001,0,거미 스튜,5,0,0,0,0,401201,0,0,0,0,0,0,0,401201,401201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401202,2,401202,400001,0,거미 스튜[고급],5,0,0,0,0,401202,0,0,0,0,0,0,0,401202,401202,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401203,3,401203,400001,0,거미 스튜[최상급],5,0,0,0,0,401203,0,0,0,0,0,0,0,401203,401203,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401301,1,401301,400001,0,박쥐날개 튀김,5,0,0,0,0,401301,0,0,0,0,0,0,0,401301,401301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401302,2,401302,400001,0,박쥐날개 튀김[고급],5,0,0,0,0,401302,0,0,0,0,0,0,0,401302,401302,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401303,3,401303,400001,0,박쥐날개 튀김[최상급],5,0,0,0,0,401303,0,0,0,0,0,0,0,401303,401303,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401401,1,401401,400001,0,조개 스튜,5,0,0,0,0,401401,0,0,0,0,0,0,0,401401,401401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401402,2,401402,400001,0,조개 스튜[고급],5,0,0,0,0,401402,0,0,0,0,0,0,0,401402,401402,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401403,3,401403,400001,0,조개 스튜[최상급],5,0,0,0,0,401403,0,0,0,0,0,0,0,401403,401403,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401501,1,401501,400001,0,과일모듬,5,0,0,0,0,401501,0,0,0,0,0,0,0,401501,401501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401502,2,401502,400001,0,과일모듬[고급],5,0,0,0,0,401502,0,0,0,0,0,0,0,401502,401502,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401503,3,401503,400001,0,과일모듬[최상급],5,0,0,0,0,401503,0,0,0,0,0,0,0,401503,401503,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401601,1,401601,400001,0,300시간 사골탕,5,0,0,0,0,401601,0,0,0,0,0,0,0,401601,401601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401602,2,401602,400001,0,300시간 사골탕[고급],5,0,0,0,0,401602,0,0,0,0,0,0,0,401602,401602,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401603,3,401603,400001,0,300시간 사골탕[최상급],5,0,0,0,0,401603,0,0,0,0,0,0,0,401603,401603,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401701,1,401701,400001,0,꼬마용 꼬치구이,5,0,0,0,0,401701,0,0,0,0,0,0,0,401701,401701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401702,2,401702,400001,0,꼬마용 꼬치구이[고급],5,0,0,0,0,401702,0,0,0,0,0,0,0,401702,401702,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401703,3,401703,400001,0,꼬마용 꼬치구이[최상급],5,0,0,0,0,401703,0,0,0,0,0,0,0,401703,401703,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401801,1,401801,400001,0,경험치 증가 100%,2,0,0,0,0,401801,0,0,0,0,0,0,0,401801,401801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,401901,1,401901,400001,0,획득 머니량 증가 100%,2,0,0,0,0,401901,0,0,0,0,0,0,0,401901,401901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402001,1,402001,402001,0,안전거품,2,0,0,0,0,402001,0,0,0,60000,0,0,0,402001,402001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402101,1,402101,402101,0,붕대 (출혈치료용),2,0,0,0,0,402101,0,0,0,0,0,0,0,402101,402101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402201,1,402201,402201,0,압박붕대 (과다출혈 치료용),2,0,0,0,0,402201,0,0,0,0,0,0,0,402201,402201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402301,1,402301,402301,0,성수 (저주 치료용),2,0,0,0,0,402301,0,0,0,0,0,0,0,402301,402301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402401,1,402401,402401,0,성냥개비 (결빙 치료용),2,0,0,0,0,402401,0,0,0,0,0,0,0,402401,402401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402501,1,402501,402501,0,은단 (중독 치료용),2,0,0,0,0,402501,0,0,0,0,0,0,0,402501,402501,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402601,1,402601,402601,0,해독제 (심각한 중독 치료용),2,0,0,0,0,402601,0,0,0,0,0,0,0,402601,402601,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402701,1,402701,402701,0,얼음주머니 (화상 치료용),2,0,0,0,0,402701,0,0,0,0,0,0,0,402701,402701,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402801,1,402801,402801,0,냉각팩 (심각한 화상 치료용),2,0,0,0,0,402801,0,0,0,0,0,0,0,402801,402801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,402901,1,402901,402901,0,안약 (실명 치료용),2,0,0,0,0,402901,0,0,0,0,0,0,0,402901,402901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403001,1,403001,403001,0,회중시계 (슬로우 치료용),2,0,0,0,0,403001,0,0,0,0,0,0,0,403001,403001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403101,1,403101,403101,0,금바늘 (석화 치료용),2,0,0,0,0,403101,0,0,0,0,0,0,0,403101,403101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403201,1,403201,403201,0,경험치 증가 30%,2,0,0,0,0,403201,0,0,0,0,0,0,0,403201,403201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403301,1,403301,403301,0,획득 머니량 증가 30%,2,0,0,0,0,403301,0,0,0,0,0,0,0,403301,403301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403601,1,403601,403601,0,테스트용 - 경험치 500% 증가,2,0,0,0,0,403601,0,0,0,0,0,0,0,403601,403601,0,20820,0,0,0,0,0,0,0,0,0,0
0,403801,1,403801,403801,0,검은 나무 뿌리,2,0,0,0,0,403801,0,0,0,0,0,0,0,403801,403801,0,20820,30101,0,0,0,0,0,0,0,0,0
0,403901,1,403901,403901,0,동굴 농축 이끼,2,0,0,0,0,403901,0,0,0,0,0,0,0,403901,403901,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404001,1,404001,404001,0,무지개빛 소라,2,0,0,0,0,404001,0,0,0,0,0,0,0,404001,404001,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404101,1,404101,404101,0,꼬께 앞발,2,0,0,0,0,404101,0,0,0,0,0,0,0,404101,404101,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404201,1,404201,404201,0,완력의 보석,2,0,0,0,0,404201,0,0,0,0,0,0,0,404201,404201,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404301,1,404301,404301,0,마력의 보석,2,0,0,0,0,404301,0,0,0,0,0,0,0,404301,404301,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404401,1,404401,404401,0,땅굴 환약,2,0,0,0,0,404401,0,0,0,0,0,0,0,404401,404401,0,20820,30101,0,0,0,0,0,0,0,0,0
0,404501,1,404501,404501,0,하급 언데드 교범,2,0,0,0,0,404501,0,0,0,0,0,0,0,404501,404501,0,20820,30101,0,0,0,0,0,0,0,0,0
