NationCodeStr,EffectID,Name,ActionName,Memo,Type,Interval,DurationTime,Toggle,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10
0,403509,403501,0,대쉬 강제 금지,2,0,50000,0,403509,0,0,0,0,0,0,0,0,17001
0,403510,403501,0,대쉬 강제 금지,2,0,55000,0,403510,0,0,0,0,0,0,0,0,17001
0,403511,403501,0,대쉬 강제 금지,2,0,60000,0,403511,0,0,0,0,0,0,0,0,17001
0,403512,403501,0,대쉬 강제 금지,2,0,65000,0,403512,0,0,0,0,0,0,0,0,17001
0,403513,403501,0,대쉬 강제 금지,2,0,70000,0,403513,0,0,0,0,0,0,0,0,17001
0,403514,403501,0,대쉬 강제 금지,2,0,75000,0,403514,0,0,0,0,0,0,0,0,17001
0,403515,403501,0,대쉬 강제 금지,2,0,80000,0,403515,0,0,0,0,0,0,0,0,17001
0,406601,406601,0,대쉬 강제 금지 PvP용,11,0,0,0,406601,0,0,0,0,0,0,0,0,17001
0,406701,406701,se_unrivaledCore1,코어 무적 이펙트 1,5,10000,0,0,406701,0,0,0,0,0,0,0,0,0
0,406702,406702,se_unrivaledCore2,코어 무적 이펙트 2,5,10000,0,0,406702,0,0,0,0,0,0,0,0,0
0,406801,406801,0,점프 강제 금지 (영구),11,0,0,0,406801,0,0,0,0,0,0,0,0,17001
0,411201,411201,0,경험치 2% 증가,1,0,1800000,0,411201,0,0,0,0,0,0,0,0,17001
0,411202,411202,0,경험치 3% 증가,1,0,3600000,0,411202,0,0,0,0,0,0,0,0,17001
0,411203,411203,0,경험치 4% 증가,1,0,7200000,0,411203,0,0,0,0,0,0,0,0,17001
0,411204,411204,0,경험치 5% 증가,1,0,10800000,0,411204,0,0,0,0,0,0,0,0,17001
0,411217,411217,0,경험치 5% 증가(채널),11,0,0,0,411217,0,0,0,0,0,0,0,0,17001
0,411218,411218,0,경험치 10% 증가(채널),11,0,0,0,411218,0,0,0,0,0,0,0,0,17001
0,411219,411219,0,경험치 20% 증가,11,0,0,0,411219,0,0,0,0,0,0,0,0,17001
0,411220,411220,0,경험치 15% 증가,11,0,0,0,411220,0,0,0,0,0,0,0,0,17001
0,411221,411221,0,경험치 30% 증가,11,0,0,0,411221,0,0,0,0,0,0,0,0,17001
0,411222,411222,0,"경험치 10%, 골드 10%, 최대hp,mp 10%",11,0,0,0,411222,0,0,0,0,0,0,0,0,17001
0,411223,411222,0,"경험치 10%, 골드 10%, 최대hp,mp 10%",11,0,0,0,411223,0,0,0,0,0,0,0,0,17001
0,411250,411250,0,경험치 20% 증가(피씨방),11,0,0,0,411250,0,0,0,0,0,0,0,0,17001
0,411301,411301,0,회피율 2% 증가,1,0,1800000,0,411301,0,0,0,0,0,0,0,0,17001
0,411302,411302,0,회피율 3% 증가,1,0,3600000,0,411302,0,0,0,0,0,0,0,0,17001
0,411303,411303,0,회피율 4% 증가,1,0,7200000,0,411303,0,0,0,0,0,0,0,0,17001
0,411304,411304,0,회피율 5% 증가,1,0,10800000,0,411304,0,0,0,0,0,0,0,0,17001
0,411401,411401,0,공격속도 2% 증가,1,0,1800000,0,411401,0,0,0,0,0,0,0,0,17001
0,411402,411402,0,공격속도 3% 증가,1,0,3600000,0,411402,0,0,0,0,0,0,0,0,17001
0,411403,411403,0,공격속도 4% 증가,1,0,7200000,0,411403,0,0,0,0,0,0,0,0,17001
0,411404,411404,0,공격속도 5% 증가,1,0,10800000,0,411404,0,0,0,0,0,0,0,0,17001
0,411501,411501,0,마법 방어력 2% 증가,1,0,1800000,0,411501,0,0,0,0,0,0,0,0,17001
0,411502,411502,0,마법 방어력 3% 증가,1,0,3600000,0,411502,0,0,0,0,0,0,0,0,17001
0,411503,411503,0,마법 방어력 4% 증가,1,0,7200000,0,411503,0,0,0,0,0,0,0,0,17001
0,411504,411504,0,마법 방어력 5% 증가,1,0,10800000,0,411504,0,0,0,0,0,0,0,0,17001
0,411601,411601,0,마법 공격력 2% 증가,1,0,1800000,0,411601,0,0,0,0,0,0,0,0,17001
0,411602,411602,0,마법 공격력 3% 증가,1,0,3600000,0,411602,0,0,0,0,0,0,0,0,17001
0,411603,411603,0,마법 공격력 4% 증가,1,0,7200000,0,411603,0,0,0,0,0,0,0,0,17001
0,411604,411604,0,마법 공격력 5% 증가,1,0,10800000,0,411604,0,0,0,0,0,0,0,0,17001
0,411701,411701,0,MP 회복속도 2% 증가,1,0,1800000,0,411701,0,0,0,0,0,0,0,0,17001
0,411702,411702,0,MP 회복속도 3% 증가,1,0,3600000,0,411702,0,0,0,0,0,0,0,0,17001
0,411703,411703,0,MP 회복속도 4% 증가,1,0,7200000,0,411703,0,0,0,0,0,0,0,0,17001
0,411704,411704,0,MP 회복속도 5% 증가,1,0,10800000,0,411704,0,0,0,0,0,0,0,0,17001
0,411801,411801,0,명중률 2% 증가,1,0,1800000,0,411801,0,0,0,0,0,0,0,0,17001
0,411802,411802,0,명중률 3% 증가,1,0,3600000,0,411802,0,0,0,0,0,0,0,0,17001
0,411803,411803,0,명중률 4% 증가,1,0,7200000,0,411803,0,0,0,0,0,0,0,0,17001
0,411804,411804,0,명중률 5% 증가,1,0,10800000,0,411804,0,0,0,0,0,0,0,0,17001
0,411901,411901,0,이동속도 2% 증가,1,0,1800000,0,411901,0,0,0,0,0,0,0,0,17001
0,411902,411902,0,이동속도 3% 증가,1,0,3600000,0,411902,0,0,0,0,0,0,0,0,17001
0,411903,411903,0,이동속도 4% 증가,1,0,7200000,0,411903,0,0,0,0,0,0,0,0,17001
0,411904,411904,0,이동속도 5% 증가,1,0,10800000,0,411904,0,0,0,0,0,0,0,0,17001
0,412001,412001,0,HP 회복속도 2% 증가,1,0,1800000,0,412001,0,0,0,0,0,0,0,0,17001
0,412002,412002,0,HP 회복속도 3% 증가,1,0,3600000,0,412002,0,0,0,0,0,0,0,0,17001
0,412003,412003,0,HP 회복속도 4% 증가,1,0,7200000,0,412003,0,0,0,0,0,0,0,0,17001
0,412004,412004,0,HP 회복속도 5% 증가,1,0,10800000,0,412004,0,0,0,0,0,0,0,0,17001
0,412101,412101,0,치명타 확률 2% 증가,1,0,1800000,0,412101,0,0,0,0,0,0,0,0,17001
0,412102,412102,0,치명타 확률 3% 증가,1,0,3600000,0,412102,0,0,0,0,0,0,0,0,17001
0,412103,412103,0,치명타 확률 4% 증가,1,0,7200000,0,412103,0,0,0,0,0,0,0,0,17001
0,412104,412104,0,치명타 확률 5% 증가,1,0,10800000,0,412104,0,0,0,0,0,0,0,0,17001
0,412201,412201,0,데미지 감소 2% 증가,1,0,1800000,0,412201,0,0,0,0,0,0,0,0,17001
0,412202,412202,0,데미지 감소 3% 증가,1,0,3600000,0,412202,0,0,0,0,0,0,0,0,17001
0,412203,412203,0,데미지 감소 4% 증가,1,0,7200000,0,412203,0,0,0,0,0,0,0,0,17001
0,412204,412204,0,데미지 감소 5% 증가,1,0,10800000,0,412204,0,0,0,0,0,0,0,0,17001
0,412301,412301,0,물리 공격력 2% 증가,1,0,1800000,0,412301,0,0,0,0,0,0,0,0,17001
0,412302,412302,0,물리 공격력 3% 증가,1,0,3600000,0,412302,0,0,0,0,0,0,0,0,17001
0,412303,412303,0,물리 공격력 4% 증가,1,0,7200000,0,412303,0,0,0,0,0,0,0,0,17001
0,412304,412304,0,물리 공격력 5% 증가,1,0,10800000,0,412304,0,0,0,0,0,0,0,0,17001
0,412401,412401,0,물리 방어력 2% 증가,1,0,1800000,0,412401,0,0,0,0,0,0,0,0,17001
0,412402,412402,0,물리 방어력 3% 증가,1,0,3600000,0,412402,0,0,0,0,0,0,0,0,17001
0,412403,412403,0,물리 방어력 4% 증가,1,0,7200000,0,412403,0,0,0,0,0,0,0,0,17001
0,412404,412404,0,물리 방어력 5% 증가,1,0,10800000,0,412404,0,0,0,0,0,0,0,0,17001
0,412501,412501,0,블록율 2% 증가,1,0,1800000,0,412501,0,0,0,0,0,0,0,0,17001
0,412502,412502,0,블록율 3% 증가,1,0,3600000,0,412502,0,0,0,0,0,0,0,0,17001
0,412503,412503,0,블록율 4% 증가,1,0,7200000,0,412503,0,0,0,0,0,0,0,0,17001
0,412504,412504,0,블록율 5% 증가,1,0,10800000,0,412504,0,0,0,0,0,0,0,0,17001
0,412601,412601,0,최대 HP 2% 증가,1,0,1800000,0,412601,0,0,0,0,0,0,0,0,17001
0,412602,412602,0,최대 HP 3% 증가,1,0,3600000,0,412602,0,0,0,0,0,0,0,0,17001
0,412603,412603,0,최대 HP 4% 증가,1,0,7200000,0,412603,0,0,0,0,0,0,0,0,17001
0,412604,412604,0,최대 HP 5% 증가,1,0,10800000,0,412604,0,0,0,0,0,0,0,0,17001
0,412701,412701,0,최대 MP 2% 증가,1,0,1800000,0,412701,0,0,0,0,0,0,0,0,17001
0,412702,412702,0,최대 MP 3% 증가,1,0,3600000,0,412702,0,0,0,0,0,0,0,0,17001
0,412703,412703,0,최대 MP 4% 증가,1,0,7200000,0,412703,0,0,0,0,0,0,0,0,17001
0,412704,412704,0,최대 MP 5% 증가,1,0,10800000,0,412704,0,0,0,0,0,0,0,0,17001
0,412801,412801,0,치명타 공격력 2% 증가,1,0,1800000,0,412801,0,0,0,0,0,0,0,0,17001
0,412802,412802,0,치명타 공격력 3% 증가,1,0,3600000,0,412802,0,0,0,0,0,0,0,0,17001
0,412803,412803,0,치명타 공격력 4% 증가,1,0,7200000,0,412803,0,0,0,0,0,0,0,0,17001
0,412804,412804,0,치명타 공격력 5% 증가,1,0,10800000,0,412804,0,0,0,0,0,0,0,0,17001
0,412901,412901,0,경험치 50% 증가(2등 캐릭터 보상),11,0,0,0,412901,0,0,0,0,0,0,0,0,17001
0,412902,412902,0,경험치 80% 증가(3등 캐릭터 보상),11,0,0,0,412902,0,0,0,0,0,0,0,0,17001
0,412903,412903,0,경험치 100% 증가(4등 캐릭터 보상),11,0,0,0,412903,0,0,0,0,0,0,0,0,17001
0,412904,412904,0,경험치 100% 증가(5등 캐릭터 보상),11,0,0,0,412904,0,0,0,0,0,0,0,0,17001
0,412905,412905,0,경험치 100% 증가(6등 캐릭터 보상),11,0,0,0,412905,0,0,0,0,0,0,0,0,17001
0,412906,412906,0,경험치 100% 증가(7등 캐릭터 보상),11,0,0,0,412906,0,0,0,0,0,0,0,0,17001
0,412907,412907,0,경험치 100% 증가(8등 캐릭터 보상),11,0,0,0,412907,0,0,0,0,0,0,0,0,17001
0,418001,418001,0,경험치 2배 증가 포션 (오전),1,0,21600000,0,418001,0,0,0,0,0,0,0,0,17001
0,418101,418101,0,경험치 2배 증가 포션 (오후),1,0,21600000,0,418101,0,0,0,0,0,0,0,0,17001
0,418201,418201,0,경험치 2배 증가 포션 (저녁),1,0,21600000,0,418201,0,0,0,0,0,0,0,0,17001
0,418301,418301,0,경험치 2배 증가 포션 (밤),1,0,21600000,0,418301,0,0,0,0,0,0,0,0,17001
0,418801,418801,0,송편 한접시,1,0,1000,0,418801,0,0,0,0,0,0,0,0,17001
0,418901,418901,0,왕만두 한접시,1,0,1000,0,418901,0,0,0,0,0,0,0,0,17001
0,419001,419001,0,유자열매,1,0,300000,0,419001,0,0,0,0,0,0,0,0,17001
0,419101,419101,0,흰색 월병,1,0,60000,0,419101,0,0,0,0,0,0,0,0,17001
0,419201,419201,0,붉은색 월병,1,0,60000,0,419201,0,0,0,0,0,0,0,0,17001
0,419301,419301,0,노랑색 월병,1,0,60000,0,419301,0,0,0,0,0,0,0,0,17001
0,419401,419401,0,녹색 월병,1,0,60000,0,419401,0,0,0,0,0,0,0,0,17001
0,420301,420301,0,경험치 더블UP 증가 포션 (1시간),1,0,3600000,0,420301,0,0,0,0,0,0,0,0,17001
0,430101,430101,0,경험치 5% 증가,1,1000,590000,0,430101,0,0,0,0,0,0,0,0,17001
0,430201,430201,0,경험치 10% 증가,1,1000,590000,0,430201,0,0,0,0,0,0,0,0,17001
0,430301,430301,0,경험치 15% 증가,1,1000,590000,0,430301,0,0,0,0,0,0,0,0,17001
0,430401,430401,0,경험치 20% 증가,1,1000,590000,0,430401,0,0,0,0,0,0,0,0,17001
0,430501,430501,0,크리티컬 10%증가,1,1000,590000,0,430501,0,0,0,0,0,0,0,0,17001
