NationCodeStr,AbilNo,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,64,에너지 볼,520,5000,3010,1090009013,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,65,에너지 볼,520,5000,3010,1090009014,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,66,에너지 볼,520,5000,3010,1090009015,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,67,스플래시 트랩1,520,10000,3010,1100008011,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,68,스플래시 트랩2,520,10000,3010,1100008012,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,69,스플래시 트랩3,520,10000,3010,1100008013,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,70,스플래시 트랩4,520,10000,3010,1100008014,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,71,스플래시 트랩5,520,10000,3010,1100008015,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,72,클레이모어1,520,8000,3010,1100014011,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,73,클레이모어2,520,8000,3010,1100014012,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,74,클레이모어3,520,8000,3010,1100014013,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,75,클레이모어4,520,8000,3010,1100014014,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,76,클레이모어5,520,8000,3010,1100014015,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,77,에너지 볼,520,5000,3010,1090009016,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,78,에너지 볼,520,5000,3010,1090009017,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,79,에너지 볼,520,5000,3010,1090009018,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,80,에너지 볼,520,5000,3010,1090009019,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,81,에너지 볼,520,5000,3010,1090009020,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,82,자동사격장치1,520,9000,3010,1100015011,3020,100,507,8,3008,2,3003,150,7312,0,0,0,2020,1000,0,0
0,83,자동사격장치2,520,12000,3010,1100015012,3020,100,507,8,3008,2,3003,150,7312,0,0,0,2020,1000,0,0
0,84,자동사격장치3,520,15000,3010,1100015013,3020,100,507,8,3008,2,3003,150,7312,0,0,0,2020,1000,0,0
0,85,자동사격장치4,520,18000,3010,1100015014,3020,100,507,8,3008,2,3003,150,7312,0,0,0,2020,1000,0,0
0,86,자동사격장치5,520,21000,3010,1100015015,3020,100,507,8,3008,2,3003,150,7312,0,0,0,2020,1000,0,0
0,87,디토네이터1,520,1000,3010,110001601,3020,100,507,2,3008,2,3003,150,7312,0,0,0,0,0,0,0
0,119,스노우 블루스 1,520,8000,3010,1090023011,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,120,스노우 블루스 2,520,8000,3010,1090023012,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,121,스노우 블루스 3,520,8000,3010,1090023013,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,122,스노우 블루스 4,520,8000,3010,1090023014,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,123,스노우 블루스 5,520,8000,3010,1090023015,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,124,백 드래프트 1,520,3000,3010,1090024011,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,1000,0,0
0,125,백 드래프트 2,520,3000,3010,1090024012,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,1000,0,0
0,126,백 드래프트 3,520,3000,3010,1090024013,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,1000,0,0
0,127,백 드래프트 4,520,3000,3010,1090024014,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,1000,0,0
0,128,백 드래프트 5,520,3000,3010,1090024015,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,1000,0,0
0,129,클라우드 킬 1,520,10000,3010,1090025011,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,130,클라우드 킬 2,520,10000,3010,1090025012,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,131,클라우드 킬 3,520,10000,3010,1090025013,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,132,클라우드 킬 4,520,10000,3010,1090025014,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,133,클라우드 킬 5,520,10000,3010,1090025015,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,139,사일런스 트랩 1,520,10000,3010,1100027011,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,140,사일런스 트랩 2,520,10000,3010,1100027012,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,141,사일런스 트랩 3,520,10000,3010,1100027013,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,142,사일런스 트랩 4,520,10000,3010,1100027014,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,143,사일런스 트랩 5,520,10000,3010,1100027015,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,144,엠피제로 트랩 1,520,10000,3010,1100028011,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,145,엠피제로 트랩 2,520,10000,3010,1100028012,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,146,엠피제로 트랩 3,520,10000,3010,1100028013,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,147,엠피제로 트랩 4,520,10000,3010,1100028014,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,148,엠피제로 트랩 5,520,10000,3010,1100028015,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,149,클라우드 킬 6,520,10000,3010,1090025016,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,150,클라우드 킬 7,520,10000,3010,1090025017,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,151,클라우드 킬 8,520,10000,3010,1090025018,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,152,클라우드 킬 9,520,10000,3010,1090025019,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,153,클라우드 킬 10,520,10000,3010,1090025020,3020,100,507,8,3008,2,3003,71,7312,0,0,0,2020,1000,0,0
0,154,스모크 그레네이드 1,520,5000,3010,1100029011,3020,100,507,8,3008,2,3003,47,7312,0,2051,1100029011,2020,1000,0,0
0,155,스모크 그레네이드 2,520,8000,3010,1100029012,3020,100,507,8,3008,2,3003,47,7312,0,2051,1100029012,2020,1000,0,0
0,156,스모크 그레네이드 3,520,11000,3010,1100029013,3020,100,507,8,3008,2,3003,47,7312,0,2051,1100029013,2020,1000,0,0
0,157,스모크 그레네이드 4,520,14000,3010,1100029014,3020,100,507,8,3008,2,3003,47,7312,0,2051,1100029014,2020,1000,0,0
0,158,스모크 그레네이드 5,520,17000,3010,1100029015,3020,100,507,8,3008,2,3003,47,7312,0,2051,1100029015,2020,1000,0,0
0,159,압정 (닌자),520,10000,3010,1700004011,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,160,압정 (닌자),520,10000,3010,1700004012,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,161,압정 (닌자),520,10000,3010,1700004013,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,162,압정 (닌자),520,10000,3010,1700004014,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,163,압정 (닌자),520,10000,3010,1700004015,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,165,목둔술! (통나무),520,10000,3010,1700005011,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,166,목둔술! (통나무),520,10000,3010,1700005012,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,167,목둔술! (통나무),520,10000,3010,1700005013,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,168,목둔술! (통나무),520,10000,3010,1700005014,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,169,목둔술! (통나무),520,10000,3010,1700005015,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,170,목둔술! (통나무),520,10000,3010,1700005016,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,171,목둔술! (통나무),520,10000,3010,1700005017,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,172,목둔술! (통나무),520,10000,3010,1700005018,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,173,목둔술! (통나무),520,10000,3010,1700005019,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,174,목둔술! (통나무),520,10000,3010,1700005020,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,175,융단폭격 (폭격),520,3000,3010,1500011011,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,176,융단폭격 (폭격),520,3000,3010,1500011012,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,177,융단폭격 (폭격),520,3000,3010,1500011013,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,178,융단폭격 (폭격),520,3000,3010,1500011014,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,179,융단폭격 (폭격),520,3000,3010,1500011015,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,180,융단폭격 (폭격),520,3000,3010,1500011016,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,181,융단폭격 (폭격),520,3000,3010,1500011017,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,182,융단폭격 (폭격),520,3000,3010,1500011018,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,183,융단폭격 (폭격),520,3000,3010,1500011019,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,184,융단폭격 (폭격),520,3000,3010,1500011020,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,185,WP 그레네이드 설치,520,10000,3010,1500008011,3020,100,507,8,3008,2,3003,47,7312,0,2051,1500008011,2020,1000,0,0
0,186,WP 그레네이드 설치,520,10000,3010,1500008012,3020,100,507,8,3008,2,3003,47,7312,0,2051,1500008012,2020,1000,0,0
0,187,WP 그레네이드 설치,520,10000,3010,1500008013,3020,100,507,8,3008,2,3003,47,7312,0,2051,1500008013,2020,1000,0,0
0,188,WP 그레네이드 설치,520,10000,3010,1500008014,3020,100,507,8,3008,2,3003,47,7312,0,2051,1500008014,2020,1000,0,0
0,189,WP 그레네이드 설치,520,10000,3010,1500008015,3020,100,507,8,3008,2,3003,47,7312,0,2051,1500008015,2020,1000,0,0
0,190,레이징 스톰 발사,520,7000,3010,1065009011,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,191,레이징 스톰 발사,520,7000,3010,1065009012,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,192,레이징 스톰 발사,520,7000,3010,1065009013,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,193,레이징 스톰 발사,520,7000,3010,1065009014,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,194,레이징 스톰 발사,520,7000,3010,1065009015,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,201,코자크 댄스 발사,520,7000,3010,1600007011,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,202,코자크 댄스 발사,520,7000,3010,1600007012,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,203,코자크 댄스 발사,520,7000,3010,1600007013,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,204,코자크 댄스 발사,520,7000,3010,1600007014,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,205,코자크 댄스 발사,520,7000,3010,1600007015,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,206,코자크 댄스 발사,520,7000,3010,1600007016,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,207,코자크 댄스 발사,520,7000,3010,1600007017,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,208,코자크 댄스 발사,520,7000,3010,1600007018,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,209,코자크 댄스 발사,520,7000,3010,1600007019,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,210,코자크 댄스 발사,520,7000,3010,1600007020,3020,100,507,8,3008,2,3003,47,7312,0,0,0,2020,1000,0,0
0,211,생츄어리 설치,520,40000,3010,1090028011,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028011,2020,1000,0,0
0,212,생츄어리 설치,520,40000,3010,1090028012,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028012,2020,1000,0,0
0,213,생츄어리 설치,520,40000,3010,1090028013,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028013,2020,1000,0,0
0,214,생츄어리 설치,520,40000,3010,1090028014,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028014,2020,1000,0,0
0,215,생츄어리 설치,520,40000,3010,1090028015,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028015,2020,1000,0,0
0,216,생츄어리 설치,520,40000,3010,1090028016,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028016,2020,1000,0,0
0,217,생츄어리 설치,520,40000,3010,1090028017,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028017,2020,1000,0,0
0,218,생츄어리 설치,520,40000,3010,1090028018,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028018,2020,1000,0,0
0,219,생츄어리 설치,520,40000,3010,1090028019,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028019,2020,1000,0,0
0,220,생츄어리 설치,520,40000,3010,1090028020,3020,100,507,8,3008,2,3003,96,7312,0,2051,1090028020,2020,1000,0,0
0,221,아크 생츄어리 설치,520,40000,3010,1020027011,3020,100,507,8,3008,2,3003,96,7312,0,2051,1020027011,2020,1000,0,0
0,222,아크 생츄어리 설치,520,40000,3010,1020027012,3020,100,507,8,3008,2,3003,96,7312,0,2051,1020027012,2020,1000,0,0
0,223,아크 생츄어리 설치,520,40000,3010,1020027013,3020,100,507,8,3008,2,3003,96,7312,0,2051,1020027013,2020,1000,0,0
0,224,아크 생츄어리 설치,520,40000,3010,1020027014,3020,100,507,8,3008,2,3003,96,7312,0,2051,1020027014,2020,1000,0,0
0,225,아크 생츄어리 설치,520,40000,3010,1020027015,3020,100,507,8,3008,2,3003,96,7312,0,2051,1020027015,2020,1000,0,0
0,240,조각상 설치,520,18000,3010,19101,3020,100,507,8,3008,2,3003,96,7312,0,2051,19101,0,0,559,4967
0,241,조각상 설치,520,18000,3010,19102,3020,100,507,8,3008,2,3003,96,7312,0,2051,19102,0,0,559,4967
0,242,조각상 설치,520,18000,3010,19103,3020,100,507,8,3008,2,3003,96,7312,0,2051,19103,0,0,559,4967
0,243,조각상(엘가) 설치 1,520,12000,0,0,3020,100,507,8,3008,2,3003,96,7312,0,2051,532001,2052,532201,559,4967
0,244,조각상(엘가) 설치 2,520,12000,0,0,3020,100,507,8,3008,2,3003,96,7312,0,2051,532001,2052,532201,559,4967
0,245,조각상(엘가) 설치 3,520,12000,0,0,3020,100,507,8,3008,2,3003,96,7312,0,2051,532001,2052,532201,559,4967
0,500,파티버프 전사,3101,500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,501,파티버프 매지션,3101,500101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,502,파티버프 궁수,3101,500201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,503,파티버프 도둑,3101,500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,504,파티버프 기사,3101,500401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,505,파티버프 투사,3101,500501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,506,파티버프 메이지,3101,500601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,507,파티버프 전투마법사,3101,500701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,508,파티버프 사냥꾼,3101,500801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,509,파티버프 레인저,3101,500901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,510,파티버프 광대,3101,501001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,511,파티버프 암살자,3101,501101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,512,파티버프 성기사,3101,501201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,513,파티버프 검투사,3101,501301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,514,파티버프 위자드,3101,501401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,515,파티버프 워메이지,3101,501501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,516,파티버프 트랩퍼,3101,501601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,517,파티버프 저격수,3101,501701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,518,파티버프 댄서,3101,501801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,519,파티버프 닌자,3101,501901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,620,파티버프 주술사,3101,502001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,621,파티버프 더블파이터,3101,502101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,622,파티버프 소환사,3101,502201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,623,파티버프 쌍둥이,3101,502301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,624,파티버프 비스트마스터,3101,502401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,625,파티버프 미라지,3101,502501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9119,스노우 블루스 1,520,8000,3010,109002201,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,9120,스노우 블루스 2,520,8000,3010,109002202,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,9121,스노우 블루스 3,520,8000,3010,109002203,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,9122,스노우 블루스 4,520,8000,3010,109002204,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,9123,스노우 블루스 5,520,8000,3010,109002205,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,9124,(Test)문어 먹물,520,8000,3010,1031051011,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,90001,곰 쏜다,520,3000,3010,95000101,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,6000,0,0
0,90002,곰 쏜다,520,3000,3010,95000102,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,6000,0,0
0,90003,곰 쏜다,520,3000,3010,95000103,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,6000,0,0
0,90004,곰 쏜다,520,3000,3010,95000104,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,6000,0,0
0,90005,곰 쏜다,520,3000,3010,95000105,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,6000,0,0
0,90011,곰 돈다,520,2500,3010,95000301,3020,300,507,8,3008,2,3003,75,7312,0,0,0,2020,4000,0,0
0,90012,곰 돈다,520,2500,3010,95000302,3020,300,507,8,3008,2,3003,75,7312,0,0,0,2020,4000,0,0
0,90013,곰 돈다,520,2500,3010,95000303,3020,300,507,8,3008,2,3003,75,7312,0,0,0,2020,4000,0,0
0,90014,곰 돈다,520,2500,3010,95000304,3020,300,507,8,3008,2,3003,75,7312,0,0,0,2020,4000,0,0
0,90015,곰 돈다,520,2500,3010,95000305,3020,300,507,8,3008,2,3003,75,7312,0,0,0,2020,4000,0,0
0,1000111,프리징 트랩 1,520,10000,3010,1100026011,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000112,프리징 트랩 2,520,10000,3010,1100026012,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000113,프리징 트랩 3,520,10000,3010,1100026013,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000114,프리징 트랩 4,520,10000,3010,1100026014,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000115,프리징 트랩 5,520,10000,3010,1100026015,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000116,프리징 트랩 6,520,10000,3010,1100026016,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000117,프리징 트랩 7,520,10000,3010,1100026017,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000118,프리징 트랩 8,520,10000,3010,1100026018,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000119,프리징 트랩 9,520,10000,3010,1100026019,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000120,프리징 트랩 10,520,10000,3010,1100026020,3020,100,507,8,3008,2,3003,74,7312,0,0,0,2020,1000,0,0
0,1000211,체인 쉴드 (성기사 방패),520,5000,3010,105400201,3020,100,507,8,3008,2,3003,150,7312,5000,0,0,2020,300,0,0
0,1000212,체인 쉴드 (성기사 방패),520,5500,3010,105400202,3020,100,507,8,3008,2,3003,150,7312,5000,0,0,2020,300,0,0
0,1000213,체인 쉴드 (성기사 방패),520,6000,3010,105400203,3020,100,507,8,3008,2,3003,150,7312,5000,0,0,2020,300,0,0
0,1000321,프로즌샷,520,3500,3010,109003201,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,1000322,프로즌샷,520,3500,3010,109003202,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,1000323,프로즌샷,520,3500,3010,109003203,3020,100,507,8,3008,2,3003,50,7312,0,0,0,2020,1000,0,0
0,1000601,발칸 300 설치,520,6000,3010,1500017011,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000602,발칸 300 설치,520,7000,3010,1500017012,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000603,발칸 300 설치,520,8000,3010,1500017013,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000604,발칸 300 설치,520,9000,3010,1500017014,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000605,발칸 300 설치,520,10000,3010,1500017015,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000606,발칸 300 설치,520,10000,3010,1500017016,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000607,발칸 300 설치,520,10000,3010,1500017017,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000608,발칸 300 설치,520,10000,3010,1500017018,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000609,발칸 300 설치,520,10000,3010,1500017019,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000610,발칸 300 설치,520,10000,3010,1500017020,3020,100,507,8,3008,2,3003,144,7312,0,0,0,2020,500,0,0
0,1000801,스파크 롹,520,4000,3010,102003601,3020,100,507,8,3008,2,3003,100,7312,0,101,3000,2020,500,0,0
0,1000802,스파크 롹,520,4500,3010,102003602,3020,100,507,8,3008,2,3003,100,7312,0,101,3000,2020,500,0,0
0,1000803,스파크 롹,520,5000,3010,102003603,3020,100,507,8,3008,2,3003,100,7312,0,101,3000,2020,500,0,0
0,1000804,스파크 롹,520,5500,3010,102003604,3020,100,507,8,3008,2,3003,100,7312,0,101,3000,2020,500,0,0
