NationCodeStr,SkillAbilID,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,20400,그로기 축적 10 Lv,7691,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20410,그로기 축적 11 Lv,7691,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20420,그로기 축적 12 Lv,7691,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20430,그로기 축적 13 Lv,7691,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20440,그로기 축적 14 Lv,7691,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20450,그로기 축적 15 Lv,7691,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20510,그로기 감소 완화 1Lv,7701,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20520,그로기 감소 완화 2Lv,7701,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20530,그로기 감소 완화 3Lv,7701,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20540,그로기 감소 완화 4Lv,7701,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20550,그로기 감소 완화 5Lv,7701,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20560,그로기 감소 완화 6Lv,7701,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20570,그로기 감소 완화 7Lv,7701,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20580,그로기 감소 완화 8Lv,7701,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20590,그로기 감소 완화 9Lv,7701,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20600,그로기 감소 완화 10Lv,7701,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20610,그로기 감소 완화 11Lv,7701,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20620,그로기 감소 완화 12Lv,7701,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20630,그로기 감소 완화 13Lv,7701,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20640,그로기 감소 완화 14Lv,7701,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20650,그로기 감소 완화 15Lv,7701,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20700,아이템 이펙트 어빌(공격 데코 이펙트 발생),6016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20710,대상 스턴 0Lv,2075,10000,2051,101020100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20711,대상 스턴 1Lv,2075,10000,2051,101020101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20712,대상 스턴 2Lv,2075,10000,2051,101020102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20713,대상 스턴 3Lv,2075,10000,2051,101020103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20714,대상 스턴 4Lv,2075,10000,2051,101020104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20715,대상 스턴 5Lv,2075,10000,2051,101020105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20716,대상 스턴 6Lv,2075,10000,2051,101020106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20800,각성기 슈퍼 아머,3510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20801,궁극기 무적,3511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20803,궁극기 - 각성기 게이미 모두 소모 어빌,3507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20804,데스스팅거 1Lv 전진거리,2086,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20805,데스스팅거 2Lv 전진거리,2086,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20806,데스스팅거 3Lv 전진거리,2086,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20807,데스스팅거 4Lv 전진거리,2086,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20808,데스스팅거 5Lv 전진거리,2086,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20811,피격 대상 30 밀기(크기 상관 없음),2072,100009101,2073,100009101,2074,100009101,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20812,피격 대상 60 밀기(크기 상관 없음),2072,100009201,2073,100009201,2074,100009201,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20813,피격 대상 90 밀기(크기 상관 없음),2072,100009301,2073,100009301,2074,100009301,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20814,피격 대상 30 밀기(크기 상관 없음)_중심기준,2072,100009401,2073,100009401,2074,100009401,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20815,피격 대상 60 밀기(크기 상관 없음)_중심기준,2072,100009501,2073,100009501,2074,100009501,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20816,피격 대상 90 밀기(크기 상관 없음)_중심기준,2072,100009601,2073,100009601,2074,100009601,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20819,퓨전 사용가능 스킬 구분 이펙트,221,400200101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20820,스킬 Range  skillrange,2082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20821,스킬 Range  item 테이블,2082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20822,스킬 Range  skill + item,2082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20823,2개체 관통,3067,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20824,3개체 관통,3067,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20825,4개체 관통,3067,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20826,5개체 관통,3067,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20827,6개체 관통,3067,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20828,7개체 관통,3067,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20829,8개체 관통,3067,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20830,9개체 관통,3067,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20831,필살 Lv1 적용 (40%),3810,100007701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20832,필살 Lv2 적용 (70%),3810,100007702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20833,필살 Lv3 적용 (100%),3810,100007703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20834,필살 Lv4 적용 (150%),3810,100007704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20835,필살 Lv5 적용 (200%),3810,100007705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20841,필중 Lv1 적용 (40%),3810,100007801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20842,필중 Lv2 적용 (70%),3810,100007802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20843,필중 Lv3 적용 (100%),3810,100007803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20844,필중 Lv4 적용 (150%),3810,100007804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20845,필중 Lv5 적용 (200%),3810,100007805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20846,메인 클래스 각인 플래그 값,3630,1,3607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20847,서브 캐릭터 각인 플래그 값,3630,2,3607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20848,메인 캐릭터 연계포인트 체크 플래그 값,3632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20849,서브 캐릭터 연계포인트 체크 플래그 값,3632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20850,각인 플래그 제거 기능(하모니 피니쉬 필수 어빌),3633,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20851,피니쉬무브 2연타 어빌,2089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20852,하모니 발동 어빌(피니쉬 스킬 필수 어빌),3608,1,3605,400302601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20853,임펙트 블로우 확률발동 디버프 1Lv,2075,2500,2051,400302501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20854,임펙트 블로우 확률발동 디버프 2Lv,2075,2500,2051,400302502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20855,임펙트 블로우 확률발동 디버프 3Lv,2075,2500,2051,400302503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20856,격투가 스킬 글로벌 쿨타임 무시 어빌,3127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20860,Skill : Caster가 전진하는 길이,2086,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20870,Skill : Target이 밀리는 길이,2087,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20872,다운된 적이 피격당하면 움찔거리기,2072,100004702,2073,100004702,2074,100004702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20873,다운시 좀 더 길게 움찔거리기,2072,100004703,2073,100004703,2074,100004703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20874,데스스팅거 뒤로 밀기(120),2072,100005711,2073,100005711,2074,100005711,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20875,피격대상 스턴(곰간다),2051,101020103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20876,일반_다운대상 공격 가능,2090,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20877,라이트닝 마그넷용 a_pull,2072,100005714,2073,100005714,2074,100005714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20878,크로스 블레이드 뒤로 밀기(120),2072,100005711,2073,100005712,2074,100005713,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20879,전격감전 2 (스파크락 밸런스용 0.1초),2072,100002011,2073,100002011,2074,100002011,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20880,땅에 서 있거나 쓰러진 놈 +2 띄우기,2072,100004901,2073,100004901,2074,100004901,2090,3,0,0,0,0,0,0,0,0,0,0,3682,1
0,20881,그 자리에 넘어뜨리기,2072,100004701,2073,100004701,2074,100004701,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20882,뜬 상태에서 데미지,2072,100005430,2073,100005430,2074,100005430,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20883,뒤로 튕겨져 나가기 2,2072,100005431,2073,100005431,2074,100005431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20884,적대상을 무조건 +2 띄우기,2072,100004901,2073,100004901,2074,100004901,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20885,뜬 상태로 연타데미지(도둑),2072,100005451,2073,100005451,2074,100005451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20886,적대상을 무조건 +3 띄우기,2072,100005001,2073,100005001,2074,100005001,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20887,공중에 뜬 대상을 공중에 뜬 상태에서만 타격가능,560,2,2090,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20888,전격 튕기기,2072,100005433,2073,100005433,2074,100005433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20889,띄워진 놈 상태잡기,2090,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20891,플래시뱅 맞아서 눈이 멀었음,2072,100011201,2073,100011201,2074,100011201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20892,HE 그레네이드만의 어빌,560,3,2090,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20893,적대상을 무조건 +1 띄우기,2072,100004801,2073,100004801,2074,100004801,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20895,땅바닥에 메다 꽂기,2072,100005429,2073,100005429,2074,100005429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20898,공중에서만 사용가능한 스킬,560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20899,땅에 서 있거나 쓰러진 놈 +1 띄우기,2072,100004801,2073,100004801,2074,100004801,2090,3,0,0,0,0,0,0,0,0,0,0,3682,1
0,20900,공중으로 살짝 쳐올리기 (대공사격),2072,100005453,2073,100005453,2074,100005453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20901,코어를 타격해도 흔들리지 않아요,562,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20903,로켓 펀치와 노즐 개조를 연결하자,580,104301901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20904,전격 감전,2072,100002001,2073,100002001,2074,100002001,0,0,0,0,0,0,0,0,0,0,0,0,3682,1
0,20905,애로우 샤워 - 몬스터 경직 어빌,522,1,2042,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20906,근거리물리/트리에보임/인스탄스,2011,16777216,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20907,근거리물리/트리에안보임/인스탄스,2011,16777216,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20908,근거리물리/트리에보임/캐스트,2011,16777216,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20909,근거리물리/트리에안보임/캐스트,2011,16777216,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20910,메인터넌스물리/트리에보임/인스탄스,2011,16777217,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20911,메인터넌스물리/트리에안보임/인스탄스,2011,16777217,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20912,메인터넌스물리/트리에보임/캐스트,2011,16777217,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20913,메인터넌스물리/트리에안보임/캐스트,2011,16777217,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20914,원거리물리/트리에보임/인스탄스,2011,16777218,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20915,원거리물리/트리에안보임/인스탄스,2011,16777218,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20916,원거리물리/트리에보임/캐스트,2011,16777218,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20917,원거리물리/트리에안보임/캐스트,2011,16777218,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20918,근거리마법/트리에보임/인스탄스,2011,33554432,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20919,근거리마법/트리에안보임/인스탄스,2011,33554432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20920,근거리마법/트리에보임/캐스트,2011,33554432,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20921,근거리마법/트리에안보임/캐스트,2011,33554432,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20922,메인터넌스마법/트리에보임/인스탄스,2011,33554433,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20923,메인터넌스마법/트리에안보임/인스탄스,2011,33554433,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20924,메인터넌스마법/트리에보임/캐스트,2011,33554433,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20925,메인터넌스마법/트리에안보임/캐스트,2011,33554433,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20926,원거리마법/트리에보임/인스탄스,2011,33554434,2079,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20927,원거리마법/트리에안보임/인스탄스,2011,33554434,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20928,원거리마법/트리에보임/캐스트,2011,33554434,2079,1,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20929,원거리마법/트리에안보임/캐스트,2011,33554434,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20930,안배워도사용하는 근거리물리/트리에안보임/인스탄스,2011,150994944,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20931,안배워도사용하는 메인텐물리/트리에안보임/인스탄스,2011,150994945,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20932,안배워도사용하는 원거리물리/트리에안보임/인스탄스,2011,150994946,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20933,안배워도사용하는 근거리마법/트리에안보임/인스탄스,2011,167772160,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20934,안배워도사용하는 메인텐마법/트리에안보임/인스탄스,2011,167772161,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20935,안배워도사용하는 원거리마법/트리에안보임/인스탄스,2011,167772162,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20936,안배워도사용하는 근거리물리/트리에안보임/캐스트,2011,150994944,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20937,"땅에 쓰러져 있는 놈, +1 높이로 띄우기",2072,100004801,2073,100004801,2074,100004801,2090,2,0,0,0,0,0,0,0,0,0,0,3682,1
0,20938,안배워도사용하는 근거리마법/트리에안보임/캐스트,2011,167772160,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20939,안배워도사용하는 원거리마법/트리에안보임/캐스트,2011,167772162,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21000,스킬 Range  skillrange + 스킬당하면 블록불가,2082,1,3682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21001,액션 후 블록불가,3683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21002,액션 후 블록가능,3683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21003,스킬당하면 블록불가,3681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21020,스킬 Range  skillrange + 블록불가 스킬,2082,1,3681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28000,에어 스프레쉬 임시 어빌,562,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28001,"소환체 대쉬스킬 어빌(미스트,다이크)",2018,4,2011,33554432,561,5,7082,50000,0,0,0,0,0,0,0,0,0,0,0,0
0,28002,롹펀치 추가 어빌,561,2,545,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28003,다이크 포효 스킬 추가 어빌,561,2,2027,1800,1009,30,3340,1,0,0,0,0,0,0,0,0,0,0,0,0
0,28004,"마법공격력 적용, 인스턴스",2011,33554432,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28005,어스퀘이크 대쉬/점프 금지 디버프 부여,2052,403401,2053,403501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28006,2 연속 발동 스킬 횟수 어빌,2089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28007,3 연속 발동 스킬 횟수 어빌,2089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28008,4 연속 발동 스킬 횟수 어빌,2089,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28009,5 연속 발동 스킬 횟수 어빌,2089,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28010,6 연속 발동 스킬 횟수 어빌,2089,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28011,7 연속 발동 스킬 횟수 어빌,2089,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28012,8 연속 발동 스킬 횟수 어빌,2089,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28013,9 연속 발동 스킬 횟수 어빌,2089,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28014,10 연속 발동 스킬 횟수 어빌,2089,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28015,11 연속 발동 스킬 횟수 어빌,2089,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28016,12 연속 발동 스킬 횟수 어빌,2089,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28017,13 연속 발동 스킬 횟수 어빌,2089,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
