ResNo,Memo,IconPath,XmlPath,U,V,UVIndex,AddResNo1,AddResNo2,AddResNo3
449801,[길드] 날카로운 바람[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,11,0,0,0
450301,[길드] 피의 바람[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
450801,[길드] 복수의 바람[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,13,0,0,0
451301,[길드] 이동속도 진흙[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
451801,[길드] 공격속도 진흙[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
452301,[길드] 쿨다운타임 진흙[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
452801,[길드] 회복의 진흙[1등급],../Data/6_UI/icon/skillbuff05.tga,.,8,8,17,0,0,0
453301,"[길드] 이동속도 -10%,1분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
453302,"[길드] 이동속도 -20%,1분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
453303,"[길드] 이동속도 -20%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
453304,"[길드] 이동속도 -30%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
453305,"[길드] 이동속도 -50%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,14,0,0,0
453801,"[길드] 공격속도 -10%,1분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
453802,"[길드] 공격속도 -20%,1분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
453803,"[길드] 공격속도 -20%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
453804,"[길드] 공격속도 -30%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
453805,"[길드] 공격속도 -50%,3분",../Data/6_UI/icon/skillbuff05.tga,.,8,8,15,0,0,0
454301,냄새주머니(원령나무희귀 얼음사마귀),../Data/6_UI/icon/skillbuff01.tga,.,8,8,55,0,0,0
454401,마법주문서(영혼의안식처희귀 얼음요정),../Data/6_UI/icon/skillbuff01.tga,.,8,8,55,0,0,0
454501,푸른 결정체(곰발톱광산희귀 수호용),../Data/6_UI/icon/skillbuff01.tga,.,8,8,55,0,0,0
454601,쇳조각(눈구름골짜기희귀 북극곰),../Data/6_UI/icon/skillbuff01.tga,.,8,8,55,0,0,0
455001,피의 바람 1등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
455101,버프삭제 진흙 1등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
455102,버프삭제 진흙 2등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
455103,버프삭제 진흙 3등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
455104,버프삭제 진흙 4등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
455105,버프삭제 진흙 5등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,16,0,0,0
455201,피의 바람 2등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
455301,피의 바람 3등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
455401,피의 바람 4등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
455501,피의 바람 5등급 데미지이펙트,../Data/6_UI/icon/skillbuff05.tga,.,8,8,12,0,0,0
455701,[일본이벤트] 멜론빵,../Data/6_UI/icon/skillbuff05.tga,.,8,8,30,0,0,0
456101,30초간 힘+10,../Data/6_UI/icon/skillbuff05.tga,.,8,8,2,0,0,0
456201,30초간 지능+10,../Data/6_UI/icon/skillbuff05.tga,.,8,8,2,0,0,0
456301,30초간 민첩+10,../Data/6_UI/icon/skillbuff05.tga,.,8,8,2,0,0,0
456401,30초간 건강+10,../Data/6_UI/icon/skillbuff05.tga,.,8,8,2,0,0,0
456501,[한국이벤트] 보름달 버프아이콘,../Data/6_UI/icon/skillbuff05.tga,.,8,8,37,0,0,0
456601,추석풍선버프 [경험치 5%],../Data/6_UI/icon/skillbuff05.tga,.,8,8,38,0,0,0
456701,추석풍선버프 [HP회복속도 20%],../Data/6_UI/icon/skillbuff05.tga,.,8,8,39,0,0,0
456901,[가장무도회] 블랙 쉐도우 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,41,0,0,0
457001,[가장무도회] 하프 레드 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,42,0,0,0
457101,[가장무도회] 블루 쉐도우 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,43,0,0,0
457201,[가장무도회] 화이트 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,44,0,0,0
457301,[가장무도회] 레드 스타 광대 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,45,0,0,0
457401,[가장무도회] 쥬얼리 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,46,0,0,0
457501,[가장무도회] 블랙 캣 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,47,0,0,0
457601,[가장무도회] 블루 화이트 털 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,48,0,0,0
457701,[가장무도회] 퍼플 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,49,0,0,0
457801,[가장무도회] 래드 스프라이트 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,50,0,0,0
457901,[가장무도회] 옐로우 고스트 가면,../Data/6_UI/icon/skillbuff05.tga,.,8,8,51,0,0,0
458001,[아이템장착파티버프] 경험치 3%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,8,0,0,0
458101,[아이템장착파티버프] 경험치 4%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,8,0,0,0
458201,[아이템장착파티버프] 경험치 5%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,8,0,0,0
458301,[아이템장착파티버프] 골드 100%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,9,0,0,0
458401,[아이템장착파티버프] 골드 30%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,9,0,0,0
458501,[아이템장착파티버프] 공격속도 -20%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,23,0,0,0
458601,[아이템장착파티버프] 공격속도 4%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,22,0,0,0
458701,[아이템장착파티버프] 공격속도 5%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,22,0,0,0
458801,[아이템장착파티버프] 마공 4%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,44,0,0,0
458901,[아이템장착파티버프] 마공 5%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,44,0,0,0
459001,[아이템장착파티버프] 마방 2%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,45,0,0,0
459101,[아이템장착파티버프] 물공 4%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,44,0,0,0
459201,[아이템장착파티버프] 물공 5%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,44,0,0,0
459301,[아이템장착파티버프] 물방 2%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,45,0,0,0
459401,[아이템장착파티버프] 이동속도 2%,../Data/6_UI/icon/skillbuff05.tga,.,8,8,19,0,0,0
459501,[아이템장착파티버프] 이동속도 -20%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,19,0,0,0
459601,[아이템장착파티버프] 이동속도 3%,../Data/6_UI/icon/skillbuff05.tga,.,8,8,19,0,0,0
459701,[아이템장착파티버프] 이동속도 5%,../Data/6_UI/icon/skillbuff05.tga,.,8,8,19,0,0,0
459801,[아이템장착파티버프] 치명타 2%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,54,0,0,0
459901,[아이템장착파티버프] 치명타 3%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,54,0,0,0
460001,[아이템장착파티버프] 치명타 5%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,54,0,0,0
460101,[아이템장착파티버프] 치명타 확률 2%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,40,0,0,0
460201,[아이템장착파티버프] 치명타 확률 3%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,40,0,0,0
460301,[아이템장착파티버프] 회피율 3%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,20,0,0,0
460401,[아이템장착파티버프] 회피율 4%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,20,0,0,0
460501,[아이템장착파티버프] CON +10,../Data/6_UI/icon/skillbuff01.tga,.,8,8,41,0,0,0
460601,[아이템장착파티버프] DEX +10,../Data/6_UI/icon/skillbuff01.tga,.,8,8,32,0,0,0
460701,[아이템장착파티버프] HP/MP최대증가 10%,../Data/6_UI/icon/skillbuff02.tga,.,8,8,10,0,0,0
460801,[아이템장착파티버프] HP최대증가 10%,../Data/6_UI/icon/skillbuff05.tga,.,8,8,39,0,0,0
460901,[아이템장착파티버프] HP회복속도 25%,../Data/6_UI/icon/skillbuff01.tga,.,8,8,25,0,0,0
461001,[아이템장착파티버프] INT +10,../Data/6_UI/icon/skillbuff01.tga,.,8,8,8,0,0,0
461101,[아이템장착파티버프] MP최대증가 10%,../Data/6_UI/icon/skillbuff05.tga,.,8,8,18,0,0,0
461201,[아이템장착파티버프] STR +10,../Data/6_UI/icon/skillbuff01.tga,.,8,8,1,0,0,0
461701,명중하락아아콘,../Data/6_UI/icon/skillbuff01_tw.tga,.,8,8,8,0,0,0
465101,[직업생산 개선]연한 녹즙,../Data/6_UI/icon/skillbuff06.tga,.,8,8,44,311,0,0
465102,[직업생산 개선]진한 녹즙,../Data/6_UI/icon/skillbuff06.tga,.,8,8,45,311,0,0
465103,[직업생산 개선]이상한 녹즙,../Data/6_UI/icon/skillbuff06.tga,.,8,8,46,311,0,0
465201,[직업생산 개선]작은 불씨,../Data/6_UI/icon/skillbuff06.tga,.,8,8,47,311,0,0
465202,[직업생산 개선]큰 불씨,../Data/6_UI/icon/skillbuff06.tga,.,8,8,48,311,0,0
465203,[직업생산 개선]위험한 불씨,../Data/6_UI/icon/skillbuff06.tga,.,8,8,49,311,0,0
465301,[직업생산 개선]허름한 돌 조각상,../Data/6_UI/icon/skillbuff06.tga,.,8,8,50,311,0,0
465302,[직업생산 개선]견고한 돌 조각상,../Data/6_UI/icon/skillbuff06.tga,.,8,8,51,311,0,0
465303,[직업생산 개선]화려한 돌 조각상,../Data/6_UI/icon/skillbuff06.tga,.,8,8,52,311,0,0
465401,드래곤 로드의 축복,../Data/6_UI/icon/skillbuff02.tga,.,8,8,56,0,0,0
467701,대만요청 체널이펙트 경험치 20%,../Data/6_UI/icon/skillbuff03.tga,.,12,12,4,0,0,0
467801,대만요청 체널이펙트 경험치 30%,../Data/6_UI/icon/skillbuff03.tga,.,12,12,5,0,0,0
467901,대만요청 체널이펙트 경험치 40%,../Data/6_UI/icon/skillbuff03.tga,.,12,12,6,0,0,0
468001,대만요청 체널이펙트 경험치 50%,../Data/6_UI/icon/skillbuff03.tga,.,12,12,7,0,0,0
468101,드래곤 로드의 축복,../Data/6_UI/icon/skillbuff02.tga,Item/Common/11_Back/300_Bak_5017_0102.xml,8,8,56,0,0,0
11000010,전사 1차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10002.xml,12,12,8,0,0,0
11000020,전사 1차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10002_0101.xml,12,12,10,0,0,0
11000030,전사 1차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10002_0102.xml,12,12,11,0,0,0
11000040,전사 2차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10003.xml,12,12,49,0,0,0
11000050,전사 2차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10003_0101.xml,12,12,12,0,0,0
11000060,전사 2차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10003_0102.xml,12,12,13,0,0,0
11000070,전사 3차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10007.xml,12,12,54,0,0,0
11000080,전사 3차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10007_0101.xml,12,12,26,0,0,0
11000090,전사 3차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10007_0102.xml,12,12,27,0,0,0
11000100,전사 4차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10009.xml,12,12,76,0,0,0
11000110,전사 4차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10009_0101.xml,12,12,38,0,0,0
11000120,전사 4차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10009_0102.xml,12,12,39,0,0,0
11000130,전사 5차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10004.xml,12,12,50,0,0,0
11000140,전사 5차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10004_0101.xml,12,12,14,0,0,0
11000150,전사 5차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10004_0102.xml,12,12,15,0,0,0
11000160,전사 6차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10005.xml,12,12,52,0,0,0
11000170,전사 6차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10005_0101.xml,12,12,22,0,0,0
11000180,전사 6차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10005_0102.xml,12,12,23,0,0,0
11000190,전사 7차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10008.xml,12,12,74,0,0,0
11000200,전사 7차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10008_0101.xml,12,12,34,0,0,0
11000210,전사 7차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10008_0102.xml,12,12,35,0,0,0
11000220,전사 8차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10010.xml,12,12,78,0,0,0
11000230,전사 8차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10010_0101.xml,12,12,42,0,0,0
11000240,전사 8차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10010_0102.xml,12,12,43,0,0,0
11000250,전사 9차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10013.xml,12,12,82,0,0,0
11000260,전사 9차 상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10013_0101.xml,12,12,50,0,0,0
11000270,전사 9차 최상급 한손검,../Data/6_UI/icon/IconWar02.tga,Item/Common/12_Weapon/01_swd/swd_10013_0102.xml,12,12,51,0,0,0
11000280,전사 10차 일반 한손검,../Data/6_UI/icon/IconWar01.tga,Item/Common/12_Weapon/01_swd/swd_10012.xml,12,12,80,0,0,0
