NationCodeStr,SkillNo,Level,NameNo,RscNameNo,ActionName,Memo,Type,ClassLimit,DraClassLimit,LevelLimit,WeaponLimit,StateLimit,ParentSkill,Target,Range,CastTime,CoolTime,AnimationTime,MP,HP,EffectID,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,CmdStringNo,f_ActionCategory
0,10100,1,0,0,a_revive,부활,1,0,0,0,0,0,10100,0,0,0,0,0,0,0,10100,10100,0,20820,0,0,0,0,0,0,0,0,0
0,11101,1,0,0,a_Resurrection_01,부활하는 모션,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11101,11101,0,20820,0,0,0,0,0,0,0,0,0
0,11102,1,0,0,a_Resurrection_yn,부활할 때 물어보자!,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11102,11102,0,20820,0,0,0,0,0,0,0,0,0
0,11301,1,0,0,a_rest,의자에 앉아 빈둥거리기,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11301,11301,0,20820,0,0,0,0,0,0,0,0,0
0,11401,1,0,0,0,궤짝 아이템 이펙트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11401,11401,0,20820,0,0,0,0,0,0,0,0,0
0,11501,1,0,0,0,도움이 되는 상자 이펙트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11501,11501,0,20820,0,0,0,0,0,0,0,0,0
0,11601,1,0,0,0,헌터캡슐 이펙트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11601,11601,0,20820,0,0,0,0,0,0,0,0,0
0,11701,1,0,0,a_Man_Cook,요리발동,1,137438953470,137438953470,0,0,0,0,0,0,0,0,0,0,0,0,11701,0,20820,0,0,0,0,0,0,0,0,0
0,11801,1,0,0,a_Man_Workmanship,세공발동,1,137438953470,137438953470,0,0,0,0,0,0,0,0,0,0,0,0,11801,0,20820,0,0,0,0,0,0,0,0,0
0,11901,1,0,0,a_Man_Spell,마력추출발동,1,137438953470,137438953470,0,0,0,0,0,0,0,0,0,0,0,0,11901,0,20820,0,0,0,0,0,0,0,0,0
0,19001,1,19001,209001601,0,엠포리아 치유의 샘 이펙트,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19001,19001,0,20820,0,0,0,0,0,0,0,0,0
0,19101,1,0,0,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,0,0,0,19101,4,0,0,100,0,0,0,19101,19101,20919,20820,0,0,0,0,0,0,0,0,0
0,19102,2,0,0,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,0,0,0,19101,4,0,0,100,0,0,0,19102,19102,20919,20820,0,0,0,0,0,0,0,0,0
0,19103,3,0,0,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,0,0,0,19101,4,0,0,100,0,0,0,19103,19103,20919,20820,0,0,0,0,0,0,0,0,0
0,19201,1,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 1,2,137438953470,137438953470,0,0,0,19201,64,10,0,0,200,0,0,19201,19201,20920,20820,0,0,0,0,0,0,0,0,0
0,19202,2,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 2,2,137438953470,137438953470,0,0,0,19201,64,10,0,0,200,0,0,19202,19202,20920,20820,0,0,0,0,0,0,0,0,0
0,19203,3,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 3,2,137438953470,137438953470,0,0,0,19201,64,10,0,0,200,0,0,19203,19203,20920,20820,0,0,0,0,0,0,0,0,0
0,19401,1,465301,465301,0,조각상 버프 스킬 1,2,137438953470,137438953470,0,0,0,19401,64,10,0,0,200,0,0,19401,19401,20920,20820,0,0,0,0,0,0,0,0,0
0,19502,2,465302,465302,0,조각상 버프 스킬 2,2,137438953470,137438953470,0,0,0,19502,64,10,0,0,200,0,0,19502,19502,20920,20820,0,0,0,0,0,0,0,0,0
0,19603,3,465303,465303,0,조각상 버프 스킬 3,2,137438953470,137438953470,0,0,0,19603,64,10,0,0,200,0,0,19603,19603,20920,20820,0,0,0,0,0,0,0,0,0
0,29101,1,531101,531101,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,1,0,0,29101,4,0,0,100,0,0,0,29101,29101,20919,20820,0,0,0,0,0,0,0,0,0
0,29102,2,531101,531101,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,1,0,0,29102,4,0,0,100,0,0,0,29102,29102,20919,20820,0,0,0,0,0,0,0,0,0
0,29103,3,531101,531101,a_Sanctuary_Play_item,조각상 설치,2,137438953470,137438953470,1,0,0,29103,4,0,0,100,0,0,0,29103,29103,20919,20820,0,0,0,0,0,0,0,0,0
0,29201,1,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 1,2,137438953470,137438953470,1,0,0,29201,64,10,0,0,200,0,0,29201,29201,20920,20820,0,0,0,0,0,0,0,0,0
0,29202,2,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 2,2,137438953470,137438953470,1,0,0,29202,64,10,0,0,200,0,0,29202,29202,20920,20820,0,0,0,0,0,0,0,0,0
0,29203,3,109002801,109002801,a_Sanctuary_item,조각상 버프 스킬 3,2,137438953470,137438953470,1,0,0,29203,64,10,0,0,200,0,0,29203,29203,20920,20820,0,0,0,0,0,0,0,0,0
0,29401,1,465301,465301,0,조각상 버프 스킬 1,2,137438953470,137438953470,0,0,0,29401,64,10,0,0,200,0,0,29401,29401,20920,20820,0,0,0,0,0,0,0,0,0
0,29502,2,465302,465302,0,조각상 버프 스킬 2,2,137438953470,137438953470,0,0,0,29502,64,10,0,0,200,0,0,29502,29502,20920,20820,0,0,0,0,0,0,0,0,0
0,29603,3,465303,465303,0,조각상 버프 스킬 3,2,137438953470,137438953470,0,0,0,29603,64,10,0,0,200,0,0,29603,29603,20920,20820,0,0,0,0,0,0,0,0,0
0,60001,1,60001,60001,0,배틀스퀘어전투불능1버프(HP25%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60001,60001,0,0,0,0,0,0,0,0,0,0,0
0,60002,1,60002,60002,0,배틀스퀘어전투불능2버프(방어력10%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60002,60002,0,0,0,0,0,0,0,0,0,0,0
0,60003,1,60003,60003,0,배틀스퀘어전투불능3버프(HP50%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60003,60003,0,0,0,0,0,0,0,0,0,0,0
0,60004,1,60004,60004,0,배틀스퀘어전투불능4버프(방어력20%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60004,60004,0,0,0,0,0,0,0,0,0,0,0
0,60005,1,60005,60005,0,배틀스퀘어전투불능5버프(HP75%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60005,60005,0,0,0,0,0,0,0,0,0,0,0
0,60006,1,60006,60006,0,배틀스퀘어전투불능6버프(방어력30%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60006,60006,0,0,0,0,0,0,0,0,0,0,0
0,60007,1,60007,60007,0,배틀스퀘어전투불능7버프(HP100%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60007,60007,0,0,0,0,0,0,0,0,0,0,0
0,60008,1,60008,60008,0,배틀스퀘어전투불능8버프(방어력40%),1,0,0,0,0,0,0,0,0,0,0,0,0,0,60008,60008,0,0,0,0,0,0,0,0,0,0,0
0,60201,1,0,0,0,혼돈_1,2,0,0,0,0,0,60201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60301,1,0,0,0,혼돈_2,2,0,0,0,0,0,60301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,290010,1,290010,290010,0,PVP 버프 - 전사,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290010,290010,0,0,0,0,0,0,0,0,0,0,0
0,290020,1,290010,290010,0,PVP 버프 - 투사,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290020,290020,0,0,0,0,0,0,0,0,0,0,0
0,290030,1,290010,290010,0,PVP 버프 - 메이지,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290030,290030,0,0,0,0,0,0,0,0,0,0,0
0,290040,1,290010,290010,0,PVP 버프 - 전투마법사,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290040,290040,0,0,0,0,0,0,0,0,0,0,0
0,290050,1,290010,290010,0,PVP 버프 - 사냥꾼,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290050,290050,0,0,0,0,0,0,0,0,0,0,0
0,290060,1,290010,290010,0,PVP 버프 - 레인저,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290060,290060,0,0,0,0,0,0,0,0,0,0,0
0,290070,1,290010,290010,0,PVP 버프 - 광대,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290070,290070,0,0,0,0,0,0,0,0,0,0,0
0,290080,1,290010,290010,0,PVP 버프 - 암살자,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290080,290080,0,0,0,0,0,0,0,0,0,0,0
0,290090,1,290010,290010,0,PVP 버프 - 소환사,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290090,290090,0,0,0,0,0,0,0,0,0,0,0
0,290100,1,290010,290010,0,PVP 버프 - 쌍둥이,2,0,0,0,0,0,0,0,0,0,0,0,0,0,290100,290100,0,0,0,0,0,0,0,0,0,0,0
0,300001,1,300001,300001,0,파렐경 독 버프,2,0,0,0,0,0,300001,0,0,0,0,0,0,0,300001,300001,0,20820,30101,0,0,0,0,0,0,0,0
0,300101,1,300101,300101,0,파렐경 독 방지 방독면 버프,2,0,0,0,0,0,300101,0,0,0,0,0,0,0,300101,300101,0,20820,30101,0,0,0,0,0,0,0,0
0,300201,1,300201,300201,0,카오스 조각 디버프,2,0,0,0,0,0,300201,0,0,0,0,0,0,0,300201,300201,0,20820,30101,0,0,0,0,0,0,0,0
0,300301,1,300301,300301,0,카오스 조각 디버프 방지 버프,2,0,0,0,0,0,300301,0,0,0,0,0,0,0,300301,300301,0,20820,30101,0,0,0,0,0,0,0,0
0,302901,1,0,0,a_vendor,노점열기 스킬,2,0,0,0,0,0,302901,0,0,0,0,0,0,0,0,302901,0,20930,0,0,0,0,0,0,0,0,0
0,308800,1,308900,308900,0,[라그나로크] 차원저항 디버프 - 관리,11,0,0,0,0,0,308800,0,0,0,0,0,0,0,308800,308800,0,0,30101,0,0,0,0,0,0,0,0
0,308900,1,308900,308900,0,[라그나로크] 차원저항 디버프 - 효과,11,0,0,0,0,0,308900,0,0,0,0,0,0,0,308900,308900,0,0,30101,0,0,0,0,0,0,0,0
0,309000,1,309000,309000,0,[라그나로크] 차원저항 해제,11,0,0,0,0,0,309000,0,0,0,0,0,0,0,309000,309000,0,0,30101,0,0,0,0,0,0,0,0
0,309100,1,309200,309100,0,[라그나로크] 결계저항(글레스트헤임) 디버프 - 관리,11,0,0,0,0,0,309100,0,0,0,0,0,0,0,309100,309100,0,0,30101,0,0,0,0,0,0,0,0
0,309200,1,309200,309200,0,[라그나로크] 결계저항(글레스트헤임) 디버프 - 효과,11,0,0,0,0,0,309200,0,0,0,0,0,0,0,309200,309200,0,0,30101,0,0,0,0,0,0,0,0
0,309300,1,309300,309300,0,[라그나로크] 결계저항(글레스트헤임) 해제,11,0,0,0,0,0,309300,0,0,0,0,0,0,0,309300,309300,0,0,30101,0,0,0,0,0,0,0,0
0,310001,1,0,0,a_push_back_public,밀어내기 스킬(신규),2,0,0,1,0,0,310001,0,0,0,0,0,0,0,0,310001,0,20820,0,0,0,0,0,0,0,0,0
0,310101,1,0,0,a_push_back_public,밀어내기 스킬(신규)_효과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310101,0,20820,0,0,0,0,0,0,0,0,0
0,310201,1,0,0,a_knockback_down,밀어내며 넘어뜨리기 스킬(신규),2,0,0,1,0,0,310201,0,0,0,0,0,0,0,0,310201,0,20820,0,0,0,0,0,0,0,0,0
0,310301,1,0,0,a_knockback_down,밀어내며 넘어뜨리기 스킬(신규)_효과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310301,0,20820,0,0,0,0,0,0,0,0,0
0,314005,1,314005,314005,0,커뮤니티 이벤트 시작시 무적 이펙트 -5 초,2,137438953470,137438953470,0,0,0,314005,0,0,0,0,0,0,0,314005,314005,20820,30101,0,0,0,0,0,0,0,0,0
0,314010,2,314010,314010,0,커뮤니티 이벤트 시작시 무적 이펙트 -10 초,2,137438953470,137438953470,0,0,0,314010,0,0,0,0,0,0,0,314010,314010,20820,30101,0,0,0,0,0,0,0,0,0
0,314015,3,314015,314015,0,커뮤니티 이벤트 시작시 무적 이펙트 -15 초,2,137438953470,137438953470,0,0,0,314015,0,0,0,0,0,0,0,314015,314015,20820,30101,0,0,0,0,0,0,0,0,0
0,314020,4,314020,314020,0,커뮤니티 이벤트 시작시 무적 이펙트 -20 초,2,137438953470,137438953470,0,0,0,314020,0,0,0,0,0,0,0,314020,314020,20820,30101,0,0,0,0,0,0,0,0,0
0,403401,1,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403401,403401,0,20820,0,0,0,0,0,0,0,0,0
0,403402,2,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403402,403402,0,20820,0,0,0,0,0,0,0,0,0
0,403403,3,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403403,403403,0,20820,0,0,0,0,0,0,0,0,0
0,403404,4,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403404,403404,0,20820,0,0,0,0,0,0,0,0,0
0,403405,5,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403405,403405,0,20820,0,0,0,0,0,0,0,0,0
0,403406,6,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403406,403406,0,20820,0,0,0,0,0,0,0,0,0
0,403407,7,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403407,403407,0,20820,0,0,0,0,0,0,0,0,0
0,403408,8,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403408,403408,0,20820,0,0,0,0,0,0,0,0,0
0,403409,9,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403409,403409,0,20820,0,0,0,0,0,0,0,0,0
0,403410,10,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403410,403410,0,20820,0,0,0,0,0,0,0,0,0
0,403411,11,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403411,403411,0,20820,0,0,0,0,0,0,0,0,0
0,403412,12,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403412,403412,0,20820,0,0,0,0,0,0,0,0,0
0,403413,13,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403413,403413,0,20820,0,0,0,0,0,0,0,0,0
0,403414,14,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403414,403414,0,20820,0,0,0,0,0,0,0,0,0
0,403415,15,403401,403401,0,점프 강제 금지,2,0,0,0,0,0,403401,0,0,0,0,0,0,0,403415,403415,0,20820,0,0,0,0,0,0,0,0,0
0,403501,1,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403501,403501,0,20820,0,0,0,0,0,0,0,0,0
0,403502,2,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403502,403502,0,20820,0,0,0,0,0,0,0,0,0
0,403503,3,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403503,403503,0,20820,0,0,0,0,0,0,0,0,0
0,403504,4,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403504,403504,0,20820,0,0,0,0,0,0,0,0,0
0,403505,5,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403505,403505,0,20820,0,0,0,0,0,0,0,0,0
0,403506,6,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403506,403506,0,20820,0,0,0,0,0,0,0,0,0
0,403507,7,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403507,403507,0,20820,0,0,0,0,0,0,0,0,0
0,403508,8,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403508,403508,0,20820,0,0,0,0,0,0,0,0,0
0,403509,9,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403509,403509,0,20820,0,0,0,0,0,0,0,0,0
0,403510,10,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403510,403510,0,20820,0,0,0,0,0,0,0,0,0
0,403511,11,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403511,403511,0,20820,0,0,0,0,0,0,0,0,0
0,403512,12,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403512,403512,0,20820,0,0,0,0,0,0,0,0,0
0,403513,13,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403513,403513,0,20820,0,0,0,0,0,0,0,0,0
0,403514,14,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403514,403514,0,20820,0,0,0,0,0,0,0,0,0
0,403515,15,403501,403501,0,대쉬 강제 금지,2,0,0,0,0,0,403501,0,0,0,0,0,0,0,403515,403515,0,20820,0,0,0,0,0,0,0,0,0
0,406601,1,0,0,0,대쉬 강제 금지 PvP용,2,0,0,0,0,0,406601,0,0,0,0,0,0,0,406601,406601,0,20820,0,0,0,0,0,0,0,0,0
0,406701,1,0,0,0,코어 무적 이펙트,2,0,0,0,0,0,406701,0,0,0,0,0,0,0,406701,406701,0,20820,0,0,0,0,0,0,0,0,0
0,406801,1,406801,0,0,점프 강제 금지 (영구),2,0,0,0,0,0,406801,0,0,0,0,0,0,0,406801,406801,0,20820,30101,0,0,0,0,0,0,0,0
0,411201,1,411201,411201,0,경험치 2% 증가,2,0,0,0,0,0,411201,0,0,0,0,0,0,0,411201,411201,0,20820,30101,0,0,0,0,0,0,0,0
0,411202,1,411202,411202,0,경험치 3% 증가,2,0,0,0,0,0,411202,0,0,0,0,0,0,0,411202,411202,0,20820,30101,0,0,0,0,0,0,0,0
0,411203,1,411203,411203,0,경험치 4% 증가,2,0,0,0,0,0,411203,0,0,0,0,0,0,0,411203,411203,0,20820,30101,0,0,0,0,0,0,0,0
0,411204,1,411204,411204,0,경험치 5% 증가,2,0,0,0,0,0,411204,0,0,0,0,0,0,0,411204,411204,0,20820,30101,0,0,0,0,0,0,0,0
0,411217,1,411217,411217,0,경험치 5% 증가(채널),2,0,0,0,0,0,411217,0,0,0,0,0,0,0,411217,411217,0,20820,30101,0,0,0,0,0,0,0,0
0,411218,1,411218,411218,0,경험치 10% 증가(채널),2,0,0,0,0,0,411218,0,0,0,0,0,0,0,411218,411218,0,20820,30101,0,0,0,0,0,0,0,0
0,411219,1,411219,411219,0,경험치 20% 증가,2,0,0,0,0,0,411219,0,0,0,0,0,0,0,411219,411219,0,20820,30101,0,0,0,0,0,0,0,0
0,411220,1,411220,0,0,경험치 15% 증가(채널),2,0,0,0,0,0,411220,0,0,0,0,0,0,0,411220,411220,0,20820,30101,0,0,0,0,0,0,0,0
0,411221,1,411221,0,0,경험치 30% 증가(채널),2,0,0,0,0,0,411221,0,0,0,0,0,0,0,411221,411221,0,20820,30101,0,0,0,0,0,0,0,0
0,411222,1,408201,0,0,드래곤의 축복,2,0,0,0,0,0,411222,0,0,0,0,0,0,0,411222,411222,0,20820,30101,0,0,0,0,0,0,0,0
0,411223,1,408201,0,0,드래곤의 축복,2,0,0,0,0,0,411223,0,0,0,0,0,0,0,411223,411223,0,20820,30101,0,0,0,0,0,0,0,0
0,411250,1,411250,411250,0,경험치 20% 증가(피씨방),2,0,0,0,0,0,411250,0,0,0,0,0,0,0,411250,411250,0,20820,30101,0,0,0,0,0,0,0,0
0,411301,1,411301,411301,0,회피율 1% 증가,2,0,0,0,0,0,411301,0,0,0,0,0,0,0,411301,411301,0,20820,30101,0,0,0,0,0,0,0,0
0,411302,1,411302,411302,0,회피율 2% 증가,2,0,0,0,0,0,411302,0,0,0,0,0,0,0,411302,411302,0,20820,30101,0,0,0,0,0,0,0,0
0,411303,1,411303,411303,0,회피율 3% 증가,2,0,0,0,0,0,411303,0,0,0,0,0,0,0,411303,411303,0,20820,30101,0,0,0,0,0,0,0,0
0,411304,1,411304,411304,0,회피율 4% 증가,2,0,0,0,0,0,411304,0,0,0,0,0,0,0,411304,411304,0,20820,30101,0,0,0,0,0,0,0,0
0,411401,1,411401,411401,0,공격속도 2% 증가,2,0,0,0,0,0,411401,0,0,0,0,0,0,0,411401,411401,0,20820,30101,0,0,0,0,0,0,0,0
0,411402,1,411402,411402,0,공격속도 3% 증가,2,0,0,0,0,0,411402,0,0,0,0,0,0,0,411402,411402,0,20820,30101,0,0,0,0,0,0,0,0
0,411403,1,411403,411403,0,공격속도 4% 증가,2,0,0,0,0,0,411403,0,0,0,0,0,0,0,411403,411403,0,20820,30101,0,0,0,0,0,0,0,0
0,411404,1,411404,411404,0,공격속도 5% 증가,2,0,0,0,0,0,411404,0,0,0,0,0,0,0,411404,411404,0,20820,30101,0,0,0,0,0,0,0,0
0,411501,1,411501,411501,0,마법 방어력 2% 증가,2,0,0,0,0,0,411501,0,0,0,0,0,0,0,411501,411501,0,20820,30101,0,0,0,0,0,0,0,0
0,411502,1,411502,411502,0,마법 방어력 3% 증가,2,0,0,0,0,0,411502,0,0,0,0,0,0,0,411502,411502,0,20820,30101,0,0,0,0,0,0,0,0
0,411503,1,411503,411503,0,마법 방어력 4% 증가,2,0,0,0,0,0,411503,0,0,0,0,0,0,0,411503,411503,0,20820,30101,0,0,0,0,0,0,0,0
0,411504,1,411504,411504,0,마법 방어력 5% 증가,2,0,0,0,0,0,411504,0,0,0,0,0,0,0,411504,411504,0,20820,30101,0,0,0,0,0,0,0,0
0,411601,1,411601,411601,0,마법 공격력 2% 증가,2,0,0,0,0,0,411601,0,0,0,0,0,0,0,411601,411601,0,20820,30101,0,0,0,0,0,0,0,0
0,411602,1,411602,411602,0,마법 공격력 3% 증가,2,0,0,0,0,0,411602,0,0,0,0,0,0,0,411602,411602,0,20820,30101,0,0,0,0,0,0,0,0
0,411603,1,411603,411603,0,마법 공격력 4% 증가,2,0,0,0,0,0,411603,0,0,0,0,0,0,0,411603,411603,0,20820,30101,0,0,0,0,0,0,0,0
0,411604,1,411604,411604,0,마법 공격력 5% 증가,2,0,0,0,0,0,411604,0,0,0,0,0,0,0,411604,411604,0,20820,30101,0,0,0,0,0,0,0,0
0,411701,1,411701,411701,0,MP 회복속도 2% 증가,2,0,0,0,0,0,411701,0,0,0,0,0,0,0,411701,411701,0,20820,30101,0,0,0,0,0,0,0,0
0,411702,1,411702,411702,0,MP 회복속도 3% 증가,2,0,0,0,0,0,411702,0,0,0,0,0,0,0,411702,411702,0,20820,30101,0,0,0,0,0,0,0,0
0,411703,1,411703,411703,0,MP 회복속도 4% 증가,2,0,0,0,0,0,411703,0,0,0,0,0,0,0,411703,411703,0,20820,30101,0,0,0,0,0,0,0,0
0,411704,1,411704,411704,0,MP 회복속도 5% 증가,2,0,0,0,0,0,411704,0,0,0,0,0,0,0,411704,411704,0,20820,30101,0,0,0,0,0,0,0,0
0,411801,1,411801,411801,0,명중률 1% 증가,2,0,0,0,0,0,411801,0,0,0,0,0,0,0,411801,411801,0,20820,30101,0,0,0,0,0,0,0,0
0,411802,1,411802,411802,0,명중률 2% 증가,2,0,0,0,0,0,411802,0,0,0,0,0,0,0,411802,411802,0,20820,30101,0,0,0,0,0,0,0,0
0,411803,1,411803,411803,0,명중률 3% 증가,2,0,0,0,0,0,411803,0,0,0,0,0,0,0,411803,411803,0,20820,30101,0,0,0,0,0,0,0,0
0,411804,1,411804,411804,0,명중률 4% 증가,2,0,0,0,0,0,411804,0,0,0,0,0,0,0,411804,411804,0,20820,30101,0,0,0,0,0,0,0,0
0,411901,1,411901,411901,0,이동속도 2% 증가,2,0,0,0,0,0,411901,0,0,0,0,0,0,0,411901,411901,0,20820,30101,0,0,0,0,0,0,0,0
0,411902,1,411902,411902,0,이동속도 3% 증가,2,0,0,0,0,0,411902,0,0,0,0,0,0,0,411902,411902,0,20820,30101,0,0,0,0,0,0,0,0
0,411903,1,411903,411903,0,이동속도 4% 증가,2,0,0,0,0,0,411903,0,0,0,0,0,0,0,411903,411903,0,20820,30101,0,0,0,0,0,0,0,0
0,411904,1,411904,411904,0,이동속도 5% 증가,2,0,0,0,0,0,411904,0,0,0,0,0,0,0,411904,411904,0,20820,30101,0,0,0,0,0,0,0,0
0,412001,1,412001,412001,0,HP 회복속도 2% 증가,2,0,0,0,0,0,412001,0,0,0,0,0,0,0,412001,412001,0,20820,30101,0,0,0,0,0,0,0,0
