NationCodeStr,EffectID,Name,ActionName,Memo,Type,Interval,DurationTime,Toggle,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10
0,401102,401102,0,양고기 스테이크[고급],1,0,300000,0,401102,0,0,0,0,0,0,0,0,17001
0,401103,401103,0,양고기 스테이크[최상급],1,0,300000,0,401103,0,0,0,0,0,0,0,0,17001
0,401201,401201,0,거미 스튜,1,0,1000,0,401201,0,0,0,0,0,0,0,0,17001
0,401202,401202,0,거미 스튜[고급],1,0,1000,0,401202,0,0,0,0,0,0,0,0,17001
0,401203,401203,0,거미 스튜[최상급],1,0,1000,0,401203,0,0,0,0,0,0,0,0,17001
0,401301,401301,0,박쥐날개 튀김,1,0,300000,0,401301,0,0,0,0,0,0,0,0,17001
0,401302,401302,0,박쥐날개 튀김[고급],1,0,300000,0,401302,0,0,0,0,0,0,0,0,17001
0,401303,401303,0,박쥐날개 튀김[최상급],1,0,600000,0,401303,0,0,0,0,0,0,0,0,17001
0,401401,401401,0,조개 스튜,1,0,120000,0,401401,0,0,0,0,0,0,0,0,17001
0,401402,401402,0,조개 스튜[고급],1,0,120000,0,401402,0,0,0,0,0,0,0,0,17001
0,401403,401403,0,조개 스튜[최상급],1,0,600000,0,401403,0,0,0,0,0,0,0,0,17001
0,401501,401501,0,과일모듬,1,0,300000,0,401501,0,0,0,0,0,0,0,0,17001
0,401502,401502,0,과일모듬[고급],1,0,300000,0,401502,0,0,0,0,0,0,0,0,17001
0,401503,401503,0,과일모듬[최상급],1,0,300000,0,401503,0,0,0,0,0,0,0,0,17001
0,401601,401601,0,300시간 사골탕,1,0,60000,0,401601,0,0,0,0,0,0,0,0,17001
0,401602,401602,0,300시간 사골탕[고급],1,0,300000,0,401602,0,0,0,0,0,0,0,0,17001
0,401603,401603,0,300시간 사골탕[최상급],1,0,300000,0,401603,0,0,0,0,0,0,0,0,17001
0,401701,401701,0,꼬마용 꼬치구이,1,0,30000,0,401701,0,0,0,0,0,0,0,0,17001
0,401702,401702,0,꼬마용 꼬치구이[고급],1,0,300000,0,401702,0,0,0,0,0,0,0,0,17001
0,401703,401703,0,꼬마용 꼬치구이[최상급],1,0,300000,0,401703,0,0,0,0,0,0,0,0,17001
0,401801,401801,0,경험치 증가 100%,1,0,600000,0,401801,0,0,0,0,0,0,0,0,17001
0,401901,401901,0,획득 머니량 증가 100%,1,0,600000,0,401901,0,0,0,0,0,0,0,0,17001
0,402001,402001,se_SafetyPopo,안전거품,6,0,3600000,0,402001,0,0,0,0,0,0,0,0,17001
0,402101,402101,se_common_cure,붕대 (출혈치료용),1,0,100,0,402101,0,0,0,0,0,0,0,0,17001
0,402201,402201,se_common_cure,압박붕대 (과다출혈 치료용),1,0,100,0,402201,0,0,0,0,0,0,0,0,17001
0,402301,402301,se_common_cure,성수 (저주 치료용),1,0,100,0,402301,0,0,0,0,0,0,0,0,17001
0,402401,402401,se_common_cure,성냥개비 (결빙및 동빙 치료용),1,0,100,0,402401,0,0,0,0,0,0,0,0,17001
0,402501,402501,se_common_cure,은단 (중독 치료용),1,0,100,0,402501,402502,0,0,0,0,0,0,0,17001
0,402601,402601,se_common_cure,해독제 (심각한 중독 치료용),1,0,100,0,402601,0,0,0,0,0,0,0,0,17001
0,402701,402701,se_common_cure,얼음주머니 (화상 치료용),1,0,100,0,402701,0,0,0,0,0,0,0,0,17001
0,402801,402801,se_common_cure,냉각팩 (심각한 화상 치료용),1,0,100,0,402801,0,0,0,0,0,0,0,0,17001
0,402901,402901,se_common_cure,안약 (실명 치료용),1,0,100,0,402901,0,0,0,0,0,0,0,0,17001
0,403001,403001,se_common_cure,회중시계 (슬로우 치료용),1,0,100,0,403001,0,0,0,0,0,0,0,0,17001
0,403101,403101,se_common_cure,금바늘 (석화 치료용),1,0,100,0,403101,0,0,0,0,0,0,0,0,17001
0,403201,403201,0,경험치 증가 30%,1,0,300000,0,403201,0,0,0,0,0,0,0,0,17001
0,403301,403301,0,획득 머니량 증가 30%,1,0,300000,0,403301,0,0,0,0,0,0,0,0,17001
0,403601,403601,0,테스트용 - 경험치 500% 증가,1,0,3600000,0,403601,0,0,0,0,0,0,0,0,17001
0,403701,403701,se_cast_effect,마력포 아이템,1,500,6000,0,403701,0,0,0,0,0,0,0,0,17001
0,403801,403801,0,검은 나무 뿌리,1,0,1800000,0,403801,0,0,0,0,0,0,0,0,17001
0,403901,403901,0,동굴 농축 이끼,1,0,0,0,403901,0,0,0,0,0,0,0,0,17001
0,404001,404001,0,무지개빛 소라,1,0,900000,0,404001,0,0,0,0,0,0,0,0,17001
0,404101,404101,0,꼬께 앞발,1,0,900000,0,404101,0,0,0,0,0,0,0,0,17001
0,404201,404201,0,완력의 보석,1,0,300000,0,404201,0,0,0,0,0,0,0,0,17001
0,404301,404301,0,마력의 보석,1,0,300000,0,404301,0,0,0,0,0,0,0,0,17001
0,404401,404401,0,땅굴 환약,1,0,180000,0,404401,0,0,0,0,0,0,0,0,17001
0,404501,404501,0,하급 언데드 교범,1,1000,10000,0,404501,0,0,0,0,0,0,0,0,17001
0,404601,404601,0,코팅 오일,1,0,1200000,0,404601,0,0,0,0,0,0,0,0,17001
0,404701,404701,0,개구리 청심환,1,0,3000000,0,404701,0,0,0,0,0,0,0,0,17001
0,404801,404801,0,도토리 주머니,1,0,1200000,0,404801,0,0,0,0,0,0,0,0,17001
0,404901,404901,0,스팀 밀크,1,0,600000,0,404901,0,0,0,0,0,0,0,0,17001
0,405001,405001,0,폭발성 가루,1,0,300000,0,405001,0,0,0,0,0,0,0,0,17001
0,405101,405101,0,증오의 수정,1,0,600000,0,405101,0,0,0,0,0,0,0,0,17001
0,405201,405201,0,만능약,1,0,0,0,405201,0,0,0,0,0,0,0,0,17001
0,405301,405301,0,푸른 쇳조각,1,0,1800000,0,405301,0,0,0,0,0,0,0,0,17001
0,405401,405401,0,만데가리,1,0,300000,0,405401,0,0,0,0,0,0,0,0,17001
0,405501,405501,0,조각난 파인애플,1,0,1800000,0,405501,0,0,0,0,0,0,0,0,17001
0,405601,405601,0,펜리르의 뿔,1,0,600000,0,405601,0,0,0,0,0,0,0,0,17001
0,405701,405701,0,경험치 1.1배 증가,1,0,600000,0,405701,0,0,0,0,0,0,0,0,17001
0,405801,405801,0,경험치 1.2배 증가,1,0,600000,0,405801,0,0,0,0,0,0,0,0,17001
0,405901,405901,0,경험치 1.3배 증가,1,0,600000,0,405901,0,0,0,0,0,0,0,0,17001
0,406001,406001,0,경험치 1.4배 증가,1,0,600000,0,406001,0,0,0,0,0,0,0,0,17001
0,406101,406101,0,경험치 1.5배 증가,1,0,600000,0,406101,0,0,0,0,0,0,0,0,17001
0,406201,406201,0,경험치 1.6배 증가,1,0,600000,0,406201,0,0,0,0,0,0,0,0,17001
0,406301,406301,0,경험치 1.7배 증가,1,0,600000,0,406301,0,0,0,0,0,0,0,0,17001
0,406401,406401,0,경험치 1.8배 증가,1,0,600000,0,406401,0,0,0,0,0,0,0,0,17001
0,406501,406501,0,경험치 1.9배 증가,1,0,600000,0,406501,0,0,0,0,0,0,0,0,17001
0,406901,406901,0,잭의 완두콩,1,0,600000,0,406901,0,0,0,0,0,0,0,0,17001
0,407001,407001,0,우정무가,1,0,600000,0,407001,0,0,0,0,0,0,0,0,17001
0,407101,407101,se_self_heal,만한전석,1,0,60000,0,407101,0,0,0,0,0,0,0,0,17001
0,407201,407201,se_self_mana,심령계탕,1,0,60000,0,407201,0,0,0,0,0,0,0,0,17001
0,407301,407301,se_PerfectBox,무적침통,1,300,600000,0,407301,0,0,0,0,0,0,0,0,17001
0,407401,407401,0,명중만점,1,0,300000,0,407401,0,0,0,0,0,0,0,0,17001
0,407501,407501,0,십자가,2,0,1000,0,407501,0,0,0,0,0,0,0,0,17001
0,407601,407601,0,예수의 십자가,1,0,1000,0,407601,0,0,0,0,0,0,0,0,17001
0,407701,407701,0,이탈리아,1,0,300000,0,407701,0,0,0,0,0,0,0,0,17001
0,407801,407801,0,푸른소변신,1,0,300000,0,407801,0,0,0,0,0,0,0,0,17001
0,407901,407901,0,나비변신,1,0,300000,0,407901,0,0,0,0,0,0,0,0,17001
0,408001,408001,0,환룡실버,1,0,0,0,408001,0,0,0,0,0,0,0,0,17001
0,408101,408101,0,진금용은,1,0,0,0,408101,0,0,0,0,0,0,0,0,17001
0,408201,408201,0,The blessing of Dragon Lord(Channel Effect),1,0,0,0,408201,0,0,0,0,0,0,0,0,17001
0,408202,408201,0,The blessing of Dragon Lord(Channel Effect),1,0,0,0,408202,0,0,0,0,0,0,0,0,17001
0,408301,408301,0,가토의 회복,1,0,10800000,0,408301,0,0,0,0,0,0,0,0,17001
0,408401,408401,0,경험치 50% UP 포션 (1시간),1,0,3600000,0,408401,0,0,0,0,0,0,0,0,17001
0,408501,408501,0,경험치 더블UP 증가 포션 (1시간),1,0,3600000,0,408501,0,0,0,0,0,0,0,0,17001
0,408601,408601,0,경험치 50% UP 포션 (1일) ,1,0,86400000,0,408601,0,0,0,0,0,0,0,0,17001
0,408701,408701,0,경험치 더블UP 증가 포션 (1일),1,0,86400000,0,408701,0,0,0,0,0,0,0,0,17001
0,408801,408801,0,경험치 1.5배 증가 포션 (오전),1,0,21600000,0,408801,0,0,0,0,0,0,0,0,17001
0,408901,408901,0,경험치 1.5배 증가 포션 (오후),1,0,21600000,0,408901,0,0,0,0,0,0,0,0,17001
0,409001,409001,0,경험치 1.5배 증가 포션 (저녁),1,0,21600000,0,409001,0,0,0,0,0,0,0,0,17001
0,409101,409101,0,경험치 1.5배 증가 포션 (밤),1,0,21600000,0,409101,0,0,0,0,0,0,0,0,17001
0,409201,409201,0,10% EXP Potion,1,0,7200000,0,409201,0,0,0,0,0,0,0,0,17001
0,409301,409301,0,20% EXP Potion,1,0,7200000,0,409301,0,0,0,0,0,0,0,0,17001
0,409401,409401,0,30% EXP Potion,1,0,7200000,0,409401,0,0,0,0,0,0,0,0,17001
0,409501,409501,0,40% EXP Potion,1,0,7200000,0,409501,0,0,0,0,0,0,0,0,17001
0,409601,409601,0,50% EXP Potion,1,0,7200000,0,409601,0,0,0,0,0,0,0,0,17001
0,409701,409701,0,60% EXP Potion,1,0,7200000,0,409701,0,0,0,0,0,0,0,0,17001
0,409801,409801,0,70% EXP Potion,1,0,7200000,0,409801,0,0,0,0,0,0,0,0,17001
0,409901,409901,0,80% EXP Potion,1,0,7200000,0,409901,0,0,0,0,0,0,0,0,17001
0,410001,410001,0,90% EXP Potion,1,0,7200000,0,410001,0,0,0,0,0,0,0,0,17001
0,410101,410101,0,Double EXP Potion,1,0,7200000,0,410101,0,0,0,0,0,0,0,0,17001
0,410201,410201,0,Mini 10% EXP Potion,1,0,1200000,0,410201,0,0,0,0,0,0,0,0,17001
0,410301,410301,0,Mini 20% EXP Potion,1,0,1200000,0,410301,0,0,0,0,0,0,0,0,17001
0,410401,410401,0,Mini 30% EXP Potion,1,0,1200000,0,410401,0,0,0,0,0,0,0,0,17001
0,410501,410501,0,Mini 40% EXP Potion,1,0,1200000,0,410501,0,0,0,0,0,0,0,0,17001
0,410601,410601,0,Mini 50% EXP Potion,1,0,1200000,0,410601,0,0,0,0,0,0,0,0,17001
0,410701,410701,0,Mini 60% EXP Potion,1,0,1200000,0,410701,0,0,0,0,0,0,0,0,17001
0,410801,410801,0,Mini 70% EXP Potion,1,0,1200000,0,410801,0,0,0,0,0,0,0,0,17001
0,410901,410901,0,Mini 80% EXP Potion,1,0,1200000,0,410901,0,0,0,0,0,0,0,0,17001
0,411001,411001,0,Mini 90% EXP Potion,1,0,1200000,0,411001,0,0,0,0,0,0,0,0,17001
0,411101,411101,0,Mini Double EXP Potion,1,0,1200000,0,411101,0,0,0,0,0,0,0,0,17001
0,411205,411205,0,경험치 10% 증가,1,1000,3600000,0,411205,0,0,0,0,0,0,0,0,17001
0,411705,411705,0,MP 회복속도 10% 증가,1,1000,3600000,0,411705,0,0,0,0,0,0,0,0,17001
0,412305,412305,0,물리 공격력 10% 증가,1,1000,3600000,0,412305,0,0,0,0,0,0,0,0,17001
0,418401,418401,0,경험치 1.2배 증가,1,1000,1800000,0,418401,0,0,0,0,0,0,0,0,17001
0,418501,418501,0,경험치 1.3배 증가,1,1000,1800000,0,418501,0,0,0,0,0,0,0,0,17001
0,418601,418601,0,경험치 1.6배 증가,1,1000,1800000,0,418601,0,0,0,0,0,0,0,0,17001
0,418701,418701,0,경험치 1.9배 증가,1,1000,1800000,0,418701,0,0,0,0,0,0,0,0,17001
0,419501,419501,0,유령 화이트 초코렛 ,1,1000,600000,0,419501,0,0,0,0,0,0,0,0,17001
0,419601,419601,0,마녀모자 초코렛 ,1,1000,600000,0,419601,0,0,0,0,0,0,0,0,17001
0,419701,419701,0,호박 쿠키,1,1000,600000,0,419701,0,0,0,0,0,0,0,0,17001
0,419801,419801,0,호박 머핀,1,1000,600000,0,419801,0,0,0,0,0,0,0,0,17001
0,419901,419901,0,알록달록한 사탕 ,1,1000,600000,0,419901,0,0,0,0,0,0,0,0,17001
0,420001,420001,0,호박등,1,1000,600000,0,420001,0,0,0,0,0,0,0,0,17001
0,420101,420101,0,호박젤리,1,1000,600000,0,420101,0,0,0,0,0,0,0,0,17001
0,420201,420201,0,알록달록한 초코렛,1,1000,600000,0,420201,0,0,0,0,0,0,0,0,17001
0,421201,421201,0,안씀,1,1000,7200000,0,421201,0,0,0,0,0,0,0,0,17001
0,421301,421301,0,협동퀘스트 1단계(북미),1,1000,7200000,0,421301,0,0,0,0,0,0,0,0,17001
0,421401,421401,0,협동퀘스트 2단계(북미),1,1000,7200000,0,421401,0,0,0,0,0,0,0,0,17001
0,421501,421501,0,협동퀘스트 3단계(북미),1,1000,7200000,0,421501,0,0,0,0,0,0,0,0,17001
0,421601,421601,0,협동퀘스트 4단계(북미),1,1000,7200000,0,421601,0,0,0,0,0,0,0,0,17001
0,431202,411202,0,경험치 3% 증가,1,0,3600000,0,431202,0,0,0,0,0,0,0,0,17001
0,431203,411203,0,경험치 4% 증가,1,0,7200000,0,431203,0,0,0,0,0,0,0,0,17001
0,431204,411204,0,경험치 5% 증가,1,0,10800000,0,431204,0,0,0,0,0,0,0,0,17001
0,431301,411301,0,회피율 2% 증가,1,0,1800000,0,431301,0,0,0,0,0,0,0,0,17001
0,431302,411302,0,회피율 3% 증가,1,0,3600000,0,431302,0,0,0,0,0,0,0,0,17001
