NationCodeStr,Memo,NpcGuid,Menu,OrderIndex,ItemNo,ItemCount,Gem1,GemCount1,Gem2,GemCount2,Gem3,GemCount3,Gem4,GemCount4,Gem5,GemCount5,
0,[02장신구강화] 하얀 추적자 언덕2★ 빅토르 솔라링->3★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,2,121006030,1,121006020,2,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  3★ 빅토르 솔라링->4★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,3,121006040,2,121006030,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  4★ 빅토르 솔라링->5★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,4,121006050,2,121006040,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  5★ 빅토르 솔라링->6★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,5,121006060,2,121006050,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  6★ 빅토르 솔라링->7★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,6,121006070,2,121006060,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  7★ 빅토르 솔라링->8★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,7,121006080,2,121006070,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  8★ 빅토르 솔라링->9★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,8,121006090,2,121006080,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  9★ 빅토르 솔라링->10★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,9,121006100,2,121006090,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  10★ 빅토르 솔라링->11★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,10,121006110,2,121006100,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  11★ 빅토르 솔라링->12★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,11,121006120,2,121006110,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  12★ 빅토르 솔라링->13★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,12,121006130,2,121006120,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  13★ 빅토르 솔라링->14★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,13,121006140,2,121006130,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  14★ 빅토르 솔라링->15★ 빅토르 솔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,14,121006150,2,121006140,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕1★ 빅토르 루나링->2★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,15,121016020,1,121016010,2,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕2★ 빅토르 루나링->3★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,16,121016030,1,121016020,2,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  3★ 빅토르 루나링->4★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,17,121016040,2,121016030,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  4★ 빅토르 루나링->5★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,18,121016050,2,121016040,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  5★ 빅토르 루나링->6★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,19,121016060,2,121016050,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  6★ 빅토르 루나링->7★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,20,121016070,2,121016060,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  7★ 빅토르 루나링->8★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,21,121016080,2,121016070,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  8★ 빅토르 루나링->9★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,22,121016090,2,121016080,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  9★ 빅토르 루나링->10★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,23,121016100,2,121016090,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  10★ 빅토르 루나링->11★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,24,121016110,2,121016100,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  11★ 빅토르 루나링->12★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,25,121016120,2,121016110,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  12★ 빅토르 루나링->13★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,26,121016130,2,121016120,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  13★ 빅토르 루나링->14★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,27,121016140,2,121016130,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  14★ 빅토르 루나링->15★ 빅토르 루나링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,28,121016150,2,121016140,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕1★ 빅토르 스텔라링->2★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,29,121026020,1,121026010,2,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕2★ 빅토르 스텔라링->3★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,30,121026030,1,121026020,2,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  3★ 빅토르 스텔라링->4★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,31,121026040,2,121026030,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  4★ 빅토르 스텔라링->5★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,32,121026050,2,121026040,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  5★ 빅토르 스텔라링->6★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,33,121026060,2,121026050,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  6★ 빅토르 스텔라링->7★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,34,121026070,2,121026060,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  7★ 빅토르 스텔라링->8★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,35,121026080,2,121026070,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  8★ 빅토르 스텔라링->9★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,36,121026090,2,121026080,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  9★ 빅토르 스텔라링->10★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,37,121026100,2,121026090,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  10★ 빅토르 스텔라링->11★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,38,121026110,2,121026100,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  11★ 빅토르 스텔라링->12★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,39,121026120,2,121026110,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  12★ 빅토르 스텔라링->13★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,40,121026130,2,121026120,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  13★ 빅토르 스텔라링->14★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,41,121026140,2,121026130,3,50903930,15,0,0,0,0,0,0,
0,[02장신구강화] 하얀 추적자 언덕  14★ 빅토르 스텔라링->15★ 빅토르 스텔라링,29D049C8-31D7-4F35-A4B3-02507D23AE1F,2,42,121026150,2,121026140,3,50903930,15,0,0,0,0,0,0,
0,[05속성석교환]하얀 추적자 언덕-교환-냉기 속성석,29D049C8-31D7-4F35-A4B3-02507D23AE1F,5,1,99800210,1,99800110,1,99800410,1,0,0,0,0,0,0,
0,[05속성석교환]하얀 추적자 언덕-교환-화염 속성석,29D049C8-31D7-4F35-A4B3-02507D23AE1F,5,2,99800110,1,99800210,1,99800310,1,0,0,0,0,0,0,
0,[05속성석교환]하얀 추적자 언덕-교환-저주 속성석,29D049C8-31D7-4F35-A4B3-02507D23AE1F,5,3,99800310,1,99800110,1,99800410,1,0,0,0,0,0,0,
0,[05속성석교환]하얀 추적자 언덕-교환-자연 속성석,29D049C8-31D7-4F35-A4B3-02507D23AE1F,5,4,99800410,1,99800210,1,99800310,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 대지의 주인 쇠약,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,1,190200006,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 드래곤 파이터 관,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,2,190200007,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 스트라이커 보호의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,3,190200008,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 워로드 축복의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,4,190200114,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 수호자 필생의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,5,190200115,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 파괴자 중첩의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,6,190200116,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 매니악 명중의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,7,190200221,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 아크메이지 마력의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,8,190200222,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 용기사 폭군의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,9,190200223,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 섀도우 회피의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,10,190200328,1,160029800,100,0,0,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 대지의 주인 쇠약,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,11,190200329,1,160029800,100,190200006,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 드래곤 파이터 관,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,12,190200330,1,160029800,100,190200007,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 스트라이커 보호의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,13,190200434,1,160029800,100,190200008,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 워로드 축복의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,14,190200435,1,160029800,100,190200114,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 수호자 필생의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,15,190200436,1,160029800,100,190200115,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 파괴자 중첩의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,16,190200541,1,160029800,100,190200116,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 매니악 명중의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,17,190200542,1,160029800,100,190200221,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 아크메이지 마력의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,18,190200543,1,160029800,100,190200222,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 용기사 폭군의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,19,190200648,1,160029800,100,190200223,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 섀도우 회피의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,20,190200649,1,160029800,100,190200328,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 대지의 주인 쇠약,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,21,190200650,1,160029800,100,190200329,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 드래곤 파이터 관,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,22,190200755,1,160029800,100,190200330,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 스트라이커 보호의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,23,190200756,1,160029800,100,190200434,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 워로드 축복의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,24,190200757,1,160029800,100,190200435,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 수호자 필생의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,25,190200862,1,160029800,100,190200436,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 파괴자 중첩의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,26,190200863,1,160029800,100,190200541,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 매니악 명중의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,27,190200864,1,160029800,100,190200542,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 아크메이지 마력의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,28,190200969,1,160029800,100,190200543,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 용기사 폭군의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,29,190200970,1,160029800,100,190200648,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 섀도우 회피의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,30,190200971,1,160029800,100,190200649,1,0,0,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 대지의 주인 쇠약,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,31,190300006,1,160029800,100,190200650,1,231001595,10,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 드래곤 파이터 관,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,32,190300007,1,160029800,100,190200755,1,231001595,10,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 스트라이커 보호의,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,33,190300008,1,160029800,100,190200756,1,231001595,10,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 워로드 축복의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,34,190300114,1,160029800,100,190200757,1,231001595,10,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 수호자 필생의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,35,190300115,1,160029800,100,190200862,1,231001595,10,0,0,0,0,
0,[14아이템교환][12_12 엘가 개선] 검은발톱의 정수->[엘가 개선] 파괴자 중첩의 목,6CF9206A-F578-436C-BC14-07B50AC1DC12,14,36,190300116,1,160029800,100,190200863,1,231001595,10,0,0,0,0,
